Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Abbadi T.A., Abbadi A.A.","16023919300;16023887100;","Proposed management plan for MSW of Amman city and its role in greenhouse gases reduction",2005,"Symposium on Air Quality Measurement Methods and Technology, 2005","2005",,,"","",10,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847409262&partnerID=40&md5=f4b62f6b40da9b5159a3a33e91436e1c","P.O.BOX 910403, Amman 111191, Jordan","Abbadi, T.A., P.O.BOX 910403, Amman 111191, Jordan; Abbadi, A.A., P.O.BOX 910403, Amman 111191, Jordan","The total amount of MSW generated in the city in 2002, was calculated about 591000 ton with 0.82 kg/capita/day. The household wastes quantities represent 80% of MSW, industrial (not heavy) is 5%.Cost benefit analysis of papers, plastic recycling showed that for the papers recycling of using 3% discount ratio produced the highest net present value (JD27,696,568), by this interest ratio the project will be more feasible. The higher feasibility is reflected through the highest benefit cost ratio (28.17), which was the highest under the 3% discount ratio. For the plastic recycling project, the results showed that under 3% discount ratio the highest net present value was achieved (JD 21,932,199), this, also, was approved through the benefit cost ratio (28.17). The results, also, showed that the paper recycling project was more feasible than the plastic recycling project. The net present value for the paper recycling project was (JD 27,696,568) as compared to (JD 21,684,627) for the plastic recycling project under the same discount ratio (3%). Constructing pilot project plant (bioreactor) for biogas production as first stage to handle 50-80 tones/day of pure organic materials (industrial) as dairy factories and slaughter houses will be very useful where a thermophilic fermentation can occur at around 55 C. The produced methane gas can be converted into electricity. Such these wastes are able to produce gases with methane of at least 65% and 35% of carbon dioxide. Normally such kinds of wastes can produce 400 cubic meters of methane/ tone which can be converted into around 800 kWHs of electricity. The more so the plant of 50 tones /day will produce around 40,000kWHs of electricity per day. Introducing similar technologies to deal with MSW of Amman city at least will reduce methane emissions by 30% and carbon dioxide by 2%.",,"Bioreactors; Cost benefit analysis; Electricity; Fermentation; Methane; Project management; Recycling; Household wastes; Plastic recycling; Thermophilic fermentation; Greenhouse effect",Conference Paper,"Final","",Scopus,2-s2.0-33847409262
"Adams E.E., Wannamaker E.J.","7401781197;8977205100;","Dilution strategies for direct ocean carbon sequestration",2005,"Journal of Marine Environmental Engineering","8","2",,"95","109",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444605887&partnerID=40&md5=884104e327e22cd6511d524abf486940","Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, MA 02139, United States","Adams, E.E., Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, MA 02139, United States; Wannamaker, E.J., Department of Civil and Environmental Engineering, Massachusetts Institute of Technology, Cambridge, MA 02139, United States","Ocean carbon sequestration is being mentioned as one approach to help reduce the build-up of greenhouse gases in the atmosphere. Among the issues requiring consideration is the need to obtain high initial dilution, in order to minimize the excess concentrations of dissolved inorganic carbon, and hence associated increases in pCO2 and decreases in pH, to which aquatic life would be exposed. Here we examine three dilution strategies that promote mixing in the longitudinal, lateral and vertical directions. A point release of negatively buoyant solid CO2 hydrate particles from a moving ship would get acceptable dilution near the source, while subsequent concentrations would be very low due to longitudinal mixing afford by the ship's speed. A long bottom-mounted diffuser discharging buoyant liquid CO2 droplets can be designed for high lateral mixing, resulting in arbitrarily small near source concentrations, but because the resulting near field plume would be very wide, subsequent dilution would be slow. A stationary point release of hydrate particles achieves good vertical mixing, due to the negatively buoyant plume effect, resulting in intermediate local and subsequent concentrations. While directly applicable to ocean carbon sequestration, results presented here also provide guidance for the effective three-dimensional dispersal of other substances, such as nutrients for open water aquaculture, or flocculants or algaecides for improving water clarity in reservoirs or town ponds. © 2005 Old City Publishing, Inc.","CO2 hydrate; CO2 plume; Dilution; Ocean carbon sequestration; Ocean dispersion","Buoyancy; Carbon dioxide; Hydrates; Marine biology; Sensitivity analysis; Turbulent flow; Dilution; Ocean carbon sequestration; Ocean dispersion; Oceanography; air-sea interaction; carbon dioxide; carbon sequestration; dissolved inorganic carbon; greenhouse gas",Article,"Final","",Scopus,2-s2.0-26444605887
"Adeli A., Sistani K.R., Bal'a M.F., Rowe D.E.","57203030337;7003691811;6506547319;7201668117;","Phosphorus dynamics in broiler litter-amended soils",2005,"Communications in Soil Science and Plant Analysis","36","9-10",,"1099","1115",,9,"10.1081/CSS-200056876","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20344380956&doi=10.1081%2fCSS-200056876&partnerID=40&md5=75ee125ecfc00442c16741baed0bd524","USDA-ARS, Waste Management and Forage Research Unit, Mississippi State, MS, United States; USDA-ARS, Waste Management and Forage Research Unit, Mississippi State, MS 39672, United States","Adeli, A., USDA-ARS, Waste Management and Forage Research Unit, Mississippi State, MS, United States, USDA-ARS, Waste Management and Forage Research Unit, Mississippi State, MS 39672, United States; Sistani, K.R., USDA-ARS, Waste Management and Forage Research Unit, Mississippi State, MS, United States; Bal'a, M.F., USDA-ARS, Waste Management and Forage Research Unit, Mississippi State, MS, United States; Rowe, D.E., USDA-ARS, Waste Management and Forage Research Unit, Mississippi State, MS, United States","Because land application of broiler litter is commonly made in the spring before cropping season and in the fall, it is essential to understand how environmental variations, such as temperature, affect the phosphorus (P) dynamics. A laboratory incubation study was conducted at Waste Management and Forage Research Unit, USDA-ARS with the objective of determining the effects of temperature and soil properties on water-soluble P (WSP), Mehlich 3 P, and P fractions in broiler litter-amended soils. Broiler litter was mixed with three soils (Leeper silty clay, Grenada silt loam, and Ruston sandy loam) at the rate of 10 Mg ha-1. The mixtures were incubated at 18°C, 25°C, and 32°C for up to 90 days and repeated three times. Soil samples were taken at eight time intervals (2, 5, 10, 15, 30, 60, and 90 days) and analyzed for water-soluble P and Mehlich 3-extractable P (MEP). Phosphorus also was fractionated chemically into inorganic and organic components by sequential extraction for soil samples taken at the end of incubation period (90 days). Water-soluble P decreased rapidly after a 15-day incubation in all soils for all temperatures and followed to a steady state to the end of incubation period. Averaged across temperatures, broiler litter application resulted in a significant increase in all fractions compared with controls. However, the increase was greater for inorganic than for organic fractions. The concentration of calcium (Ca)-P fraction was highest in calcareous Grenada soil, which suggests that the presence of carbonates influence the fate of P from applied broiler litter. The coarse textured Ruston contained a greater concentration of water-soluble P (WSP) than the other soils. At 32°C, the concentration of plant-available P fractions [bicarbonate inorganic P (IP) and hydroxide IP] significantly increased and WSP decreased. It is likely that the higher temperature (32°C) promotes higher biological activity and lower water-soluble P than lower temperature. Copyright © Taylor &amp; Francis, Inc.","Broiler litter; Extractable phosphorus; Phosphorus fractionation; Water-soluble P","phosphorus; soil amendment",Article,"Final","",Scopus,2-s2.0-20344380956
"Adeyemo D., Logan J.P., Saha S.","57205168414;7202175352;15760913300;","Enhanced clay characterization and formation evaluation with wireline spectroscopy tool: Examples from Nigeria",2005,"SPWLA 46th Annual Logging Symposium 2005",,,,"","",,13,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058051590&partnerID=40&md5=0eb95ce20a5f12ae1c85504d43cbe88c","Chevron Nigeria Limited, Lagos, Nigeria; Schlumberger, Lagos, Nigeria","Adeyemo, D., Chevron Nigeria Limited, Lagos, Nigeria; Logan, J.P., Chevron Nigeria Limited, Lagos, Nigeria; Saha, S., Schlumberger, Lagos, Nigeria","Knowledge of mineralogy and clay volume is fundamental for accurate formation evaluation. In clastic reservoirs, clay characterization from logs is critical because it influences the computation of important petrophysical properties such as porosity, permeability, and water saturation. The formations of the Niger Delta region are predominantly composed of facies successions of open marine shelf and wave-dominated shoreface environments. The minerals associated with these formations are mainly mixtures of quartz, kaolinite, smectite, and illite with traces of feldspars, pyrite, and carbonate. Traditional measurements based on naturally occurring gamma ray radiation frequently overestimate clay and shale volume because of formation gamma activity not solely related to clay minerals. In many of these situations, a calculation from neutron and density data yields a more accurate clay volume, but in the presence of gas or light hydrocarbons this approach is less accurate. Moreover, for both the techniques (gamma ray and neutron-density combination), selection of clean-sand and shale endpoints is subjective, leading to more potential errors in clay (shale) volume computation. To achieve a more accurate clay volume and porosity, a wireline spectroscopy tool, along with other openhole logs and a nuclear magnetic resonance (NMR) tool, was run in a few wells. Spectroscopy aids in an improved clay volume estimate and in so doing, a more accurate porosity can be computed. The spectroscopy-supported porosities (total, clay-bound, and capillary-bound) and permeability are in good agreement with NMR results. Utilizing new logging technologies in some older fields greatly enhances and can be used to corroborate the petrophysical models derived from standard and in many cases limited logging suites. Spectroscopy also helped in correlating petrophysical answers with depositional environment. By combining with core mineral analysis and magnetic resonance data, the sands with lowest feldspar content yielded the highest permeability. These sands with larger grain sizes were deposited in the higher energy, more proximal tidal and upper shoreface environments and also explained the wide variation (20 to 70 API) observed in the gamma ray response of reservoir sands. © 2005, held jointly by the Society of Petrophysicists and Well Log Analysts (SPWLA) and the submitting authors.",,"Feldspar; Kaolinite; Nuclear magnetic logging; Nuclear magnetic resonance; Nuclear magnetic resonance spectroscopy; Petroleum reservoir engineering; Porosity; Pyrites; Sand; Shale; Tidal power; Clastic reservoirs; Depositional environment; Formation evaluation; Gamma ray radiation; Naturally occurring; Nuclear Magnetic Resonance (NMR); Petrophysical models; Petrophysical properties; Gamma rays",Conference Paper,"Final","",Scopus,2-s2.0-85058051590
"Aelion C.M., Tuerk K.","55663328400;8676961100;","Technology development for environmental problems of the Southeastern United States",2005,"International Journal of Environmental Technology and Management","5","2-3",,"183","202",,3,"10.1504/IJETM.2005.006849","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19544381037&doi=10.1504%2fIJETM.2005.006849&partnerID=40&md5=5904ddf6884f496b383646c4ca0a6756","Department of Environmental Health Sciences, University of South Carolina, 800 Sumter Street, Columbia, SC 29208, United States; University of South Carolina, Columbia, SC, United States; Department of Environmental Health Sciences, University of South Carolina, United States","Aelion, C.M., Department of Environmental Health Sciences, University of South Carolina, 800 Sumter Street, Columbia, SC 29208, United States, University of South Carolina, Columbia, SC, United States; Tuerk, K., Department of Environmental Health Sciences, University of South Carolina, 800 Sumter Street, Columbia, SC 29208, United States, Department of Environmental Health Sciences, University of South Carolina, United States","The southeast has extensive natural resources, and limited population and industrial development. However it is one of the most rapidly growing regions of the USA, which leads to urban sprawl, and development of wetlands, and readily eroded beaches. Environmental regulations are generally at the minimum federal standard. Non-point source pollution from urban and agricultural areas, and sedimentation from development threaten surface and ground water. Animal wastes from hog farms have created additional land and water contamination. Large federal energy facilities have generated extensive chemical and high-level radioactive waste (HLRW). The southeast ranks high nationally in air pollutant emissions, and states are not in attainment with the new ozone standard. Urban sprawl is difficult to address technologically without regulatory intervention on local and state levels. Technologies that address animal wastes, contaminated sediments and water, coal-fired power plant air emissions, and HLRW are currently being developed and implemented with varying levels of success. Copyright © 2005 Inderscience Enterprises Ltd.","Air emissions; Animal wastes; Coastal degradation; Invasive species; Savannah River Site; Southeast; Technology development; Urban sprawl; Water pollution","Air pollution; Beaches; Contamination; Gas emissions; Natural resources; Ozone; Regulatory compliance; Sedimentation; Technology; Urban planning; Wetlands; Animal wastes; Environmental problems; High-level radioactive wastes (HLRW); Technology development; Environmental engineering; technological development; waste management; North America; United States; Western Hemisphere; World; Animalia; Sus scrofa",Review,"Final","",Scopus,2-s2.0-19544381037
"Agostini A., Lelli M., Negrenti E., Parenti A.","22984459500;22985651200;6603315161;22986132800;","TEE2003: Transport Energy & Environment: An advanced software tool for the estimation of direct impacts from transport",2005,"WIT Transactions on the Built Environment","77",,,"455","464",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867074622&partnerID=40&md5=33cf1d8b766656bc5d4f79a18f9f2c36","ENEA, Energy Department, Casaccia, Rome, Italy; ASTRAN Srl, Italy","Agostini, A., ENEA, Energy Department, Casaccia, Rome, Italy; Lelli, M., ENEA, Energy Department, Casaccia, Rome, Italy; Negrenti, E., ENEA, Energy Department, Casaccia, Rome, Italy; Parenti, A., ASTRAN Srl, Italy","TEE (Transport Energy and Environment) is flexible software for the estimation of direct impacts (pollutant & noise emissions, accident occurrence) from transport, developed by ENEA and ASTRAN srl. The new version of the TEE model (TEE2003) has been developed with many features allowing the user to better analyse transport related impacts, taking into account: vehicle kinematics, cold emission distribution, parking process, emissions of new categories of pollutants, noise emissions and accident occurrence. As regards the kinematics, TEE code can calculate link emissions starting from standard correlations based on average speed or from instantaneous emissions data. This flexibility allows detailed emissions calculations, according to the traffic input data available, either from measurements or from traffic models. As it concerns the estimation of the effects of cold emissions, spatial and temporal distributions, TEE offers alternative solutions for the user, according to the more or less disaggregated information, allowing one in any case to distinguish different situations (e.g. morning traffic in residential areas or evening traffic in city centres where cold vehicles represent a majority). The parking process algorithm provides an approximated but meaningful treatment of traffic flows from and to parking areas allowing the location of cold vehicle emissions in space and time and a greater accuracy in the estimation of evaporative emissions distribution. The pollutants added within the TEE2003 version are N2O, Benzene, PM10, Aromatics, Benzo-(A)-pyrene, PAH, Dioxins and Furans. Two new models have been inserted: the noise emission model, and the accident occurrence model. The first model is sensitive to vehicle speed and heavy-duty vehicle presence. The accident model calculates the total number of accidents involving only vehicles or vehicles and pedestrians. Furthermore, a new routine for calculating the effect of the electric load (air conditioning, lights and other devices) has been inserted. © 2005 WIT Press.",,"Advanced softwares; Alternative solutions; Emission distribution; Evaporative emission; Heavy duty vehicles; Process algorithms; Spatial and temporal distribution; Standard correlation; Advanced softwares; Alternative solutions; Emission distribution; Evaporative emission; Heavy duty vehicles; Process algorithms; Spatial and temporal distribution; Standard correlation; Acoustic emissions; Estimation; Kinematics; Organic pollutants; Urban transportation; Vehicles; Accidents",Conference Paper,"Final","",Scopus,2-s2.0-84867074622
"Agrawal M.","56250104700;","Effects of air pollution on agriculture : An issue of national concern",2005,"National Academy Science Letters","28","3-4",,"93","106",,31,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645233870&partnerID=40&md5=9a7263c371f759e8d88ef915ed8ecb6a","Department of Botany, Banaras Hindu University, Varanasi - 221 005, India","Agrawal, M., Department of Botany, Banaras Hindu University, Varanasi - 221 005, India","The problem of air pollution has attracted special attention in India due to tremendous increase in size of population, industrialization and urbanization since last few decades. The major air pollutants of concern are identified as sulphur dioxide, nitrogen dioxide, ozone and particulate matter. Thermal power plants and transport sector is the biggest contributor of air pollution in the country. Ambient air around large industrial sources and metropolitan cities has already shown pollutant levels above the standards set by Central Pollution Control Board. India. Experimental studies conducted at Varanasi situated in upper Gangetic plains of India have indicated significant losses of agricultural production at current ambient pollutant levels in urban, suburban and rural areas. The intensity of losses, however, depends upon the pollutant concentration, duration of exposure, climatic and edaphic factors, plant species and cultivars. Pollutants either affect the plants directly by causing visible injury or indirectly growth or yield reductions without visible injury. Reductions in leaf area, biomass, chlorophyll, ascorbic acid and N contents have often been observed for the crop species growing in polluted area. Field transect studies have shown significant negative correlations between air pollutant concentrations and net photosynthesis, biomass accumulation and yield of crop plants. Monocot plants are found to be more resistant than dicot plants. Leguminous plants and leafy vegetables are most sensitive to air pollutants among the crop plants. Winter crops showed relatively lower magnitude of yield losses at different sites than summer crops. Quality of seeds also varied between urban, suburban and rural sites. Variations in nutrient, metabolite and energy contents of seeds directly corresponded to the levels of air pollutants at different sites. At urban and suburban sites, the magnitude of response involved all pollutants, whereas at rural site ozone had more influence. Ozone seems to play a major role in yield loss as maximum reductions in yield and quality of seeds were recorded at sites showing highest O3 concentrations. Simulation experiments conducted in closed top or open top chambers have also confirmed the adverse impacts of individual pollutants on plants. National ambient air quality standards are mainly based on health impact, hence a revision of the same taking into account climatic conditions; type of vegetation and soil is urgently required to save crops from adverse impacts of air pollution. Economic evaluation of crop loss due to air pollution is an important need of the future to secure food for growing population of the country. Long-term studies are required all along the country to identify the high and low risk zones of air pollution in different regions to develop control policy for reducing adversities of air pollution on vegetation.","Agriculture; Air pollution; Vegetation",,Article,"Final","",Scopus,2-s2.0-33645233870
"Ahuja M.P., McGufee J.C., Poulter S.A.","7101943069;6504692258;6603441528;","Decommissioning of Belmont Island, an offshore oil platform",2005,"California and the World Ocean - Proceedings of the Conference",,,,"1051","1065",,,"10.1061/40761(175)92","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21644450354&doi=10.1061%2f40761%28175%2992&partnerID=40&md5=40a98373a9746208929dae2e3db79aaf","California State Lands Commission, United States; ExxonMobil Production Company; Padre Associates, Inc.","Ahuja, M.P., California State Lands Commission, United States; McGufee, J.C., ExxonMobil Production Company; Poulter, S.A., Padre Associates, Inc.","Belmont Island was a man-made oil drilling and production island located approximately 8,100 feet offshore of the City of Seal Beach, California in about 42 feet of water. The island was located on State Oil and Gas Lease PRC 186, which contained approximately 1,225 acres of tide and submerged lands located within the Belmont Offshore Field in Orange County, California. During the 40-year active life of the Island, the wells produced approximately 28 million barrels of oil and 24 million cubic feet of natural gas. The State received over $40 million revenue and the operations grossed over $240 million. ExxonMobil terminated oil and gas production in 1994 due to declining production rates. This fixture in the waters off Seal Beach, survived nearly fifty years as the State's first offshore oil production facility, Belmont Island became the first man-made oil production island removed from the ocean waters off the California shoreline. After a nearly five year permitting process, the physical removal required 21 months, and was completed in January 2002 with no reportable accidents and no environmental incidents. All of the Island's components were completely removed except for components buried below the natural seafloor. The Belmont Island project provides a snapshot of the key issues and technical challenges facing decommissioning projects in today's regulatory climate. Such challenges included the handling of hydrocarbon contamination materials in the caisson core, cutting and removal of lead painted concrete and steel surfaces, and the logistical challenges of handling island materials on a gradually smaller work surface. This paper will provide an overview of these challenges and the approaches developed by the project team to address these challenges.",,"Cofferdams; Decommissioning (nuclear reactors); Environmental engineering; Marine engineering; Natural gas; Offshore oil well production; Oil well drilling; Project management; Belmont Island; California Environmental Quality Act (CEQA); Decommissioning project; Hydrocarbon contamination; Offshore oil fields",Conference Paper,"Final","",Scopus,2-s2.0-21644450354
"Akimoto K., Homma T., Kosugi T., Li X., Tomoda T., Fujii Y.","7103331758;24437929300;7101990351;57202294690;7005117417;55595603200;","Role of CO2 sequestration by country for global warming mitigation after 2013",2005,"Greenhouse Gas Control Technologies",,,,"911","920",,9,"10.1016/B978-008044704-9/50092-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882888710&doi=10.1016%2fB978-008044704-9%2f50092-6&partnerID=40&md5=a13f9e0eac8fbaf4fda744803c397a73","Research Institute of Innovative Technology for the Earth (RITE), Kizu-cho, Kyoto, Japan; Ritsumeikan University, Kyoto-shi, Kyoto, Japan; University of Tokyo, Bunkyo-ku, Tokyo, Japan","Akimoto, K., Research Institute of Innovative Technology for the Earth (RITE), Kizu-cho, Kyoto, Japan; Homma, T., Research Institute of Innovative Technology for the Earth (RITE), Kizu-cho, Kyoto, Japan; Kosugi, T., Ritsumeikan University, Kyoto-shi, Kyoto, Japan; Li, X., Research Institute of Innovative Technology for the Earth (RITE), Kizu-cho, Kyoto, Japan; Tomoda, T., Research Institute of Innovative Technology for the Earth (RITE), Kizu-cho, Kyoto, Japan; Fujii, Y., University of Tokyo, Bunkyo-ku, Tokyo, Japan","This chapter evaluates CO2 sequestration technologies in parallel with other mitigation technologies and also in consideration of their regional differences. Five kinds of CO2 sequestration technologies are modeled: enhanced oil recovery, depleted gas well sequestration, enhanced coal-bed methane, aquifer sequestration, and ocean sequestration. The divided regions are interlinked through transportations of CO2 and various kinds of energies. The model is an intertemporal optimization type; the objective function is the total cost of energy systems plus CO2 sequestration between 2000 and 2050. Energy supply systems and CO2 capture and sequestration technologies are represented in the bottom-up fashion in order to evaluate technological strategies of CO2 emission mitigation technologies. CO2 sequestration potentials of the 77 divided regions were estimated based on several geographical information systems (GIS) data. The model analysis results show that CO2 sequestration accounts for a large part of the total CO2 emission reduction; the amounts of the cumulative world CO2 sequestration between 2000 and 2050 are about 45 GtC and 65 GtC with and without emission trading, respectively, and that the cost effective strategies differ by region. In the emission trading case, all the four types of underground CO2 sequestration technologies are utilized for US; the sequestration into ocean and aquifer are utilized for Japan. CO2 sequestration technologies would decrease the world marginal cost of CO2 reduction in 2050 by about 59 $/tC. © 2005 Elsevier Ltd. All rights reserved.",,,Book Chapter,"Final","",Scopus,2-s2.0-84882888710
"Akiyama H., Suzuki K., Araki K., Nakano Y.","55815161100;57207340326;55815223100;16022389900;","Development of carburetors and element parts of fuel injection system for motorcycles",2005,"SAE Technical Papers",,,,"","",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072502052&partnerID=40&md5=1e8a76777a0926c570d61d73c8c4f76c","Kakuda RandD Center, Keihin Corp., Japan; Tochigi RandD Center, Keihin Corp., Japan; Institute of Fluid Science, Tohoku University, Japan","Akiyama, H., Kakuda RandD Center, Keihin Corp., Japan; Suzuki, K., Kakuda RandD Center, Keihin Corp., Japan; Araki, K., Tochigi RandD Center, Keihin Corp., Japan; Nakano, Y., Institute of Fluid Science, Tohoku University, Japan","With the increasing requirements of environmental conservation in recent years, reduced exhaust emissions and increased fuel-efficiency are in high demand for smaller size motorcycles popular in the Asian region. In order to meet such demand, the optimum design of the fuel supply system is the most effective method. In the carburetor, the core component of the fuel supply system used on a majority of current models, a 25% improvement in the accuracy of air-fuel ratio fluctuation, as well as a 15% reduction in size, have been achieved in comparison with past models. On the other hand, in fuel injection systems, the use of which is gradually expanding, it is essential that the components be highly functional with high performance, while at the same time being of a compact size. In regards to the injector, optimum spray form and a 30% reduction in size have been realized by utilizing injection simulation techniques. As for the fuel pump, a unit capable of operating with an electrical current of less than 1 amp has been developed by optimizing the design of the pump rotor. For the throttle body, the number of sensor components has been reduced by 21 while at the same time stable control at minute airflow volumes has also been achieved. In regards to the ECU, with the use of integrated-function custom IC components and high-density surface mounting, both a reduction in size and also an increase in possible function range have been realized. As a result of these activities, system components to constitute a fuel injection system easily installed in and suitable for the wide range of engine frames and engine characteristics of small size engines have been developed. Copyright © 2005 Society of Automotive Engineers of Japan, Inc. and Copyright © 2005 SAE International.","Carburetors; electronic · control; environment; Fuel · Injection; Spark · ignition · Engine","Carburetors; Fuel injection; Motorcycles; Surface mount technology; Electrical current; environment; Environmental conservation; Fuel injection systems; Fuel supply systems; Integrated function; Simulation technique; System components; Fuels",Conference Paper,"Final","",Scopus,2-s2.0-85072502052
