Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Abberton M.T., Marshall A.H., Humphreys M.W., Macduff J.H., Collins R.P., Marley C.L.","6603953698;7401645293;7102392661;7003791834;7403350596;8565920300;","Genetic Improvement of Forage Species to Reduce the Environmental Impact of Temperate Livestock Grazing Systems",2008,"Advances in Agronomy","98",,,"311","355",,40,"10.1016/S0065-2113(08)00206-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46649088156&doi=10.1016%2fS0065-2113%2808%2900206-X&partnerID=40&md5=1a216a66f3d59ba6466e6a6ea104a885","Plant Breeding and Genetics Programme, Institute of Grassland Environmental Research, Plas Gogerddan, Aberystwyth, Ceredigion SY23 3EB, United Kingdom","Abberton, M.T., Plant Breeding and Genetics Programme, Institute of Grassland Environmental Research, Plas Gogerddan, Aberystwyth, Ceredigion SY23 3EB, United Kingdom; Marshall, A.H., Plant Breeding and Genetics Programme, Institute of Grassland Environmental Research, Plas Gogerddan, Aberystwyth, Ceredigion SY23 3EB, United Kingdom; Humphreys, M.W., Plant Breeding and Genetics Programme, Institute of Grassland Environmental Research, Plas Gogerddan, Aberystwyth, Ceredigion SY23 3EB, United Kingdom; Macduff, J.H., Plant Breeding and Genetics Programme, Institute of Grassland Environmental Research, Plas Gogerddan, Aberystwyth, Ceredigion SY23 3EB, United Kingdom; Collins, R.P., Plant Breeding and Genetics Programme, Institute of Grassland Environmental Research, Plas Gogerddan, Aberystwyth, Ceredigion SY23 3EB, United Kingdom; Marley, C.L., Plant Breeding and Genetics Programme, Institute of Grassland Environmental Research, Plas Gogerddan, Aberystwyth, Ceredigion SY23 3EB, United Kingdom","The livestock agriculture of temperate grasslands is a major provider of meat and milk to the world. These areas also deliver important ecosystem services and are central to tourism, amenity, and leisure in many countries. However, they are also major sources of pollution of waterways and of greenhouse gas emissions. In this review, we focus on how the genetic improvement of some of the major crop species of temperate grasslands can contribute to reduced environmental impacts and climate change mitigation including the enhancement of carbon sequestration. The main species considered are the ryegrasses and fescues and the clovers. With regard to diffuse pollution of waterways, increasing the efficiency with which the plant utilizes nitrogen and phosphorus has significant potential to reduce the amounts available for leaching and overland flow. This also allows reduced fertilizer use, in itself representing a significant saving of greenhouse gas emissions. Changes in the composition of the plant diet have the potential to increase the efficiency of nitrogen use in the rumen and reduce the amount of methane produced by enteric fermentation. Carbon sequestration in temperate grasslands may potentially be enhanced by understanding and altering root architecture and turn over and also litter composition. The role of forage breeding in improving soil quality and flood defense is also considered and wider aspects of the role of persistent perennial species discussed. To fully realize the potential of genetic improvement, breeding programs need to incorporate state-of-the-art genomics and also to be guided by modeling studies. An integrated approach combining the skills of animal scientists, soil scientists, and plant breeders within the context of life cycle analysis is required to find sustainable solutions to the challenge of maintaining the productivity of livestock agriculture while reducing its environmental footprint. © 2008 Elsevier Inc. All rights reserved.",,,Review,"Final","",Scopus,2-s2.0-46649088156
"Abdol Hamid H.R., Kassim W.M.S., Hishir A., El-Jawashi S.A.S.","23097222800;57208977234;24802036800;7801627903;","Risk assessment and remediation suggestion of impacted soil by produced water associated with oil production",2008,"Environmental Monitoring and Assessment","145","1-3",,"95","102",,18,"10.1007/s10661-007-0018-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749114462&doi=10.1007%2fs10661-007-0018-3&partnerID=40&md5=6a85862203129716421e2ec5e9d463bf","International Technological University, London, United Kingdom; Al Fateh University, Tripoli, Libyan Arab Jamahiriya; Libyan Petroleum Institute, Tripoli, Libyan Arab Jamahiriya","Abdol Hamid, H.R., International Technological University, London, United Kingdom, Libyan Petroleum Institute, Tripoli, Libyan Arab Jamahiriya; Kassim, W.M.S., Al Fateh University, Tripoli, Libyan Arab Jamahiriya; Hishir, A., Libyan Petroleum Institute, Tripoli, Libyan Arab Jamahiriya; El-Jawashi, S.A.S., Libyan Petroleum Institute, Tripoli, Libyan Arab Jamahiriya","Produced water is water trapped in underground formations that is brought to the surface along with oil or gas production. Oilfield impacted soil is the most common environmental problem associated with oil production. The produced water associated with oil-production contaminates the soil and causes the outright death of plants, and the subsequent erosion of topsoil. Also, impacted soil serves to contaminate surface waters and shallow aquifers. This paper is intended to provide an approach for full characterization of contaminated soil by produced water, by means of analysis of both the produced water and the impacted soil using several recommended analytical techniques and then identify and assay the main constituents that cause contamination of the soil. Gialo-59 oilfield (29N, 21E), Libya, has been chosen as the case study of this work. The field has a long history of petroleum production since 1959, where about 300,000 bbl of produced water be discharged into open pit. Test samples of contaminated soil were collected from one of the disposal pits. Samples of produced water were collected from different points throughout the oil production process, and the analyses were carried out at the labs of Libyan Petroleum Institute, Tripoli, Libya. The results are compared with the local environmental limiting constituents in order to prepare for a plan of soil remediation. The results showed that the main constituents (pollutants) that impact the soil are salts and hydrocarbon compounds. Accordingly; an action of soil remediation has been proposed to remove the salts and degradation of hydrocarbons. © Springer Science+Business Media B.V. 2007.","Impacted soil; Produced water; Soil remediation","Arsenic compounds; Contamination; Environmental impact; Groundwater pollution; Hydrocarbons; Hydrogeology; Occupational risks; Offshore oil well production; Oil fields; Organic compounds; Petroleum refineries; Pollution; Remediation; Risk assessment; Risk management; Salts; Silica; Soil conservation; Soils; Water analysis; Water treatment; Impacted soil; Produced water; Soil remediation; Water pollution; bicarbonate; calcium; calcium carbonate; calcium chloride; calcium sulfate; chloride; hydrocarbon; magnesium; petroleum; potassium; sodium; sulfate; surface water; water; oil field; oil pollution; oil production; risk assessment; soil pollution; soil remediation; topsoil; aquifer; article; bioremediation; controlled study; Libyan Arab Jamahiriya; oil industry; petrochemical industry; phytotoxicity; risk assessment; soil analysis; soil erosion; soil pollutant; soil pollution; waste component removal; waste disposal; water contamination; water sampling; Environmental Remediation; Petroleum; Risk Assessment; Soil Pollutants; Water Pollutants; Africa; Libyan Arab Jamahiriya; North Africa",Article,"Final","",Scopus,2-s2.0-51749114462
"Abdullah M.H., Mokhtar M.B., Musta B., Aris A.Z.","22133345200;35318290800;23976431800;22133247800;","Hydrochemical analyses of a disturbed aquifer of a small island in Malaysia",2008,"Fresenius Environmental Bulletin","17","12 A",,"2043","2051",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-61949220946&partnerID=40&md5=b9dfbc25934bca8bfe2b5fcdc2d5e078","School of Science and Technology, Universiti Malaysia Sabah, 88502 Kota Kinabalu, Sabah, Malaysia; Institute for Environment and Development (LESTARI), Universiti Kebangsaan Malaysia, 43600 UKM Bangi, Selangor, Malaysia; Department of Environmental Sciences, Faculty of Environmental Studies, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia","Abdullah, M.H., School of Science and Technology, Universiti Malaysia Sabah, 88502 Kota Kinabalu, Sabah, Malaysia; Mokhtar, M.B., Institute for Environment and Development (LESTARI), Universiti Kebangsaan Malaysia, 43600 UKM Bangi, Selangor, Malaysia; Musta, B., School of Science and Technology, Universiti Malaysia Sabah, 88502 Kota Kinabalu, Sabah, Malaysia; Aris, A.Z., Department of Environmental Sciences, Faculty of Environmental Studies, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia","The aquifer of Sipadan Island, off the eastern coast of Borneo, Malaysia, had been found to be affected by seawater intrusion associated with excessive groundwater exploitation, based on hydrochemical analytical work of 1993-2004. This research was attempted to understand the hydrochemical changes of the groundwater attributed to the salinization processes based on major ions composition (Ca2+, Mg2+, Na+, K+, HCO3-, SO42-, Cl-). The initial assessments were done in the year 1993-1994, and then followed by subsequent assessments in 2004. Methods of analyses were adopted from the recommended methods of the APHA. The hydrogeochemical saturation indexes (SI) were computed using PHREEQC program in order to assess the state of equilibrium between groundwater and the minerals present. The results of the analyses indicated that the groundwater had been highly enriched with ions of Na +, SO42- and Cl-, reflecting an encroachment of marine water into the aquifer. The groundwater facies in the disturbed aquifer is classified as sodium chloride (Na-Cl) water type. Comparison between two locations showed that higher salinity of groundwater was not the direct factor that contributed to the reduction of SI for carbonate minerals such as calcite, aragonite and dolomite in the study area. This information was later conveyed to the relevant authorities of the island and has been utilized by them in coming out with urgent management actions in protecting and remediating the disturbed aquifer situation.","Groundwater; Hydrochemistry; Major ions; Malaysia; Oceanic island; Seawater intrusion","aquifer; calcite; disturbance; facies; hydrochemistry; ionic composition; island; management practice; remediation; saline intrusion; salinization; sodium chloride; water use; Asia; East Malaysia; Eurasia; Malaysia; Sabah; Sipadan Island; Southeast Asia",Article,"Final","",Scopus,2-s2.0-61949220946
"Abubakar A., Li M., Habashy T.M., Liu J.","7006176697;7405263889;7004110635;36623969600;","Inversion algorithms for marine controlled-source electromagnetic data",2008,"International Petroleum Technology Conference, IPTC 2008","2",,,"1105","1109",,,"10.2523/iptc-12254-ms","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650554848&doi=10.2523%2fiptc-12254-ms&partnerID=40&md5=f05b001c11a0050fcaed28139f1e289a","Schlumberger","Abubakar, A., Schlumberger; Li, M., Schlumberger; Habashy, T.M., Schlumberger; Liu, J., Schlumberger","The marine controlled-source electromagnetic (CSEM) technology has attracted much attention for its capability in directly detecting thin hydrocarbon reservoirs. The approach is based on comparing the electric field amplitude as a function of the source-receiver offset with a similar measurement for a non-hydrocarbon bearing reservoir. The presence of hydrocarbon raises the amplitude of the measured electric field indicating the existence and to some degree determining the horizontal extent of the hydrocarbon zone; however with this approach it is difficult to know the reservoir's depth and shape. A more rigorous approach to address this type of application is the full nonlinear inversion. In this presentation we present the so-called parametric inversion algorithm (PIA), which uses a priori information on the geometry to reduce the number of unknown parameters and to improve the quality of the reconstructed conductivity image. This PIA approach can be also used to refine the conductivity image that we obtained using the pixel-based inversion (PBI) algorithm. The PIA also adopts the Gauss-Newton minimization method. The parameters that govern the location and the shape of an anomaly include the depth and the location of the user-defined nodes for the boundary of the region. The unknown parameter that describes the physical property of the region is the conductivity. We will show some inversion results of synthetic and field data to illustrate the PIA approach. We further show that by combining both the pixel-based inversion algorithm and PIA we arrive at a better interpretation of the controlled-source electromagnetic data Copyright 2008.",,"Electric field effects; Electric field measurement; Hydrocarbon refining; Hydrocarbons; Image enhancement; Petroleum reservoirs; Pixels; Software engineering; Controlled Source Electro-Magnetic; Controlled source electromagnetic (CSEM); Electric-field amplitude; Hydrocarbon reservoir; Hydrocarbon-bearing reservoirs; Non linear inversion; Parametric inversion; Pixel-based inversion; Oil bearing formations",Conference Paper,"Final","",Scopus,2-s2.0-67650554848
"Adams R.H., Guzmán-Osorio F.J.","25626145900;23984797800;","Evaluation of land farming and chemico-biological stabilization for treatment of heavily contaminated sediments in a tropical environment",2008,"International Journal of Environmental Science and Technology","5","2",,"169","178",,21,"10.1007/BF03326010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149160272&doi=10.1007%2fBF03326010&partnerID=40&md5=56d4a53989372c48cb285a7c21de7047","Laboratorio de Biorremediación, División Académica de Ciencias Biológicas, Universidad Juárez Autónoma de Tabasco, Carretera Villahermosa-Cárdenas Km 0.5, Villahermosa, Tabasco, Mexico; Juarez Autonomous University of Tabasco (Universidad Juarez Autonoma de Tabasco - UJAT)","Adams, R.H., Laboratorio de Biorremediación, División Académica de Ciencias Biológicas, Universidad Juárez Autónoma de Tabasco, Carretera Villahermosa-Cárdenas Km 0.5, Villahermosa, Tabasco, Mexico, Juarez Autonomous University of Tabasco (Universidad Juarez Autonoma de Tabasco - UJAT); Guzmán-Osorio, F.J., Laboratorio de Biorremediación, División Académica de Ciencias Biológicas, Universidad Juárez Autónoma de Tabasco, Carretera Villahermosa-Cárdenas Km 0.5, Villahermosa, Tabasco, Mexico, Juarez Autonomous University of Tabasco (Universidad Juarez Autonoma de Tabasco - UJAT)","Conventional and experimental methods were studied for the remediation of petroleum contaminated sediments from a dam previously used to collect acid run-off from a sulfur mine. The man-made lake had been neutralized, but bentonite rich sediments remained contaminated with very weathered hydrocarbons (sediments with -50,000-60,000 mg/kg Total Petroleum Hydrocarbons were used in this study). Biostimulation, bioaugmentation (with native microorganisms) and chemico-biological stabilization, all resulted in similar reductions (14-16%) in the TPH concentration over a three month period. The land farming treatments resulted in variable reductions in toxicity, ranging from nil to complete, while the chemico-biological stabilization treatment, not only eliminated acute toxicity but also resulted in a slight stimulation (∼103-109%) of the test organism in the bioassay (Microtox). All three treatments reduced polyaromatic hydrocarbons of probable carcinogenicity to below or nearly below the Mexican norms, reduced Toxic Characteristic Leaching Proceedure leachates to <1 mg/L, and left the material in a pH range of 7.0-7.8. The chemico-biological stabilization has the advantage of only requiring initial mixing of the chemical and organic reagents instead of daily aeration, thereby reducing operating costs. This method is also able to treat very difficult sites at low cost, relying on biological humification processes which are accelerated in a humid tropical and semitropical environment. The total unit cost of the chemico-biological stabilization treatment was estimated to be ∼60% of that for land farming in the southern Gulf of Mexico region. © IRSEN, CEERS, IAU.","Bioremediation; Oil; Soil; Total petroleum hydrocarbons; Toxicity","Concentration (process); Hydrocarbons; Runoff; Sediments; Toxicity; bioassay; biodegradation; bioremediation; petroleum hydrocarbon; sediment pollution; stabilization; sulfur compound; toxicity; tropical environment; Atlantic Ocean; Gulf of Mexico",Article,"Final","",Scopus,2-s2.0-41149160272
"Aden N., Shiwen X., Aden D., Black C., Nuttall A., Denton C.P., Leask A., Abraham D., Stratton R.","25654040100;6602460726;25653636600;7202128304;25654395400;7006031021;7003932507;57203195982;7006263741;","Proteomic analysis of scleroderma lesional skin reveals activated wound healing phenotype of epidermal cell layer",2008,"Rheumatology","47","12",,"1754","1760",,58,"10.1093/rheumatology/ken370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56649111439&doi=10.1093%2frheumatology%2fken370&partnerID=40&md5=6b402dac0f6fee8a3f099f0f2bf03dcf","Centre for Rheumatology, Royal Free Hospital, University College School of Medicine, Rowland Hill Street, London NW3 2QG, United Kingdom","Aden, N., Centre for Rheumatology, Royal Free Hospital, University College School of Medicine, Rowland Hill Street, London NW3 2QG, United Kingdom; Shiwen, X., Centre for Rheumatology, Royal Free Hospital, University College School of Medicine, Rowland Hill Street, London NW3 2QG, United Kingdom; Aden, D., Centre for Rheumatology, Royal Free Hospital, University College School of Medicine, Rowland Hill Street, London NW3 2QG, United Kingdom; Black, C., Centre for Rheumatology, Royal Free Hospital, University College School of Medicine, Rowland Hill Street, London NW3 2QG, United Kingdom; Nuttall, A., Centre for Rheumatology, Royal Free Hospital, University College School of Medicine, Rowland Hill Street, London NW3 2QG, United Kingdom; Denton, C.P., Centre for Rheumatology, Royal Free Hospital, University College School of Medicine, Rowland Hill Street, London NW3 2QG, United Kingdom; Leask, A., Centre for Rheumatology, Royal Free Hospital, University College School of Medicine, Rowland Hill Street, London NW3 2QG, United Kingdom; Abraham, D., Centre for Rheumatology, Royal Free Hospital, University College School of Medicine, Rowland Hill Street, London NW3 2QG, United Kingdom; Stratton, R., Centre for Rheumatology, Royal Free Hospital, University College School of Medicine, Rowland Hill Street, London NW3 2QG, United Kingdom","Objective. To identify using proteomic analysis, proteins of altered abundance in the skin of patients with SSc. Methods. 4 mm excision biopsies were obtained from the forearm involved skin of 12 diffuse SSc patients and 12 healthy controls. Two-dimensional gel electrophoresis was used to separate and define proteins in normal and SSc skin biopsy material. Proteins of altered abundance in the disease were formally identified by mass spectroscopy. Abnormalities of the epidermis were confirmed by immunohistochemistry. Results. Proteomic analysis revealed altered abundance of proteins involved in extracellular matrix production, myofibroblast contractility, energy metabolism and response to oxidative stress. In addition, proteins specific to the epidermis and involved in epidermal cell differentiation were altered in abundance in the disease. SSc epidermis is thickened, has an expanded nucleated cell layer, and exhibits abnormal persistence of basal marker keratin 14, delayed expression of maturation markers keratin 1/10 and the induction of keratins 6 and 16, normally absent from interfollicular skin and induced following epidermal injury. These changes closely resemble the activated phenotype seen during wound healing. Conclusions. Consistent with previous models of SSc pathogenesis these data are showing increased contractility, increased extracellular matrix and response to oxidative stress in the involved skin of recent onset SSc patients. In addition, we show that SSc epidermis has an activated, wound healing phenotype. These findings are important because epidermal cells activated by injury induce and regulate local fibroblasts during wound repair. © The Author 2008. Published by Oxford University Press on behalf of the British Society for Rheumatology. All rights reserved.","Epidermis; Proteomics; Scleroderma; Wound-healing","alpha 1 antitrypsin; calreticulin; carbonate dehydratase; carbonyl reductase; caspase 14; cathepsin D; collagen type 6; collagen type 6 alpha 2; collagen type 6 alpha 3; cyclophilin A; cytokeratin 1; cytokeratin 14; cytokeratin 16; cytokeratin 5; cytokeratin 6; fructose bisphosphate aldolase; galectin 7; heat shock protein 27; lipocortin 2; peroxiredoxin; scleroprotein; serum amyloid P; tropomyosin; unclassified drug; vimentin; amino acid sequence; article; cell differentiation; clinical article; controlled study; energy metabolism; epidermis cell; extracellular matrix; human; human tissue; immunohistochemistry; mass spectrometry; myofibroblast; oxidative stress; phenotype; priority journal; protein analysis; protein expression; protein localization; proteomics; scleroderma; skin biopsy; tissue specificity; two dimensional gel electrophoresis; wound healing; Biopsy; Cell Differentiation; Epidermis; Humans; Isoelectric Focusing; Phenotype; Proteins; Proteomics; Scleroderma, Systemic; Skin; Wound Healing",Article,"Final","",Scopus,2-s2.0-56649111439
"Adlys G.A., Adliene D., Tulonen S.","6504360549;6507871848;56845849800;","Tendencies of nuclear energy development in Europe",2008,"3rd International Conference on Electrical and Control Technologies, ECT 2008",,,,"168","171",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941671321&partnerID=40&md5=509ed72e0e0fdb70097897d3a26bd9a4","Kaunas University of Technology, Lithuania; European Atomic Forum, Brussels, Belgium","Adlys, G.A., Kaunas University of Technology, Lithuania; Adliene, D., Kaunas University of Technology, Lithuania; Tulonen, S., European Atomic Forum, Brussels, Belgium","Nuclear energy is currently the largest low-CO2 energy source in the EU, which makes it an important contributor to the climate change mitigation. It also contributes significantly to alleviating the risks related to growing external dependency on imported fossil fuels, mainly coming from unstable regions. Growing energy demand and shutting down of ageing nuclear power reactors will require new nuclear power installations in the EU as well as life extension and increased capacity in existing plants.","Electricity generation; Life extension; Nuclear power; Nuclear reactors","Climate change; Nuclear reactors; Plant life extension; Climate change mitigation; Electricity generation; Energy demands; Energy source; Nuclear energy development; Nuclear power reactors; Unstable regions; Nuclear energy",Conference Paper,"Final","",Scopus,2-s2.0-84941671321
"Adrizal, Patterson P.H., Hulet R.M., Bates R.M., Despot D.A., Wheeler E.F., Topper P.A., Anderson D.A., Thompson J.R.","57211527519;7201502375;56867671200;35610417200;6506189860;7102049073;9940717600;57199240798;56576750600;","The potential for plants to trap emissions from farms with laying hens: 2. Ammonia and dust",2008,"Journal of Applied Poultry Research","17","3",,"398","411",,15,"10.3382/japr.2007-00104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59849098034&doi=10.3382%2fjapr.2007-00104&partnerID=40&md5=9741fb739493672d78f2213548d08112","Department of Animal Nutrition and Feed Science, Faculty of Animal Husbandry, University of Jambi, Jambi 36361, Indonesia; Department of Poultry Science, Pennsylvania State University, University Park 16802, United States; Department of Horticulture, Pennsylvania State University, University Park 16802, United States; Department of Agricultural and Biological Engineering, Pennsylvania State University, University Park 16802, United States; Department of Natural Resource Ecology and Management, Iowa State University, Ames 50011, United States","Adrizal, Department of Animal Nutrition and Feed Science, Faculty of Animal Husbandry, University of Jambi, Jambi 36361, Indonesia; Patterson, P.H., Department of Poultry Science, Pennsylvania State University, University Park 16802, United States; Hulet, R.M., Department of Poultry Science, Pennsylvania State University, University Park 16802, United States; Bates, R.M., Department of Horticulture, Pennsylvania State University, University Park 16802, United States; Despot, D.A., Department of Horticulture, Pennsylvania State University, University Park 16802, United States; Wheeler, E.F., Department of Agricultural and Biological Engineering, Pennsylvania State University, University Park 16802, United States; Topper, P.A., Department of Agricultural and Biological Engineering, Pennsylvania State University, University Park 16802, United States; Anderson, D.A., Department of Natural Resource Ecology and Management, Iowa State University, Ames 50011, United States; Thompson, J.R., Department of Natural Resource Ecology and Management, Iowa State University, Ames 50011, United States","The potential for plants to trap NH3 and dust [particulate matter (PM)] discharged from a layer house through the exhaust fans was evaluated at The Pennsylvania State University Poultry Education and Research Center in August 2006. Poultry and livestock NH3 emissions are a concern for air quality, surface deposition, and animal and human health. Particulate matter is a human health concern as well and is regulated by the United States Environmental Protection Agency in nonattainment areas. A vegetative buffer comprising 5 tree species was planted in pot-in-pot containers in 5 rows downwind from 4 henhouse fans, with 1 control row of plants upwind from the fans. When measured with a photoacoustic NH3 detector at fan elevation (1.5 m), NH3 concentrations decreased sharply (P &lt; 0.0001) with greater distance, from 71.1 ppm at 0 m (at the fan) to 2.1 ppm at 5.5 m (between rows 2 and 3), 0.3 ppm at 10 m (after row 5), and 0.1 ppm at 50 m (control). This trend was also observed with colorimetric dosi-rubes and a photoacoustic detector at 0.3- and 3.0-m elevations. Significantly lower NH 3 concentrations were recorded at both the 0.3- and 3.0-m elevations in the presence of the trees compared with when the trees were removed from their pot-in-pot containers, suggesting that a portion of the atmospheric NH3 was being trapped by the plants. This was further supported by greater foliar N concentrations in plants when measured downwind from the fans (P &lt; 0.0001). Dust concentrations sampled downwind from the fans were greatest at 2.5 m and decreased linearly to 50 m (P ≤ 0.0001). Plant PM 2.5, PM10, and total PM washed from the foliage showed the same significant linear trend with greater distance from the fans. Plants also showed unique species differences in their capacity to trap and hold NH 3 and PM that can be applied in practical recommendations. These findings indicated vegetative buffers are capable of trapping NH3 and PM fan emissions from poultry facilities. ©2008 Poultry Science Association, Inc.","Ammonia; Dust; Foliage nitrogen; Laying hen; Plant","Animalia",Article,"Final","",Scopus,2-s2.0-59849098034
"Afshari M., Dehghany M., Moazzen-Ahmadi N., McKellar A.R.W.","15924869200;23060245400;6701419345;7005804510;","The torsional vibration of the CO2-N2O complex determined from its infrared spectrum",2008,"Journal of Chemical Physics","129","7","074314","","",,17,"10.1063/1.2973169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50249149750&doi=10.1063%2f1.2973169&partnerID=40&md5=fed780557493b42b14b2256872d5c0e5","Department of Physics and Astronomy, University of Calgary, 2500 University Drive North West, Calgary, AB T2N 1N4, Canada; Steacie Institute for Molecular Sciences, National Research Council of Canada, Ottawa, ON K1A 0R6, Canada","Afshari, M., Department of Physics and Astronomy, University of Calgary, 2500 University Drive North West, Calgary, AB T2N 1N4, Canada; Dehghany, M., Department of Physics and Astronomy, University of Calgary, 2500 University Drive North West, Calgary, AB T2N 1N4, Canada; Moazzen-Ahmadi, N., Department of Physics and Astronomy, University of Calgary, 2500 University Drive North West, Calgary, AB T2N 1N4, Canada; McKellar, A.R.W., Steacie Institute for Molecular Sciences, National Research Council of Canada, Ottawa, ON K1A 0R6, Canada","The spectra of the weakly bound complex CO2- N2O are studied in the regions of the ν1 and ν3 fundamentals of N2O and the ν3 fundamental of CO2 using a rapid-scan tunable diode laser spectrometer to probe a pulsed supersonic jet expansion. Five bands are measured and analyzed, of which four have not been previously studied. Two bands at 2225.75 and 1279.58 cm-1, with a/b -type rotational structure, are assigned to the ν1 and ν3 fundamentals of the N2O component of the complex. Small perturbations are noted in the ν3 band, similar to those observed previously for the nonpolar dimer (N2O)2 in the ν3 and ν1 + ν3 regions. The previously known band at 2348.86 cm-1 in the region of the ν3 CO2 stretch is analyzed in improved detail. Weaker c -type bands at 2251.46 and 2374.67 cm-1 are assigned as combinations of the intermolecular torsional (out-of-plane) vibration plus the N2O ν1 and CO2 ν3 stretches, respectively. The resulting torsional frequency of CO2- N2O is experimentally determined for the first time to be 25.8 cm-1. © 2008 American Institute of Physics.",,"Torsional vibrations; Chlorine compounds",Article,"Final","",Scopus,2-s2.0-50249149750
"Ahn K., Rakha H., EI-Shawarby I.","7202870650;7004496780;6506938869;","Environmental impacts of catalytic converter malfunctions",2008,"Transportation Research Record",,"2058",,"79","88",,1,"10.3141/2058-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56749096943&doi=10.3141%2f2058-10&partnerID=40&md5=fbb3bdc1c42cd3ce7e54589ce7ef5de3","Transportation Institute, Virginia Polytechnic Institute, State University, 3500 Transportation Research Plaza, Blacksburg, VA 24061, United States; Civil and Environmental Engineering Department, Virginia Polytechnic Institute, State University, Blacksburg, VA 24061, United States; Ain-Shams University, Cairo, Egypt","Ahn, K., Transportation Institute, Virginia Polytechnic Institute, State University, 3500 Transportation Research Plaza, Blacksburg, VA 24061, United States; Rakha, H., Civil and Environmental Engineering Department, Virginia Polytechnic Institute, State University, Blacksburg, VA 24061, United States; EI-Shawarby, I., Transportation Institute, Virginia Polytechnic Institute, State University, 3500 Transportation Research Plaza, Blacksburg, VA 24061, United States, Ain-Shams University, Cairo, Egypt","For effective reduction of total vehicle emissions, identifying and understanding the effects of high-emitting vehicles play an important role. Although several studies have documented the environmental impacts of high-emitting vehicles, these studies have not looked at the operational impacts of these vehicles on the environment. In this study, field-collected and simulated data are used to explain the operational effects associated with catalytic converter malfunctions on vehicle emissions. In addition, the study develops microscopic emission models for vehicles with catalytic converter malfunctions by using on-road emission measurement data. The study demonstrates that catalytic converter malfunctions produce significant increases in hydrocarbon (HC), carbon monoxide (CO), and nitrogen oxide (NOx emissions of 297%, 211 %, and 378%, respectively, during cruising operations. Furthermore, increases of 63.4%, 26.9%, and 76.1 % are observed during acceleration maneuvers. The study also found that under extremely aggressive driving conditions, both normal and high-emitting vehicles produce very high emission rates. The simulation results demonstrate that the highest impact of catalytic converter malfunction occurs in the 45- to 85-km/h speed range at mild acceleration levels for HC and CO emissions and between 20 and 55 km/h at high acceleration levels for NOx emissions. Simulation analysis of various driving cycles demonstrates that catalytic converter malfunctions produce overall increases in HC, CO, and NOx emissions in the range of 251%, 225%, and 336%, respectively. The study demonstrates that high-emitting vehicles can be significant contributors to air pollution, implying that eliminating high-emitting vehicles could significantly improve air quality in many metropolitan areas.",,"Aggressive drivings; CO emissions; Driving cycles; Emission measurements; Emission models; Emission rates; High accelerations; Metropolitan areas; Operational impacts; Simulated datums; Simulation analysis; Simulation results; Speed ranges; Vehicle emissions; Air pollution; Air quality; Alternative fuels; Catalytic converters; Environmental impact; Hydrocarbons; Nitric oxide; Nitrogen oxides; Organic compounds; Vehicles; Carbon monoxide",Article,"Final","",Scopus,2-s2.0-56749096943
