Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
[No author name available],[No author id available],"5th International Forum on Sustainable Future in Asia / 5th NIES International Forum",2020,"IOP Conference Series: Earth and Environmental Science","496","1",,"","",123,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087415868&partnerID=40&md5=2cd7755865f47c66cc1f82a1375398db",,"","The proceedings contain 15 papers. The topics discussed include: traffic-related pollutants in roadside environment of Yangon, Myanmar; indoor particulate matter (PM2.5) concentration and lung function impairment among housewives of selected quarters in Mingaladon cantonment; seasonal and regional variation of particulate matter dispersion in Yangon City and Taunggyi City, Myanmar; hazard evaluation of air pollution by using the key characteristics approach; distribution sustainability and climate actions in Myanmar; mangrove status, its ecosystem, and climate change in Myanmar: a study in Ayeyarwaddy Delta coastal zone; and approach to assessment of heavy metals contamination in drinking water, Mandalay region, Myanmar.",,,Conference Review,"Final","",Scopus,2-s2.0-85087415868
"Zou Z., Xue X., Yi W., Shen C., Yang C., Tang Y., Chen T., Dou X.","57203091376;16023556800;57162229500;12244286000;55767580000;35847996200;36140992400;7005312540;","Response of the High-latitude Upper Mesosphere to Energetic Electron Precipitation",2020,"Astrophysical Journal","893","1","55","","",,1,"10.3847/1538-4357/ab7eb0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084727925&doi=10.3847%2f1538-4357%2fab7eb0&partnerID=40&md5=84e219eec3ee8c928fb1c07aeffd209f","CAS Key Laboratory of Geospace Environment, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China; CAS Center for Excellence in Comparative Planetology, Hefei, China; Mengcheng National Geophysical Observatory, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China; Hefei National Laboratory for the Physical Sciences at the Microscale, University of Science and Technology of China, Hefei, China; Synergetic Innovation Center of Quantum Information and Quantum Physics, University of Science and Technology of China, Hefei, China; Wuhan University, Wuhan, China","Zou, Z., CAS Key Laboratory of Geospace Environment, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China; Xue, X., CAS Key Laboratory of Geospace Environment, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China, CAS Center for Excellence in Comparative Planetology, Hefei, China, Mengcheng National Geophysical Observatory, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China, Hefei National Laboratory for the Physical Sciences at the Microscale, University of Science and Technology of China, Hefei, China, Synergetic Innovation Center of Quantum Information and Quantum Physics, University of Science and Technology of China, Hefei, China; Yi, W., CAS Key Laboratory of Geospace Environment, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China, CAS Center for Excellence in Comparative Planetology, Hefei, China, Mengcheng National Geophysical Observatory, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China; Shen, C., CAS Key Laboratory of Geospace Environment, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China, CAS Center for Excellence in Comparative Planetology, Hefei, China; Yang, C., CAS Key Laboratory of Geospace Environment, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China, CAS Center for Excellence in Comparative Planetology, Hefei, China, Mengcheng National Geophysical Observatory, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China; Tang, Y., CAS Key Laboratory of Geospace Environment, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China, CAS Center for Excellence in Comparative Planetology, Hefei, China; Chen, T., CAS Key Laboratory of Geospace Environment, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China, CAS Center for Excellence in Comparative Planetology, Hefei, China, Mengcheng National Geophysical Observatory, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China; Dou, X., CAS Key Laboratory of Geospace Environment, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, China, Hefei National Laboratory for the Physical Sciences at the Microscale, University of Science and Technology of China, Hefei, China, Wuhan University, Wuhan, China","We carried out a statistical study on the effects of strong geomagnetic activity on the mesopause over the auroral region from 2002 to 2018. When the auroral electrojet index increased significantly, the energetic electron precipitation from the Medium Energy Proton and Electron Detector was enhanced by several multiples of 10 for the 55°-70° geomagnetic latitude band. The temperatures measured by the Sounding of the Atmosphere using Broadband Emission Radiometry instrument increased immediately in the mesopause region, together with a descent of the mesopause of about 0.5-2 km. Due to the depth that the precipitation can affect, we conclude that the mesopause is mainly influenced by electrons in the energy range 30-100 keV. The maximum temperature increment at 95 km can reach 4 K and the delay of the response can be up to 1 day. In general, we find that the temperatures significantly respond to the electron precipitation at as low as 93 km, within the mesopause region in most of a year. © 2020. The American Astronomical Society. All rights reserved.",,,Article,"Final","",Scopus,2-s2.0-85084727925
"Zou B., Li S., Lin Y., Wang B., Cao S., Zhao X., Peng F., Qin N., Guo Q., Feng H., Matthew C.J., Xu S., Duan X.","55684453700;57194592606;56201106000;55729731300;55964115800;57209049721;57162076900;56637875400;57207769330;54408382600;57214596358;7404438549;55184595200;","Efforts in reducing air pollution exposure risk in China: State versus individuals",2020,"Environment International","137",,"105504","","",,23,"10.1016/j.envint.2020.105504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078842273&doi=10.1016%2fj.envint.2020.105504&partnerID=40&md5=e8d8b674c1e67b3293f9197beaf5e009","School of Geosciences and Info-Physics, Central South University, Changsha, Hunan  410083, China; School of Energy and Environmental Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Department of Geography and Environmental Studies, University of New Mexico, Albuquerque, NM  87131, United States; State Key Laboratory of Environmental Criteria and Risk Assessment, Chinese Research Academy of Environmental Sciences, Beijing, 100012, China; School of Architecture, Changsha University of Science & Technology, Changsha, Hunan  410083, China; Department of Pharmaceutical Sciences, University of New Mexico-Health Sciences Center, Albuquerque, NM  87131, United States; School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei  430030, China","Zou, B., School of Geosciences and Info-Physics, Central South University, Changsha, Hunan  410083, China; Li, S., School of Geosciences and Info-Physics, Central South University, Changsha, Hunan  410083, China; Lin, Y., Department of Geography and Environmental Studies, University of New Mexico, Albuquerque, NM  87131, United States; Wang, B., School of Energy and Environmental Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Cao, S., School of Energy and Environmental Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Zhao, X., State Key Laboratory of Environmental Criteria and Risk Assessment, Chinese Research Academy of Environmental Sciences, Beijing, 100012, China; Peng, F., School of Architecture, Changsha University of Science & Technology, Changsha, Hunan  410083, China; Qin, N., School of Energy and Environmental Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Guo, Q., School of Energy and Environmental Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Feng, H., School of Geosciences and Info-Physics, Central South University, Changsha, Hunan  410083, China; Matthew, C.J., Department of Pharmaceutical Sciences, University of New Mexico-Health Sciences Center, Albuquerque, NM  87131, United States; Xu, S., School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei  430030, China; Duan, X., School of Energy and Environmental Engineering, University of Science and Technology Beijing, Beijing, 100083, China","China has made great efforts towards air pollutant concentration control during the past five years, which has led to positive outcomes. However, air pollutant concentration focused efforts were considered separately from human exposure risk. And this might result in a misunderstanding that reducing exposure risk can only rely on the national level measures of air pollutant control. This study integrates the first Chinese survey of human activity patterns and the spatially continuous high-resolution PM2.5 concentration maps to reveal the spatial and temporal variations of China's air pollution exposure risk from 2013 to 2017. More importantly, the effects on risk reduction from multi-scale and multi-object perspectives (reductions of ambient PM2.5 concentrations by national or provincial measures and changes of individual behavior patterns by personal efforts) are deeply investigated. Results show that the reductions of PM2.5 concentration and associated reductions of exposure risk from 2013 to 2017 were 40% and 35.7%, respectively. They also showed that both the reduction of PM2.5 concentrations and change of personal behavior patterns were effective for risk reduction when China's total PM2.5 exposure risk was higher than 1.58. However, only individual behavior changes contributed to risk reduction for scenarios with state-level risk value below 1.58. For regional strategies, threshold values for PM2.5 exposure risk control differentiating national measures or personal efforts were spatially and temporally dependent. The role of personal behavior changes on PM2.5 exposure risk reduction was growing in these five years with concentration rapidly decreasing regions. The findings suggest that people-centered air pollution exposure risk prevention not only depends on government management for air pollution control, but also on individual changes of activity patterns. Efforts from the state and individuals are both essential for reducing air pollution exposure risk in China, especially growing individual efforts are needed in regions with the decreasing air pollutant concentrations in the coming future. Moreover, this study mainly discussed the PM2.5 exposure risk from the macroscopic perspective, the research at the microcosmic perspective is also needed in the further study. © 2020 The Authors","Air pollution; Exposure factors; Exposure risk; Individual exposure","Air pollution; Behavioral research; Risk assessment; Risk perception; Water pollution control; Air pollutant concentrations; Air pollution exposures; Exposure factors; Government management; Human activity patterns; Human exposure risks; Individual exposures; Spatial and temporal variation; Air pollution control; atmospheric pollution; concentration (composition); human activity; particulate matter; pollutant; pollution control; pollution exposure; adult; air pollutant; air pollution control; article; behavior change; China; controlled study; government; human; risk reduction; air pollution; China; environmental exposure; longitudinal study; particulate matter; risk reduction; toxicity; China; Air Pollutants; Air Pollution; China; Environmental Exposure; Humans; Longitudinal Studies; Particulate Matter; Risk Reduction Behavior",Article,"Final","",Scopus,2-s2.0-85078842273
"Zografos C., Klause K.A., Connolly J.J.T., Anguelovski I.","6507452335;57214471645;25421181900;36991824400;","The everyday politics of urban transformational adaptation: Struggles for authority and the Barcelona superblock project",2020,"Cities","99",,"102613","","",,11,"10.1016/j.cities.2020.102613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078728442&doi=10.1016%2fj.cities.2020.102613&partnerID=40&md5=406960e2fe5bc76f35ffea6ca79304fd","Johns Hopkins University - Pompeu Fabra University (JHU-UPF) Public Policy Centre, Barcelona, Spain, GREDS-EMCONET, Department of Political and Social Sciences, Pompeu Fabra University, Barcelona, Spain; Universitat Autònoma de Barcelona, Institute for Environmental Science and Technology (ICTA), Spain; Universitat Autònoma de Barcelona, Institute for Environmental Science and Technology (ICTA), Barcelona Laboratory for Urban Environmental Justice and Sustainability y (BCNUEJ), Medical Research Institute, Hospital del Mar (IMIM), Spain; Universitat Autònoma de Barcelona (UAB), Institució Catalana de Recerca i Estudis Avançats (ICREA), Institute for Environmental Science and Technology (ICTA), Barcelona Laboratory for Urban Environmental Justice and Sustainability (BCNUEJ), Medical Research Institute, Hospital del Mar (IMIM), Spain","Zografos, C., Johns Hopkins University - Pompeu Fabra University (JHU-UPF) Public Policy Centre, Barcelona, Spain, GREDS-EMCONET, Department of Political and Social Sciences, Pompeu Fabra University, Barcelona, Spain; Klause, K.A., Universitat Autònoma de Barcelona, Institute for Environmental Science and Technology (ICTA), Spain; Connolly, J.J.T., Universitat Autònoma de Barcelona, Institute for Environmental Science and Technology (ICTA), Barcelona Laboratory for Urban Environmental Justice and Sustainability y (BCNUEJ), Medical Research Institute, Hospital del Mar (IMIM), Spain; Anguelovski, I., Universitat Autònoma de Barcelona (UAB), Institució Catalana de Recerca i Estudis Avançats (ICREA), Institute for Environmental Science and Technology (ICTA), Barcelona Laboratory for Urban Environmental Justice and Sustainability (BCNUEJ), Medical Research Institute, Hospital del Mar (IMIM), Spain","As the vulnerability of cities to the effects of climate change increases, so does the urgency of and interest in urban transformational adaptation. To date, however, research has not looked empirically at how “everyday” urban politics shape the multi-scalar political constraints that prevent municipalities from implementing transformational adaptation. We analyze the Poblenou superblock project in Barcelona, Spain as an effort to enact transformational land use planning linked with climate adaptation efforts. We find that the key driver behind opposition is the everyday political struggle for municipal authority, which materializes in clashing visions for the future city – and who has the political clout to define and own them. We show that urban transformation is at least as much about competitive urbanism and related short-term political gains as it is about the importance of environmental and quality-of-life benefits that are ostensibly the target of interventions. We also highlight how civic and political contestation over the authority of ‘climate champions’ can jeopardize not only transformational adaptation achievements, but also the political survival of champions themselves. We conclude that transformational adaptation can be obstructed not only out of fear for the material and political effects of transformation per se, but also because of the message it conveys as concerns of who has the authority to decide for “the common good”. © 2020 Elsevier Ltd","Authority; Climate change governance; Competitive urbanism; Mobility planning; Superblock; Transformational adaptation","adaptive management; climate change; future prospect; governance approach; land use planning; policy implementation; urban politics; Barcelona [Barcelona (PRV)]; Barcelona [Catalonia]; Catalonia; Spain",Article,"Final","",Scopus,2-s2.0-85078728442
"Zobel T., Schürch C., Boulouchos K., Onder C.","57216490485;57191034711;6603807308;6603967029;","Reduction of cold-start emissions for a micro combined heat and power plant",2020,"Energies","13","8","1862","","",,3,"10.3390/en13081862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083681131&doi=10.3390%2fen13081862&partnerID=40&md5=1f1b18a66fe003888c1a62ea08d16786","Institute for Dynamic Systems and Control, ETH Zurich, Sonneggstrasse 3, Zurich, 8092, Switzerland; Aerothermochemistry and Combustion Systems Laboratory, ETH Zurich, Sonneggstrasse 3, Zurich, 8092, Switzerland","Zobel, T., Institute for Dynamic Systems and Control, ETH Zurich, Sonneggstrasse 3, Zurich, 8092, Switzerland; Schürch, C., Aerothermochemistry and Combustion Systems Laboratory, ETH Zurich, Sonneggstrasse 3, Zurich, 8092, Switzerland; Boulouchos, K., Aerothermochemistry and Combustion Systems Laboratory, ETH Zurich, Sonneggstrasse 3, Zurich, 8092, Switzerland; Onder, C., Institute for Dynamic Systems and Control, ETH Zurich, Sonneggstrasse 3, Zurich, 8092, Switzerland","Decentralized power generation by combined heat and power plants becomes increasingly popular as a measure to advance the energy transition. In this context, a substantial advantage of small combined heat and power plants is based on the relatively low pollutant emissions. However, a large proportion of the pollutant emissions is produced during a cold-start. This fact is not reflected in governmental and institutional emission guidelines, as these strongly focus on the emission levels under steady-state conditions. This study analyzes the spark advance, the reference air/fuel ratio and an electrically heated catalyst in terms of their potential to reduce the cold-start emissions of a micro combined heat and power plant which uses a natural gas fueled reciprocating internal combustion engine as prime mover and a three-way catalytic converter as aftertreatment system. Based on these measures, control approaches were developed that account for the specific operating conditions of the class of small combined heat and power plants, e.g., full-load operation and flexible, demand-driven runtimes. The experimental data demonstrates that even solutions with marginal adaptation/integration effort can reduce cold-start emissions to a great extent. © 2020 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (http://creativecommons.org/licenses/by/4.0/).","Air/fuel ratio; Cold-start emissions; Electrically heated catalyst; Internal combustion engine; Micro combined heat and power; Natural gas; Spark advance","Electric power generation; Gas emissions; Natural gasoline plants; Pollution; Small power plants; Aftertreatment systems; Decentralized power generations; Electrically heated catalysts; Micro-combined heat and power; Operating condition; Reciprocating internal combustion engines; Steady-state condition; Three way catalytic converter; Cogeneration plants",Article,"Final","",Scopus,2-s2.0-85083681131
"Zhu X., Zhang T., Gao W., Mei D.","55696615000;57214091521;55505206200;57216762516;","Analysis on spatial pattern and driving factors of carbon emission in urban-rural fringe mixed-use communities: Cases study in East Asia",2020,"Sustainability (Switzerland)","12","8","3101","1","16",,4,"10.3390/SU12083101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084568004&doi=10.3390%2fSU12083101&partnerID=40&md5=139044d93310b531420e8414fa608f94","College of Design and Architecture, Zhejiang University of Technology, Hangzhou, 310058, China; The University of Kitakyushu, Kitakyushu, 808-0135, Japan","Zhu, X., College of Design and Architecture, Zhejiang University of Technology, Hangzhou, 310058, China; Zhang, T., College of Design and Architecture, Zhejiang University of Technology, Hangzhou, 310058, China; Gao, W., The University of Kitakyushu, Kitakyushu, 808-0135, Japan; Mei, D., The University of Kitakyushu, Kitakyushu, 808-0135, Japan","Urban-intensive areas are responsible for an estimated 80% of greenhouse gas emissions, particularly carbon dioxide. The urban-rural fringe areas emit more greenhouse gases than urban centers. The purpose of this study is to analyze the spatial pattern and driving factors of carbon emissions in urban-rural fringe mixed-use communities, and to develop planning methods to reduce carbon emissions in communities. This study identifies mixed-use communities in East Asian urban-rural fringe areas as industrial, commercial, tourism, and rental-apartment communities, subsequently using the emission factor method to calculate carbon emissions. The statistical information grid analysis and geographic information systems spatial analysis method are employed to analyze the spatial pattern of carbon emission and explore the relationship between established space, industrial economy, material consumption, social behavior, and carbon emission distribution characteristics by partial least squares regression, ultimately summing up the spatial pattern of carbon emission in the urban-rural fringe areas of East Asia. Results show that (1) mixed-use communities in the East Asian urban-rural fringe areas face tremendous pressure to reduce emissions. Mixed-use community carbon emissions in the late urbanization period are lower than those the early urbanization. (2) Mixed-use community carbon emission is featured by characteristics, such as planning structure decisiveness, road directionality, infrastructure directionality, and industrial linkage. (3) Industrial communities produce the highest carbon emissions, followed by rental-apartment communities, business communities, and tourism communities. (4) The driving factor that most affects the spatial distribution of carbon emissions is the material energy consumption. The fuel consumption per unit of land is the largest driver of carbon emissions. Using the obtained spatial pattern and its driving factors of carbon emissions, this study provides suggestions for planning and construction, industrial development, material consumption, and convenient life guidance. © 2020 by the authors.","Carbon emission; Mixed-use community; Partial least squares; Spatial pattern; Urban-rural fringe area","carbon dioxide; carbon emission; emission control; GIS; greenhouse gas; infrastructure; least squares method; planning method; rural-urban comparison; spatial analysis; urban area; urbanization; Far East",Article,"Final","",Scopus,2-s2.0-85084568004
"Zhu X., Wei Z., Dong W., Ji Z., Wen X., Zheng Z., Yan D., Chen D.","57214687673;54581786900;57139379600;37117231000;37262263600;55237867300;57200108380;8284622100;","Dynamical downscaling simulation and projection for mean and extreme temperature and precipitation over central Asia",2020,"Climate Dynamics","54","7-8",,"3279","3306",,14,"10.1007/s00382-020-05170-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083536503&doi=10.1007%2fs00382-020-05170-0&partnerID=40&md5=84c6b39ae9f9322c5f972b3b2f112f5b","School of Atmospheric Sciences, Sun Yat-Sen University, Zhuhai, 519082, China; Southern Marine Science and Engineering Guangdong Laboratory, Zhuhai, 519082, China; State Key Laboratory of Earth Surface Processes and Resource Ecology, Faculty of Geographical Science, Beijing Normal University, Beijing, 100875, China; Plateau Atmosphere and Environment Key Laboratory of Sichuan Province, School of Atmospheric Sciences, Chengdu University of Information Technology, Chengdu, 610225, China; Regional Climate Group, Department of Earth Sciences, University of Gothenburg, Gothenburg, 46040530, Sweden","Zhu, X., School of Atmospheric Sciences, Sun Yat-Sen University, Zhuhai, 519082, China, Southern Marine Science and Engineering Guangdong Laboratory, Zhuhai, 519082, China; Wei, Z., State Key Laboratory of Earth Surface Processes and Resource Ecology, Faculty of Geographical Science, Beijing Normal University, Beijing, 100875, China; Dong, W., School of Atmospheric Sciences, Sun Yat-Sen University, Zhuhai, 519082, China, Southern Marine Science and Engineering Guangdong Laboratory, Zhuhai, 519082, China; Ji, Z., School of Atmospheric Sciences, Sun Yat-Sen University, Zhuhai, 519082, China, Southern Marine Science and Engineering Guangdong Laboratory, Zhuhai, 519082, China; Wen, X., Plateau Atmosphere and Environment Key Laboratory of Sichuan Province, School of Atmospheric Sciences, Chengdu University of Information Technology, Chengdu, 610225, China; Zheng, Z., School of Atmospheric Sciences, Sun Yat-Sen University, Zhuhai, 519082, China, Southern Marine Science and Engineering Guangdong Laboratory, Zhuhai, 519082, China; Yan, D., State Key Laboratory of Earth Surface Processes and Resource Ecology, Faculty of Geographical Science, Beijing Normal University, Beijing, 100875, China; Chen, D., Regional Climate Group, Department of Earth Sciences, University of Gothenburg, Gothenburg, 46040530, Sweden","As a typical arid and semi-arid area, central Asia (CA) has scarce water resources and fragile ecosystems that are particularly sensitive and vulnerable to climate change. In this study, dynamic downscaling was conducted to produce a regional dataset that incorporated the time period 1986–2100 for the CA. The results show that dynamic downscaling significantly improves the simulation for the mean and extreme climate over the CA, compared to the driving CCSM4 model. We show that significant warming will occur over CA with 2.0 °C and 5.0 °C increasing under the RCP4.5 and RCP8.5 scenarios, respectively by the end of twenty-first century. The daily maximum temperature, the daily minimum temperature and the annual total number of days with a minimum temperature greater than 25 °C will also increase significantly. The annual total number of days with a minimum temperature less than 0 °C will decrease significantly. Long-term trends in the projected winter precipitation under different emission scenarios exhibit robust and increasing changes during the twenty-first century, especially under the RCP8.5 scenario with an increasing about 0.1 mm/day. Significant differences are shown in the projection of precipitation-related indices over CA under different emission scenarios, and the impact of emissions is apparent for the number of days with ≥ 10 mm of precipitation, the density of precipitation on days with ≥ 1 mm of precipitation, and particularly for the maximum consecutive number of dry days that will increase significantly under the RCP8.5 scenario. Therefore, reduced greenhouse gases emissions have implications for mitigating extreme drought events over the CA in the future. © 2020, The Author(s).","Central Asia; Dynamic downscaling; Extreme; Projection","climate modeling; climate prediction; downscaling; precipitation (climatology); temperature profile; weather forecasting; winter",Article,"Final","",Scopus,2-s2.0-85083536503
"Zhu L., Wang Y., Pal A., Zhu G.","57215269128;56288919000;57214680650;57202828890;","Engine Calibration Using Global Optimization Methods with Customization",2020,"SAE Technical Papers","2020-April","April",,"","",,1,"10.4271/2020-01-0270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083853996&doi=10.4271%2f2020-01-0270&partnerID=40&md5=0fdc2bcf2228e35e6c64019c77fa8d6a","Ford Motor Company; Michigan State University, United States","Zhu, L., Ford Motor Company; Wang, Y., Ford Motor Company; Pal, A., Michigan State University, United States; Zhu, G., Michigan State University, United States","The automotive industry is subject to stringent regulations in emissions and growing customer demands for better fuel consumption and vehicle performance. Engine calibration, a process that optimizes engine performance by tuning engine controls (actuators), becomes challenging nowadays due to significant increase of complexity of modern engines. The traditional sweep-based engine calibration method is no longer sustainable. To tackle the challenge, this work considers two powerful global optimization methods: Genetic algorithm (GA) and Bayesian optimization for steady-state engine calibration for single speed-load point. GA is a branch of meta-heuristic methods that has shown a great potential on solving difficult problems in automotive engineering. Bayesian optimization is an efficient global optimization method that solves problems with computationally expensive testing such as hyperparameter tuning in deep neural network (DNN), engine testing, etc. In real engine testing platform, only the limited number of testing (function evaluations) is available. We customized GA to cope with limited resource by tuning population size and designing self-adaptive mutation operators. Another challenge of engine calibration is that, in real engine testing platform, some solutions cannot even run completely due to the engine hardware limitations. These solutions, called non-operational solutions, are part of infeasible solutions and do not have any information about either objectives or constraints. A constraint repair algorithm is applied to handle non-operational solutions. The experimental study on high-fidelity engine model demonstrated that both customized GA and Bayesian optimization efficiently find solutions very close to global optimum both using less than 400 function evaluations. Bayesian optimization shows more stable performance and has better results even in the worst-case. © 2020 SAE International; Ford Motor Company.",,"Automotive industry; Calibration; Deep neural networks; Engines; Function evaluation; Genetic algorithms; Global optimization; Population statistics; Statistical tests; Vehicle performance; Bayesian optimization; Efficient global optimization; Global optimization method; Infeasible solutions; Meta-heuristic methods; Operational solutions; Self-adaptive mutation operators; Stringent regulations; Heuristic methods",Conference Paper,"Final","",Scopus,2-s2.0-85083853996
"Zhu L., Huang Y., He F.","27667949400;57192574063;36683869400;","Obstacles of and Countermeasures for China's Low Carbon Community Construction",2020,"IOP Conference Series: Materials Science and Engineering","780","7","072005","","",,,"10.1088/1757-899X/780/7/072005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083200795&doi=10.1088%2f1757-899X%2f780%2f7%2f072005&partnerID=40&md5=f4bf37e4d7fdb7dafcd79c7a353fbc21","Nanjing Tech University, Nanjing, 211816, China; Nanjing University of Posts and Telecommunications, Nanjing, 210023, China","Zhu, L., Nanjing Tech University, Nanjing, 211816, China; Huang, Y., Nanjing University of Posts and Telecommunications, Nanjing, 210023, China; He, F., Nanjing Tech University, Nanjing, 211816, China","Urban communities, as the most basic unit of the human systems on Earth, are important areas for mitigation and adaptation actions in climate change. However, with a lack of deep understanding of the status quo and composition of community carbon emissions, as well as of the issues in low-carbon actions, the measures taken are often superficial and not targeted, which makes low-carbon activities difficult to implement. This study selected different types of communities for questionnaire surveys online, and conducted field interviews and in-depth surveys afterwards in typical communities. Key data such as community energy consumption, transportation, garbage disposal, and the status of community low-carbon actions were collected, based on which the potentials of carbon reduction were analysed, the obstacles in low-carbon community construction were discussed and corresponding countermeasures were proposed. © Published under licence by IOP Publishing Ltd.",,,Conference Paper,"Final","",Scopus,2-s2.0-85083200795
"Zhu K., Wang L., Du Y., Jiang C., Sun Z.","54791592200;57075051200;57216240257;57216241541;57190305621;","DeepLog: Identify Tight Gas Reservoir Using Multi-Log Signals by a Fully Convolutional Network",2020,"IEEE Geoscience and Remote Sensing Letters","17","4","8834866","568","571",,4,"10.1109/LGRS.2019.2930587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082883567&doi=10.1109%2fLGRS.2019.2930587&partnerID=40&md5=3c3ed82d08312768db0a310ce726e49f","School of Information and Control Engineering, Qingdao University of Technology, Qingdao, 266033, China; School of Geoscience and Technology, Southwest Petroleum University, Chengdu, 610500, China; Shaanxi Yanchang Petroleum Group Company Ltd., Research Institute of Natural Gas, Xi'an, 710075, China; China National Offshore Oil Corporation, No. 1 Research Institute of Exploitation, Tianjin, 710075, China","Zhu, K., School of Information and Control Engineering, Qingdao University of Technology, Qingdao, 266033, China; Wang, L., School of Geoscience and Technology, Southwest Petroleum University, Chengdu, 610500, China; Du, Y., Shaanxi Yanchang Petroleum Group Company Ltd., Research Institute of Natural Gas, Xi'an, 710075, China; Jiang, C., China National Offshore Oil Corporation, No. 1 Research Institute of Exploitation, Tianjin, 710075, China; Sun, Z., School of Information and Control Engineering, Qingdao University of Technology, Qingdao, 266033, China","In most cases, reservoir properties at one certain depth in the layer can be explicated by logging signals at just this depth point. In fact, the properties of complex reservoirs are often implicated in logging signals from the whole adjacent region of this certain depth point. So far, there is no effective way to solve this problem completely. For the first time, this letter tried to build a fully convolutional neural network (FCNN) to detect hydrocarbon from logging signals for the tight gas reservoir of Ordos Basin. The FCNN was based on a well-designed VGG-net. The prediction comparison between the empirical approach (EMA) and FCNN was implemented on 48 layers. The accuracy of FCNN was about 87.5%, which was higher than that of the EMA (75.0%). FCNN provided more reliable gas testing recommendations, especially when thin layers led to complex reservoir conditions. Deep learning (DL) has been proven to be an automatic feature extraction and direct hydrocarbon detection approach from logging signals. We are looking forward to its improvement and development in geophysics. © 2004-2012 IEEE.","Automatic feature extraction; deep learning (DL); fully convolutional neural network (FCNN); hydrocarbon detection; logging signal; machine learning (ML); reservoir recognition; signal processing; tight gas reservoir","Complex networks; Convolution; Deep learning; Deep neural networks; Extraction; Feature extraction; Hydrocarbon refining; Hydrocarbons; Petroleum reservoirs; Signal detection; Signal processing; Tight gas; Automatic feature extraction; Complex reservoirs; Convolutional networks; Empirical approach; fully convolutional neural network (FCNN); Hydrocarbon detection; Reservoir property; Tight gas reservoirs; Convolutional neural networks; accuracy assessment; artificial neural network; empirical analysis; hydrocarbon reservoir; machine learning; prediction; recognition; signal processing; China; Ordos Basin",Article,"Final","",Scopus,2-s2.0-85082883567
