Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Aalto R., Dunne T., Guyot J.L.","6602945312;26033264900;7102780160;","Geomorphic controls on Andean denudation rates",2006,"Journal of Geology","114","1",,"85","99",,133,"10.1086/498101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30344436947&doi=10.1086%2f498101&partnerID=40&md5=ca6192eda1f746cbfc3c216e51966f9c","Quaternary Research Center, Department of Earth and Space Sciences, University of Washington, Seattle, WA 98195, United States; Donald Bren School of Environmental Sciences and Management, Department of Geological Sciences, University of California, Santa Barbara, CA 93106, United States; Institut de Recherche pour le Développement, Unité Mixte de Recherche, Université Paul Sabatier, 38 rue des 36 Ponts, 31000 Toulouse, France","Aalto, R., Quaternary Research Center, Department of Earth and Space Sciences, University of Washington, Seattle, WA 98195, United States; Dunne, T., Donald Bren School of Environmental Sciences and Management, Department of Geological Sciences, University of California, Santa Barbara, CA 93106, United States; Guyot, J.L., Institut de Recherche pour le Développement, Unité Mixte de Recherche, Université Paul Sabatier, 38 rue des 36 Ponts, 31000 Toulouse, France","To predict erosion rates throughout the Andes, we conducted a multiple regression analysis of the sediment discharge from 47 drainage basins in the Bolivian Andes and various topographic, climatologic, and geologic parameters. These mountainous basins are typically large (17-81,000 km2; mean = 11,000 km2), often have decades of measurement data on daily water and sediment discharge, and display an extraordinary range of denudation (0.01-6.9 mm/yr), runoff (16-2700 mm/ yr), and local topographic relief (700-4300 m), yet the underlying lithology (granitic plutons, metasediments, and Quaternary deposits) can be classified into a small number of homogeneous types, and anthropogenic disturbance is limited. The steep nature of the channels precludes sediment storage, and unlike previous global studies of fluvial denudation rates, based on data compilations from very large river basins (&gt;100,000 km2), this analysis distinguishes the sediment production in mountains from sediment entrapment within adjacent sedimentary basins. Lithology and average catchment slope account for 90% of the variance in sediment yield, and yield is not significantly correlated with runoff. However, because runoff over geologic timescales orchestrates the processes of channel network incision and sediment evacuation, climate could ultimately govern basin hillslope conditions and thereby the rates of hillslope erosion. Several theoretical geomorphic models for mass wasting are tested to assess hillslope-scale sediment yield models for the study basins. When applied throughout the Amazonian Andes, such empirical models predict an annual Andean sediment flux to the lowland Amazon Basin of 2.3-3.1 Gt. Because ∼1.3 Gt/yr of sediment reach the gauged tributaries of the mainstem Amazon River, the intervening foreland basins appear to intercept about half of the total Andean sediment discharge. © 2006 by The University of Chicago. All rights reserved.",,"denudation; geomorphological response; Andes; South America",Article,"Final","",Scopus,2-s2.0-30344436947
"Abdelouahdi K., Sant C., Miserque F., Aubert P., Zheng Y., Legrand-Buscema C., Perrière J.","12138997800;6602995195;16744357400;7006385560;7404837025;23009229900;7005273172;","Influence of CH4 partial pressure on the microstructure of sputter-deposited tungsten carbide thin films",2006,"Journal of Physics Condensed Matter","18","6",,"1913","1925",,9,"10.1088/0953-8984/18/6/008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31644435181&doi=10.1088%2f0953-8984%2f18%2f6%2f008&partnerID=40&md5=df94c60f6585e6429895cef6f0ede49b","Laboratoire d'Etude des Milieux Nanométriques, Bátiment Maupertuis 1, rue du Père Jarlan, 91025 Evry Cedex, France; CEA-Saclay/DEN/DPC/SCP, Laboratoire de Réactivité des Surfaces et Interfaces, Bátiment 391, 91191 Gif sur Yvette, France; Institut des NanoSciences de Paris, Université Paris VI, Campus Boucicaut, 140 rue de Lourmel, 75015 Paris, France","Abdelouahdi, K., Laboratoire d'Etude des Milieux Nanométriques, Bátiment Maupertuis 1, rue du Père Jarlan, 91025 Evry Cedex, France; Sant, C., Laboratoire d'Etude des Milieux Nanométriques, Bátiment Maupertuis 1, rue du Père Jarlan, 91025 Evry Cedex, France; Miserque, F., CEA-Saclay/DEN/DPC/SCP, Laboratoire de Réactivité des Surfaces et Interfaces, Bátiment 391, 91191 Gif sur Yvette, France; Aubert, P., Laboratoire d'Etude des Milieux Nanométriques, Bátiment Maupertuis 1, rue du Père Jarlan, 91025 Evry Cedex, France; Zheng, Y., Institut des NanoSciences de Paris, Université Paris VI, Campus Boucicaut, 140 rue de Lourmel, 75015 Paris, France; Legrand-Buscema, C., Laboratoire d'Etude des Milieux Nanométriques, Bátiment Maupertuis 1, rue du Père Jarlan, 91025 Evry Cedex, France; Perrière, J., Institut des NanoSciences de Paris, Université Paris VI, Campus Boucicaut, 140 rue de Lourmel, 75015 Paris, France","Tungsten carbide thin films have been prepared by reactive rf sputtering from a tungsten target in various Ar-CH4 mixtures. The composition, structure, microstructure and chemical state of the films have been investigated by the complementary use of RBS, NRA, XRD, GIXRD, TEM and XPS analyses. These characteristics of the films were then correlated to their mechanical properties determined by hardness (H), Young's modulus (Er) and friction coefficient measurements. Under low CH4 pressures, the formation of a mixture of nanocrystalline WC1-x and W2C phases has been observed. A pure WC1-x phase was observed in films having a composition close to W1C0.9. With increasing CH 4 pressure, the amount of carbon in the films increases, leading to a progressive amorphization of tungsten carbide deposited layers. Nanocomposite films appeared to be formed, with WC1-x nanograins (&lt;3 nm) dispersed in an amorphous carbon matrix. The film deposited at 30% of CH 4 exhibits a-C:H phase. The nature of the phases present in the films plays an important role on their mechanical properties, as shown by the wide domain of variation of the films' hardness (between 22 and 5.5 GPa) and the plastic deformation parameter H3/Er2 (between 0.08 and 0.04). © 2006 IOP Publishing Ltd.",,"Microstructure; Nanostructured materials; Partial pressure; Thin films; Tungsten carbide; X ray diffraction analysis; Chemical states; rf sputtering; Tungsten target; Methane",Article,"Final","",Scopus,2-s2.0-31644435181
"Abdul-Wahab S.A.","7004112668;","Impact of fugitive dust emissions from cement plants on nearby communities",2006,"Ecological Modelling","195","3-4",,"338","348",,71,"10.1016/j.ecolmodel.2005.11.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747599881&doi=10.1016%2fj.ecolmodel.2005.11.044&partnerID=40&md5=4aa067e0b59bdb31929fcb4252770cbb","Sultan Qaboos University, College of Engineering, Mechanical Industrial Engineering Department, P.O. Box 33, Al Khoud, P.C. 123, Muscat, Oman","Abdul-Wahab, S.A., Sultan Qaboos University, College of Engineering, Mechanical Industrial Engineering Department, P.O. Box 33, Al Khoud, P.C. 123, Muscat, Oman","The objective of the study was to assess the impact of fugitive particulate emissions from a cement plant on a nearby community. High volume samplers were used for the determinations of total suspended particulate (TSP) concentrations at representative assessment points situated nearest to the cement site at three existing residential houses. Furthermore, dust impact arising from cement plant on the three existing residential houses was predicted using an air quality model (fugitive dust model, FDM). The emission rates of dust from various activities of the cement plant were estimated by using the emission factors technique. The measured (high sampler) and predicted (FDM) values of dust concentration were compared. The results of the study showed that the agreement between the 24-h average predicted and measured dust concentrations were excellent. Although the model under-predicted slightly the measured dust concentrations, yet the FDM was adequate for application at the cement plant. Furthermore, the spatial isopleths of TSP concentration for cement plant and its surrounding environment indicated that the predicted ground level of dust concentrations, close to the cement plant, exceeded the World Health Organization (WHO) guideline value of 120 μg/m3. This study was invaluable for locating areas nearby the cement plant that are at risk of approaching or exceeding guideline TSP concentrations. © 2005 Elsevier B.V. All rights reserved.","Cement plant; Fugitive dust emissions; Fugitive dust model; High volume sampler","Air quality; Dust; Environmental impact; Industrial emissions; Mathematical models; Fugitive dust emissions; Fugitive dust model; High volume samplers; Total suspended particulate (TSP); Cement plants; air quality; cement; dust; environmental risk; guideline; industrial emission; resident population; suspended particulate matter; World Health Organization",Article,"Final","",Scopus,2-s2.0-33747599881
"Abido M.A.","56048231100;","Multiobjective evolutionary algorithms for electric power dispatch problem",2006,"IEEE Transactions on Evolutionary Computation","10","3",,"315","329",,575,"10.1109/TEVC.2005.857073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744773216&doi=10.1109%2fTEVC.2005.857073&partnerID=40&md5=5c2bb8ecdfc48c330f75a649ca60d375","Electrical Engineering Department, King Fahd University of Petroleum and Minerals, Dhahran 31261, Saudi Arabia","Abido, M.A., Electrical Engineering Department, King Fahd University of Petroleum and Minerals, Dhahran 31261, Saudi Arabia","The potential and effectiveness of the newly developed Pareto-based multiobjective evolutionary algorithms (MOEA) for solving a real-world power system multiobjective nonlinear optimization problem are comprehensively discussed and evaluated in this paper. Specifically, nondominated sorting genetic algorithm, niched Pareto genetic algorithm, and strength Pareto evolutionary algorithm (SPEA) have been developed and successfully applied to an environmental/economic electric power dispatch problem. A new procedure for quality measure is proposed in this paper in order to evaluate different techniques. A feasibility check procedure has been developed and superimposed on MOEA to restrict the search to the feasible region of the problem space. A hierarchical clustering algorithm is also imposed to provide the power system operator with a representative and manageable Pareto-optimal set. Moreover, an approach based on fuzzy set theory is developed to extract one of the Pareto-optimal solutions as the best compromise one. These multiobjective evolutionary algorithms have been individually examined and applied to the standard IEEE 30-bus six-generator test system. Several optimization runs have been carried out on different cases of problem complexity. The results of MOEA have been compared to those reported in the literature. The results confirm the potential and effectiveness of MOEA compared to the traditional multiobjective optimization techniques. In addition, the results demonstrate the superiority of the SPEA as a promising multiobjective evolutionary algorithm to solve different power system multiobjective optimization problems. © 2006 IEEE.","Economic power dispatch; Emission reduction; Environmental impact; Evolutionary algorithms; Multiobjective optimization","Electric load dispatching; Electric power systems; Environmental impact; Genetic algorithms; Hierarchical systems; Optimization; Pareto principle; Electric power dispatch; Multiobjective evolutionary algorithms; Multiobjective optimization; Strength Pareto evolutionary algorithm; Evolutionary algorithms",Article,"Final","",Scopus,2-s2.0-33744773216
"Ackroyd J., Titmarsh L., Coulter B., Dombey A., Phillips P.S.","12645576700;12646579300;6701821393;12646161500;26030004800;","Business excellence through resource efficiency (betre): East Sussex waste minimisation programme",2006,"Resources, Conservation and Recycling","46","3",,"217","241",,3,"10.1016/j.resconrec.2005.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33244461585&doi=10.1016%2fj.resconrec.2005.07.003&partnerID=40&md5=c4c8eef8a3fdce8208b6d4775cadb3da","EcoSys Environmental Management and Education, New England Business Centre, New England Street, Brighton BN1 4GH, United Kingdom; SITA Centre, University College Northampton, Northampton NN2 7AL, United Kingdom","Ackroyd, J., EcoSys Environmental Management and Education, New England Business Centre, New England Street, Brighton BN1 4GH, United Kingdom; Titmarsh, L., EcoSys Environmental Management and Education, New England Business Centre, New England Street, Brighton BN1 4GH, United Kingdom; Coulter, B., EcoSys Environmental Management and Education, New England Business Centre, New England Street, Brighton BN1 4GH, United Kingdom; Dombey, A., EcoSys Environmental Management and Education, New England Business Centre, New England Street, Brighton BN1 4GH, United Kingdom; Phillips, P.S., SITA Centre, University College Northampton, Northampton NN2 7AL, United Kingdom","The East Sussex business excellence through resource efficiency (ES betre) waste minimisation club (programme) aimed to increase awareness of the benefits of improved resource efficiency and achieve reductions in waste, energy and water for SMEs in East Sussex, in South East England. The programme was delivered by EcoSys in partnership with the East Sussex Sustainable Business Partnership, a collaboration of all East Sussex Local Authorities, the Environment Agency and EcoSys. ES betre provided a range of free support and advice over a 2-year period including: 54 workshops, 6 newsletters, 30 environmental audits, 16 grants and 312 technical helpline enquiries. Information on environmental compliance and best practice for solid waste minimisation and recycling, energy and water efficiency was disseminated and activities linked with the government's best practice programmes, e.g. Envirowise, Action Energy and The Carbon Trust. Marketing activities were extremely successful in attracting businesses to join with 757 signing up, 60% of which then went onto become active service users. This is the most successful recruitment rate in the UK to date, making ES betre some 40 times larger than the average UK waste minimisation club. Excellent links with local business support/trade associations were built up and recruitment by personal recommendation became a feature. The project had a strong focus on smaller businesses (&lt;250 employees). Of the businesses that signed up to the project, 56% were Micro (&lt;9 employees) and 86% employed less than 50 employees (Small). The project reached 4000 local businesses regularly via newsletters and event mailings. Some 60% of the 757 businesses became actively involved and attended training events or had environmental audits. A total of 189 businesses identified improvement actions (1226) and of these, 123 businesses had implemented at least one improvement action by the end of the programme. These resulted in estimated cost savings of at least £263,000 per annum and just over half of these savings have already been achieved (March 2005). In addition, actions taken to prevent pollution and ensure compliance with environmental legislation will save businesses a further £297,000 in fines. These cost savings were larger than the cost of the project (£298,000). The environmental impact of the programme has been significant with reductions identified in waste (1915 t), water (17,352 m3) and energy (1.2 million kWh). The savings quantified are thought to be conservative as it was found that many Micro and SMEs did not measure the impact of their actions. Previous experience indicates that, for projects involving smaller companies, cost savings are likely to be underestimated by at least 50%. As well as making it difficult to measure outputs, this lack of measurement means it is harder to demonstrate the need for change with the benefits of improved practice. © 2005 Elsevier B.V. All rights reserved.","ES betre; Minimisation; Programme","Conservation; Environmental impact; Optimization; Recycling; Solid wastes; Waste management; Environmental legislation; ES betre; Programme; Sustainable Business Partnership; Resource valuation; Conservation; Environmental impact; Optimization; Recycling; Resource valuation; Solid wastes; Waste management; best management practice; energy efficiency; recycling; resource use; sustainability; waste management; article; commercial phenomena; cost control; energy consumption; environmental exposure; funding; health program; marketing; medical information; pollution control; publication; recycling; training; waste minimization; East Sussex; England; Eurasia; Europe; United Kingdom; Western Europe",Article,"Final","",Scopus,2-s2.0-33244461585
"Adam J.C., Clark E.A., Lettenmaier D.P., Wood E.F.","7202416024;55413128700;7006616050;35495958000;","Correction of global precipitation products for orographic effects",2006,"Journal of Climate","19","1",,"15","38",,159,"10.1175/JCLI3604.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646355580&doi=10.1175%2fJCLI3604.1&partnerID=40&md5=afefbdb77b7e716fdb3ceeb28483b638","Department of Civil and Environmental Engineering, University of Washington, Seattle, WA, United States; Department of Civil and Environmental Engineering, Princeton University, Princeton, NJ, United States","Adam, J.C., Department of Civil and Environmental Engineering, University of Washington, Seattle, WA, United States; Clark, E.A., Department of Civil and Environmental Engineering, University of Washington, Seattle, WA, United States; Lettenmaier, D.P., Department of Civil and Environmental Engineering, University of Washington, Seattle, WA, United States; Wood, E.F., Department of Civil and Environmental Engineering, Princeton University, Princeton, NJ, United States","Underestimation of precipitation in topographically complex regions plagues most gauge-based gridded precipitation datasets. Gauge locations are usually in or near population centers, which tend to lie at low elevations relative to the surrounding terrain. For hydrologic modeling purposes, the resulting bias can result in serious underprediction of observed flows. A hydrologic water balance approach to develop a globally consistent correction for the underestimation of gridded precipitation in mountainous regions is described. The adjustment is based on a combination of the catchment water balances and variations of the Budyko E/P versus PET/P curve. The method overlays streamflow measurements onto watershed boundaries and then performs watershed water balances to determine ""true"" precipitation. Rather than relying on a modeled runoff ratio, evaporation is estimated using the Budyko curves. The average correction ratios for each of 357 mountainous river basins worldwide are spatially distributed across the basins and are then interpolated to ungauged areas. Following application of adjustments for precipitation catch deficiencies, the correction ratios are used to scale monthly precipitation from an existing monthly global dataset (1979-99, 0.5° resolution). The correction for orographic effects resulted in a net increase in global terrestrial precipitation of 6.2% (20.2% in orographically influenced regions only) for the 1979-99 climatology. The approach developed here is applicable to any precipitation dataset in regions where good streamflow data exist. As a cautionary note, the correction factors are dataset dependent, and therefore the adjustments are strictly applicable only to the data from which they were derived. © 2006 American Meteorological Society.",,"Catchment water balance; Correction factors; Data sets; Global precipitation; Hydrologic modeling; Mountainous regions; Orographic effects; Population centers; River basins; Streamflow measurements; Water balance; Watershed boundaries; Catchments; Climatology; Gages; Precipitation (meteorology); Runoff; Stream flow; Watersheds; Landforms",Article,"Final","",Scopus,2-s2.0-33646355580
"Adiku S.G.K., Reichstein M., Lohila A., Dinh N.Q., Aurela M., Laurila T., Lueers J., Tenhunen J.D.","6603353444;57206534330;6506416482;9332918300;6701461735;7005682069;36108393900;7005894594;","PIXGRO: A model for simulating the ecosystem CO2 exchange and growth of spring barley",2006,"Ecological Modelling","190","3-4",,"260","276",,30,"10.1016/j.ecolmodel.2005.04.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944497696&doi=10.1016%2fj.ecolmodel.2005.04.024&partnerID=40&md5=cf1410b86d3298e443b27336c4f71a7e","Department of Plant Ecology, University of Bayreuth, 95440 Bayreuth, Germany; Finnish Meteorological Institute, Air Quality Research, Helsinki, Finland; Bayreuth Institute for Terrestrial Ecosystem Research, University of Bayreuth, 95440 Bayreuth, Germany; Department of Forest Science and Environment, University of Tuscia, 01100 Viterbo, Italy","Adiku, S.G.K., Department of Plant Ecology, University of Bayreuth, 95440 Bayreuth, Germany; Reichstein, M., Department of Plant Ecology, University of Bayreuth, 95440 Bayreuth, Germany, Department of Forest Science and Environment, University of Tuscia, 01100 Viterbo, Italy; Lohila, A., Finnish Meteorological Institute, Air Quality Research, Helsinki, Finland; Dinh, N.Q., Department of Plant Ecology, University of Bayreuth, 95440 Bayreuth, Germany; Aurela, M., Finnish Meteorological Institute, Air Quality Research, Helsinki, Finland; Laurila, T., Finnish Meteorological Institute, Air Quality Research, Helsinki, Finland; Lueers, J., Bayreuth Institute for Terrestrial Ecosystem Research, University of Bayreuth, 95440 Bayreuth, Germany; Tenhunen, J.D., Department of Plant Ecology, University of Bayreuth, 95440 Bayreuth, Germany","A model, PIXGRO, developed by coupling a canopy flux sub-model (PROXEL NEE; PROcess-based piXEL Net Ecosystem CO2 Exchange) to a vegetation structure submodel (CGRO), for simulating both net ecosystem CO 2 exchange (NEE) and growth of spring barley is described. PIXGRO is an extension of the stand-level CO2 and H2O-flux model PROXELNEE, that simulates the NEE on a process basis, but goes further to include the dry matter production, partitioning, and crop development for spring barley. Dry matter partitioned to the leaf was converted to leaf area index (LAI) using relationships for the specific leaf area (SLA). The canopy flux component, PROXELNEE was calibrated using information from the literature on C3 plants and was tested using CO2 flux data from an eddy-covariance (EC) method in Finland with long-term observations. The growth component (CGRO) was calibrated using data from the literature on spring barley as well as data from the Finland site. It was then validated against field data from two sites in Germany and partly via the use of MODIS remotely sensed LAI from the Finland site. Both the diurnal and the seasonal patterns of gross CO2 uptake were very well simulated (R2 = 0.92). A slight seasonal bias may be attributed to leaf ageing. Crop growth was also well simulated; simulated dry matter agreed with field observed data from Germany (R2 = 0.90). For LAI, the agreement between the simulated and observed was good (R2 = 0.80), giving an indication that functions describing the conversion of fixed CO2 to dry matter and the subsequent partitioning leaf dry matter and LAI simulation were robust and provided reliable estimates. The MODIS LAI at a resolution of 1000 m agreed poorly (R2 = 0.45) with the PIXGRO simulated LAI and the observed LAI at the Finland site in 2001. We attributed this to the coarse resolution of the image and/or the small size of the barley field (about 17 ha or 0.25 km 2) at the Finland site. By deriving a regression relation between the observed LAI and NDVI from a higher resolution MODIS (500 m resolution), the MODIS-recalculated LAI agreed better with the PIXGRO-simulated LAI (R 2 = 0.86). PIXGRO provides a prototype model bridging the disciplines of plant physiology, crop modeling and remote sensing, for use in a spatial context in evaluating carbon balances and plant growth at stand level, landscape, regional, and with some care, continental scales. Since almost 50% of the European land surface is covered by crops, such a model is needed for the dynamic estimation of LAI and NEE of croplands. © 2005 Elsevier B.V. All rights reserved.","Crop growth modeling; Net ecosystem exchange (NEE); Remotely sensed LAI; Spring barley modeling","Computer simulation; Database systems; Ecosystems; Vegetation; Crop growth modeling; MODIS; Remotely sensed LAI; Carbon dioxide; barley; biomass; bioremediation; carbon dioxide; microorganism; rhizosphere; Hordeum vulgare subsp. vulgare",Article,"Final","",Scopus,2-s2.0-27944497696
"Agrawal V.K., Misra R.","57206156659;57203083234;","The unusual spectrum of the ultraluminous x-ray source M82 X-1",2006,"Astrophysical Journal","638","2 II",,"L83","L86",,17,"10.1086/501163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644770364&doi=10.1086%2f501163&partnerID=40&md5=7f15e2b72e630bfe324cdb793ce95655","Inter-University Center for Astronomy and Astrophysics, Post Bag 4, Ganeshkhind, Pune 411 007, India","Agrawal, V.K., Inter-University Center for Astronomy and Astrophysics, Post Bag 4, Ganeshkhind, Pune 411 007, India; Misra, R., Inter-University Center for Astronomy and Astrophysics, Post Bag 4, Ganeshkhind, Pune 411 007, India","The results of a spectral analysis, using XMM-Newton and Chandra data of the brightest ultraluminous X-ray source in the nearby galaxy M82, are presented. The spectrum of M82 X-l was found to be unusually hard (photon spectral index Γ ≈ 1) with a sharp cutoff at ≈6 keV. The disk blackbody emission model requires a nonphysically high temperature. Instead, the spectrum is better described, with a lower reduced χ2, as emission due to the nearly saturated Comptonization of photons in an optically thick (τ ≈ 10-30, depending on the geometry) plasma having a temperature kT ≈ 2 keV. This is in contrast to the high-energy spectra of other black hole systems, which are relatively steeper (Γ &gt; 1.5) and hence are modeled as the unsaturated thermal and/or nonthermal Comptonization of soft photons, in an optically thin (τ ≈ l) high-temperature plasma. An iron line emission that is marginally resolved (σ ∼ 0.2 keV) is required to fit the data. We argue that the standard geometry for the X-ray - producing region, which consists of an optically thin inner disk or a uniform/patchy corona on top of a cold disk, is not applicable to this source. Alternatively, the geometry of the X-ray - producing region could be a large sphere surrounding a cold accretion disk or an optically thick inner disk region that cools by bremsstrahlung self-Comptonization. For the latter scenario, such an inner disk region, whose effective optical depth to absorption is less than unity, is expected in the standard accretion disk theory for near-Eddington accretion rates. © 2006. The American Astronomical Society. All rights reserved.","Galaxies: general -; Galaxies: individual (M82) -; X-rays: binaries",,Article,"Final","",Scopus,2-s2.0-33644770364
"Ahn J.-W., Cho H.-C., Han G.-C., You G.-S., Um N.-I.","57197296102;7403936988;12142932900;14030905200;14822564400;","Effects of leaching of heavy metals in cement-based recycling via carbonation of municipal solid waste incineration bottom ash",2006,"Geosystem Engineering","9","1",,"7","10",,2,"10.1080/12269328.2006.10541247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75449093044&doi=10.1080%2f12269328.2006.10541247&partnerID=40&md5=46c38fe4ed04b6a5da77e191cb1ad590","Korea Inst. of Geoscience and Mineral Resources, Gajongdong 30, Yusonggu, Daejon, 305-350, South Korea; Seoul National University, San 56-1, Sillim-dong, Gwanak-gu, Seoul, 151-742, South Korea","Ahn, J.-W., Korea Inst. of Geoscience and Mineral Resources, Gajongdong 30, Yusonggu, Daejon, 305-350, South Korea; Cho, H.-C., Seoul National University, San 56-1, Sillim-dong, Gwanak-gu, Seoul, 151-742, South Korea; Han, G.-C., Korea Inst. of Geoscience and Mineral Resources, Gajongdong 30, Yusonggu, Daejon, 305-350, South Korea; You, G.-S., Korea Inst. of Geoscience and Mineral Resources, Gajongdong 30, Yusonggu, Daejon, 305-350, South Korea; Um, N.-I., Korea Inst. of Geoscience and Mineral Resources, Gajongdong 30, Yusonggu, Daejon, 305-350, South Korea","The paper describes the effect of replacing part of Portland cement with municipal solid waste incineration (MSWI) bottom ash with various treatments such as washing and carbonation. MSWI bottom ash was subjected to washing or carbonation treatment to reduce the chloride content and expansion property. And mortars using each bottom ash were manufactured. Results showed that MSWI bottom ash is potentially attractive as mineral addition if chloride is removed and aluminium particles are stabilized. © 2006 Taylor & Francis Group, LLC.","Carbonation; Mineral addition; MSWI bottom ash; Washing",,Article,"Final","",Scopus,2-s2.0-75449093044
"Akita C., Kawaguchi T., Kaneko F.","6603336782;7402343516;7102614213;","Structural study on polymorphism of cis-unsaturated triacylglycerol: Triolein",2006,"Journal of Physical Chemistry B","110","9",,"4346","4353",,33,"10.1021/jp054996h","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645781276&doi=10.1021%2fjp054996h&partnerID=40&md5=6a2d3e9dd72c04734a99470e41bbc38f","Department of Macromolecular Science, Faculty of Science, Osaka University, Toyonaka, Osaka 560-0043, Japan; Nitto Analytical Techno-Center Co., Ltd., 1-1-2, Shimohozumi, Ibaraki, Osaka 567-8680, Japan","Akita, C., Department of Macromolecular Science, Faculty of Science, Osaka University, Toyonaka, Osaka 560-0043, Japan, Nitto Analytical Techno-Center Co., Ltd., 1-1-2, Shimohozumi, Ibaraki, Osaka 567-8680, Japan; Kawaguchi, T., Department of Macromolecular Science, Faculty of Science, Osaka University, Toyonaka, Osaka 560-0043, Japan; Kaneko, F., Department of Macromolecular Science, Faculty of Science, Osaka University, Toyonaka, Osaka 560-0043, Japan","To clarify the influence of cis-unsaturation on solid-state structures of triacylglycerols (TAGs), the crystal structures of three crystalline phases (α, β′ and β) of triolein [C3H 5(OCOC17H33)3] were investigated by powder X-ray diffractometry and IR and Raman spectroscopy. The influence on the structural change of the a phase in the course of cooling was also studied. With respect to the subcell structure and conformational order of hydrocarbon chains in the β and β′ phases, triolein resembles saturated TAGs; trans-zigzag hydrocarbon chains are adopted in the T∥ subcell for the β phase and in the O⊥ subcell for the β′ phase. The influence of cis-unsaturation was most obvious in the structure of the α phase and its temperature dependence. The α phase of triolein does not form the ordinary hexagonal subcell but a rather loose distorted subcell, which hardly changes in cooling, forming a striking contrast to the hexagonal → pseudohexagonal subcell transformation found in the a phase of saturated TAGs. © 2006 American Chemical Society.",,"Infrared spectroscopy; Powders; Raman spectroscopy; Solid state device structures; Structural analysis; X ray diffraction analysis; Cis-unsaturation; Subcell transformation; Temperature dependence; Triolein; Glycerol",Article,"Final","",Scopus,2-s2.0-33645781276
