Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
[No author name available],[No author id available],"WIT Transactions on Ecology and the Environment",2017,"WIT Transactions on Ecology and the Environment","211","1",,"","",261,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047744069&partnerID=40&md5=920e15a9b828a65c7d12f3a95dd3fb5b",,"","The proceedings contain 25 papers. The topics discussed include: a review of evidence on the cost-effectiveness of local authority activities to reduce exposure to air pollution from road traffic; identification and analysis of source contributions to the air quality in the Amsterdam region; assessment of planetary boundary layer schemes of the WRFCHEM model in the simulation of carbon monoxide dispersion in the urban area of Quito, Ecuador; the challenges, uncertainties and opportunities of bioaerosol dispersion modeling from open composting facilities; genetic polymorphisms and the risk of lung cancer in tunnel workers in Rio De Janeiro, Brazil; sampling microbial volatile organic compounds: optimization of flow rate and sampling time; measurement and characterization of dustfall samples from Mpumalanga Province, South Africa; the relationship between coastal West African dust level and Caribbean Island dust; and visibility estimates from atmospheric and radiometric variables using artificial neural networks.",,,Conference Review,"Final","",Scopus,2-s2.0-85047744069
[No author name available],[No author id available],"E3S Web of Conferences",2017,"E3S Web of Conferences","14",,,"","",907,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047577105&partnerID=40&md5=af88154c106a1fae742062794b6d690a",,"","The proceedings contain 97 papers. The topics discussed include: the role of transport sector in CO2 reduction in Poland; forecast of power generation and heat production from renewable energy sources; structure of financing investments in the energy sector; evaluation of the European Union-United States oil and petroleum-based fuels trade potential in the context of the negotiated TTIP agreement; the economic security of power plants; a multicriteria approach for analysis of the impact of GHG limiting policies on economic growth in Poland; ecological and economical aspects of solar energy use; the economic value of the enterprise for stakeholders in the fuel and energy sector; wind energy in Poland - economic analysis of wind farm; development perspectives of the polish power generation sector according to the climate preservation conference COP21 policies; energy security as a public good; a simulation and simple optimization of a wind-solar-hydro micro power source with a battery bank as an energy storage device; damage assessment in wind turbine technology; evaluation of the impact of adjusting the angle of the axis of a wind turbine rotor relative to the flow of air stream on operating parameters of a wind turbine model; and the analysis of the hydropower potential in Podkarpackie Voivodship.",,"alternative energy; carbon emission; economic analysis; economic growth; emission control; energy policy; European Union; hydroelectric power; investment; power generation; stakeholder; wind power; Podkarpackie; Poland [Central Europe]; United States",Conference Review,"Final","",Scopus,2-s2.0-85047577105
[No author name available],[No author id available],"Proceedings of 2016 1st International Conference on Biomedical Engineering: Empowering Biomedical Technology for Better Future, IBIOMED 2016",2017,"Proceedings of 2016 1st International Conference on Biomedical Engineering: Empowering Biomedical Technology for Better Future, IBIOMED 2016",,,,"","",135,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017513205&partnerID=40&md5=1de6265639ffefd76be41450ab1e347a",,"","The proceedings contain 23 papers. The topics discussed include: limitless possibilities of pervasive computing on biomedical engineering; e-health system developments for developing countries: integrated activities in research - education and community services; study on a computer assisted diagnostic support system for teeth conditions; a prototype of SSVEP-based BCI for home appliances control; simple control design using double feedback structure for reducing tumor size; development of robotic system with optical position sensing for ultrasound theranostics; the biomechanics of walking symmetry during gait cycle in various walking condition; a new approach for rehabilitation and upper-limb prosthesis control using optomyography (OMG); ARIMA implementation to predict the amount of antiseptic medicine usage in veterinary hospital; comparison of radialis sphygmomanometer in evaluating the blood pressure of healthy volunteers; multimodal image registration for potential diagnosis and monitoring of morphoea using a hybrid NGC method; a clustering model for identification of time course gene expression patterns; comparison of pre- and post-reconstruction denoising approaches in positron emission tomography; localization of white blood cell images using Haar cascade classifiers; and pulmonary crackle feature extraction using Tsallis entropy for automatic lung sound classification.",,,Conference Review,"Final","",Scopus,2-s2.0-85017513205
"Zou Y., Wang Y., Zhang Y., Koo J.-H.","57200201534;57200055610;57212270042;36169854600;","Arctic sea ice, Eurasia snow, and extreme winter haze in China",2017,"Science Advances","3","3","e1602751","","",,135,"10.1126/sciadv.1602751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018299638&doi=10.1126%2fsciadv.1602751&partnerID=40&md5=f519054d61e2f527ad730b5c89d5e263","School of Earth and Atmospheric Sciences, Georgia Institute of Technology, Atlanta, GA  30332–0340, United States; Department of Atmospheric Sciences, Yonsei University, Seoul, South Korea","Zou, Y., School of Earth and Atmospheric Sciences, Georgia Institute of Technology, Atlanta, GA  30332–0340, United States; Wang, Y., School of Earth and Atmospheric Sciences, Georgia Institute of Technology, Atlanta, GA  30332–0340, United States; Zhang, Y., School of Earth and Atmospheric Sciences, Georgia Institute of Technology, Atlanta, GA  30332–0340, United States; Koo, J.-H., School of Earth and Atmospheric Sciences, Georgia Institute of Technology, Atlanta, GA  30332–0340, United States, Department of Atmospheric Sciences, Yonsei University, Seoul, South Korea","The East China Plains (ECP) region experienced the worst haze pollution on record for January in 2013. We show that the unprecedented haze event is due to the extremely poor ventilation conditions, which had not been seen in the preceding three decades. Statistical analysis suggests that the extremely poor ventilation conditions are linked to Arctic sea ice loss in the preceding autumn and extensive boreal snowfall in the earlier winter. We identify the regional circulation mode that leads to extremely poor ventilation over the ECP region. Climate model simulations indicate that boreal cryospheric forcing enhances the regional circulation mode of poor ventilation in the ECP region and provides conducive conditions for extreme haze such as that of 2013. Consequently, extreme haze events in winter will likely occur at a higher frequency in China as a result of the changing boreal cryosphere, posing difficult challenges for winter haze mitigation but providing a strong incentive for greenhouse gas emission reduction. 2017 © The Authors, some rights reserved.",,"Climate models; Emission control; Gas emissions; Greenhouse gases; Sea ice; Snow; Arctic sea ice; Climate model simulations; Cryosphere; East China; Greenhouse gas emission reduction; Haze pollutions; Higher frequencies; Regional circulation; Ventilation; Arctic; article; autumn; carbon footprint; China; climate change; haze; sea ice; simulation; winter",Article,"Final","",Scopus,2-s2.0-85018299638
"Zoldak P., Naber J.","55678542600;7003405628;","Spark Ignited Direct Injection Natural Gas Combustion in a Heavy Duty Single Cylinder Test Engine-Nozzle Included Angle Effects",2017,"SAE Technical Papers","2017-March","March",,"","",,4,"10.4271/2017-01-0781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019030802&doi=10.4271%2f2017-01-0781&partnerID=40&md5=57a0d9bbd059d0ade45878ebb4422b13","Michigan Technological University, United States","Zoldak, P., Michigan Technological University, United States; Naber, J., Michigan Technological University, United States","The increased availability of natural gas (NG) in the United States (US) and its relatively low cost versus diesel fuel has increased interest in the conversion of medium duty (MD) and heavy duty (HD) engines to NG fueled combustion systems. The aim for development for these NG engines is to realize fuel cost savings and increase operating range while reduce harmful emissions and maintaining durability. Traditionally, port-fuel injection (PFI) or premixed NG spark-ignited (SI) combustion systems have been used for light duty LD, and MD engines with widespread use in the US and Europe [1]. However, this technology exhibits poor thermal efficiency and is load limited due to knock phenomenon that has prohibited its use for HD engines. Spark Ignited Direct Injection (SIDI) can be used to create a partially stratified combustion (PSC) mixture of NG and air during the compression stroke. PSC promises to deliver improved thermal efficiency by avoiding excessive premixing and extending the lean limits which helps to extend the knock and load limit. In this work, a CAT 3401 SCOTE single cylinder engine with 14:1 compression ratio (CR) was used to investigate SIDI NG combustion using an integrated spark injector-igniter. The injector nozzle included angle (NIA) was varied from 80 degrees to 150 degrees to determine the impact on fuel consumption, combustion stability, phasing, and emissions. Start of injection (SOI) and spark ignition (SPK) timings were determined from previous work for a near stoichiometric operation (AFR 16 to 20:1). The nozzle included angle of 100 degrees resulted in up to 43% indicated thermal efficiency across a part-load operating range 3 to 11 bar and provided the best trade-off between fuel economy, emissions and combustion stability. This work demonstrated the optimization potential of a 100 degree NIA for high thermal efficiency of a heavy duty engine over the low load operating conditions. Copyright © 2017 SAE International.",,"Compression ratio (machinery); Diesel engines; Diesel fuels; Economic and social effects; Efficiency; Engine cylinders; Fuel economy; Ignition; Natural gas; Nozzles; Combustion stability; Emissions and combustion; Improved thermal efficiencies; Indicated thermal efficiency; Natural gas combustion; Optimization potential; Single cylinder engine; Stratified combustion; Direct injection",Conference Paper,"Final","",Scopus,2-s2.0-85019030802
"Zografos C.","6507452335;","Flows of sediment, flows of insecurity: Climate change adaptation and the social contract in the Ebro Delta, Catalonia",2017,"Geoforum","80",,,"49","60",,8,"10.1016/j.geoforum.2017.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010831249&doi=10.1016%2fj.geoforum.2017.01.004&partnerID=40&md5=cac32505dbbc1b7421059b1b153379ce","Ramón y Cajal Research Fellow, John Hopkins University – Pompeu Fabra University Public Policy Centre, Barcelona, Spain; Ramón y Cajal Research Fellow, Visiting Professor, Department of Environmental Studies, Faculty of Social Studies, Masaryk University, Jostova 10, Brno, 61500, Czech Republic; Ramón y Cajal Research Fellow, Department of Political and Social Sciences, Universitat Pompeu Fabra, Barcelona, Spain; Ramón y Cajal Research Fellow, Institute of Environmental Science & Technology (ICTA), Universitat Autònoma de Barcelona, Spain","Zografos, C., Ramón y Cajal Research Fellow, John Hopkins University – Pompeu Fabra University Public Policy Centre, Barcelona, Spain, Ramón y Cajal Research Fellow, Visiting Professor, Department of Environmental Studies, Faculty of Social Studies, Masaryk University, Jostova 10, Brno, 61500, Czech Republic, Ramón y Cajal Research Fellow, Department of Political and Social Sciences, Universitat Pompeu Fabra, Barcelona, Spain, Ramón y Cajal Research Fellow, Institute of Environmental Science & Technology (ICTA), Universitat Autònoma de Barcelona, Spain","To avoid dominant positivist explanations of links between climate change and security, I use alternative, human security approaches to study how climate security is managed in one of Spain's most endangered coastal ecosystems, the Ebro Delta. I find that increasing the downstream flow of sediments retained in upstream dams is a crucial measure for dealing with climate change threats (sea-level rise) in the Delta. Yet, state policies do not increase sediment flow, but instead implement incremental adaptation at the site of climate impact (coast), which, at times, requires executing small-scale land expropriations. Refraining from improving human security via increasing sediment flow benefits corporate interests upstream. At the same time, expropriation silences mild farmer protest downstream and adds insult to injury by conveying to farmers a sense of blame for their vulnerability to climate change. Meanwhile, using expropriation at the service of incremental adaptation goes against the very rationale of expropriation established by Spanish legislation and creates a fundamental contradiction between what the practice is meant to deliver, namely security and the social contract from the part of the state, and what it actually does, i.e. permit the state to evade providing human security. I conclude that, under climate change, achieving human security, the delivery of the social contract, and corporate rent-seeking at the same time may not be possible. Moreover, rather than the social contract been threatened by state incapacity to respond to the effects of climate change and breached social contract expectations of vulnerable communities, it is the actual mobilisation of the contract in order to respond to climate change that diminishes human security. © 2017 Elsevier Ltd","Climate change adaptation; Climate-security nexus; Ebro Delta; Farmland expropriation; Human security; Social contract","adaptive management; agricultural land; climate change; coastal zone management; sea level change; sediment transport; Catalonia; Ebro Delta; Spain; Tarragona [Catalonia]",Article,"Final","",Scopus,2-s2.0-85010831249
"Zielińska E., Girtler J., Lejda K.","57193957647;27067696600;6507354415;","Analysis of Catalitic Reactors Usefulness to Reduce Pollution Generated by Piston Combustion Engines with Regard to Ship Main Engines",2017,"Polish Maritime Research","24","1",,"81","87",,1,"10.1515/pomr-2017-0010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017623150&doi=10.1515%2fpomr-2017-0010&partnerID=40&md5=96b87dbf88f651a4688bb281c14743d4","Rzeszów University of Technology, 12 Powstañców Warszawy St., Rzeszów, 35 - 959, Poland; Gdañsk University of Technology, Poland","Zielińska, E., Rzeszów University of Technology, 12 Powstañców Warszawy St., Rzeszów, 35 - 959, Poland; Girtler, J., Gdañsk University of Technology, Poland; Lejda, K., Rzeszów University of Technology, 12 Powstañców Warszawy St., Rzeszów, 35 - 959, Poland","The article presents results which indicate that the use of catalytic reactors to reduce emissions of harmful compunds contained in the exhaust gas is important in the operation of vehicle motors operation. Efforts of the shipbuilding industry to reduce the toxicity of exhaust gas emitted by the main engines have been indicated and pointed to the desirability of the use of these catalysts in maritime transport. It has been pointed out that studies of the harmful substances in exhaust gases performer at vehicle inspection stations have an impact on increasing the safety of drivers and other road users and contribute to preserving the natural environment by reducing the danger coming from cars operating on Polish roads. An opinion has been expressed that the most serious threats to the environment are emitted by car transport exhaust fumes, which are characterized by significant emission of toxic compounds excreted into the atmosphere from tailpipe emissions. It has been demonstrated that a fully functioning catalytic reactor, operating in a steady state at appropriate temperatures and the composition of the mixture close to stoichiometric ratio, can reduce emissions of carbon monoxide, hydrocarbons and nitrogen oxides by more than 90%. Also, an assessment has been presented reporting the efficiency of catalytic reactors of spark ignition engines operating in a test vehicle inspection station. The results of research in the evaluation of their performance were correlated with their operation waveforms. Such an approach is justified by the fact that during the operation of each vehicle the wear of its assemblies and components is different - including the catalytic reactor. The catalytic layer undergoes aging so that there are changes in the structure and chemical composition of the catalyst bed, while the overlapping of layers of different chemical compounds that block access to the active layer of the reactor. An opinion has also been expressed that it would be advisable to take steps to use research results presented in this article for research of catalytic reactors similar use in diagnostic systems of marine combustion engines, especially the main ones, which exhaust emissions are incomparably greater than in the case of car engines. © 2017 Walter de Gruyter GmbH, Berlin/Boston.","catalytic reactor; harmful compounds; ship engine; the catalytic reactor efficiency","Automobile engines; Carbon; Carbon monoxide; Catalysts; Chemical compounds; Combustion; Crashworthiness; Efficiency; Engines; Exhaust gases; Gas emissions; Gases; Marine engines; Nitrogen oxides; Shipbuilding; Ships; Vehicles; Catalytic reactor; Chemical compositions; Harmful compounds; Maritime transport; Natural environments; Shipbuilding industry; Stoichiometric ratio; Vehicle inspections; Air pollution",Article,"Final","",Scopus,2-s2.0-85017623150
"Ziegler A.","25029373300;","Political orientation, environmental values, and climate change beliefs and attitudes: An empirical cross country analysis",2017,"Energy Economics","63",,,"144","153",,74,"10.1016/j.eneco.2017.01.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013850915&doi=10.1016%2fj.eneco.2017.01.022&partnerID=40&md5=80ebdb8fbf9d861b957ecc7ab982c504","University of Kassel, Department of Economics, Nora-Platiel-Str. 5, Kassel, 34109, Germany; Centre for European Economic Research (ZEW), Mannheim, Germany","Ziegler, A., University of Kassel, Department of Economics, Nora-Platiel-Str. 5, Kassel, 34109, Germany, Centre for European Economic Research (ZEW), Mannheim, Germany","Based on unique data from representative computer-based surveys among more than 3400 citizens, this paper empirically examines the determinants of several climate change beliefs and attitudes in three countries which are key players in international climate policy, namely the USA, Germany (as the largest country in the European Union), and China. Our econometric analysis implies that political orientation in the USA is by far more relevant for general climate change beliefs and beliefs in anthropogenic climate change than in Germany and China. Furthermore, US and German citizens with a conservative, but not green identification significantly less often support publicly financed climate policy, while US and German respondents with a social–green identification and Chinese respondents belonging to the Communist Party have a significantly higher willingness to pay a price premium for climate-friendly products. However, our econometric analysis overall reveals that environmental values, which are measured by a New Ecological Paradigm (NEP) scale, are the major factors for climate change beliefs and attitudes in all three countries and thus play an even more dominant role than political orientation. In addition, environmental values weaken the differences in several climate change beliefs and attitudes between a right-wing and a left-wing identification. These interaction effects between political orientation and the NEP scale are especially strong in the USA, only relevant for the support of publicly financed climate policy in Germany, and negligible in China. Our estimation results suggest alternative strategies such as specific communication campaigns in order to reduce the climate change skepticism in conservative and right-wing circles in the USA and to increase the support of climate policies among such population groups. © 2017 Elsevier B.V.","Climate change beliefs; Climate policy; Econometric analysis; Environmental values; NEP scale; Political orientation; Price premium for climate-friendly products","Social sciences; Value engineering; Climate policy; Econometric analysis; Environmental values; NEP scale; Political orientation; Price premiums; Climate change; climate change; econometrics; empirical analysis; environmental policy; environmental politics; environmental values; China; Germany; United States",Article,"Final","",Scopus,2-s2.0-85013850915
"Zhuang M., Gongbuzeren, Li W.","40662252200;56716209100;55719043100;","Greenhouse gas emission of pastoralism is lower than combined extensive/intensive livestock husbandry: A case study on the Qinghai-Tibet Plateau of China",2017,"Journal of Cleaner Production","147",,,"514","522",,20,"10.1016/j.jclepro.2017.01.126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013676638&doi=10.1016%2fj.jclepro.2017.01.126&partnerID=40&md5=7f767ab9de3ac68c953548f2d11056f0","College of Environmental Sciences and Engineering, Peking University, China; Population Research Institute, Southwestern University of Finance and Economics, China","Zhuang, M., College of Environmental Sciences and Engineering, Peking University, China; Gongbuzeren, Population Research Institute, Southwestern University of Finance and Economics, China; Li, W., College of Environmental Sciences and Engineering, Peking University, China","The increasing demand of livestock products and production efficiency of livestock husbandry, and restoration of grassland ecosystem have been inducing the rapid transition of livestock husbandry systems from pastoralism into intensive systems. Such transition has been resulted in changes in the greenhouse gas (GHG) emissions, though it is rarely studied, especially in the pastoral area of China. Aimed to address this question, on the Qinghai-Tibet Plateau we selected Chanaihai village as the pastoralism system, and Guinan Grassland Development Limited Company as the combination of extensive and intensive livestock husbandry system, to compare the GHG emission between the two systems using life cycle assessment method. Our results showed that the GHG emission intensity both in per unit of area and per unit of carcass weight in the combined extensive/intensive livestock husbandry were higher than the pastoralism, indicating that the shift into the combined extensive/intensive livestock husbandry system increased the GHG emission. Such results could be attributed to the lower soil carbon uptake and higher GHG emission derived from the external inputs such as seed, diesel, and electricity in the combined extensive/intensive system. These findings demonstrated that the ongoing transition in the pastoral area of Qinghai-Tibet Plateau may be inappropriate under the background of global GHG mitigation. As suggestions, we argued that reduction in the manure combustion and increase in soil carbon uptake could be effective measures to reduce the GHG emission intensity of livestock husbandry. © 2017 Elsevier Ltd","Combined extensive/intensive system; GHG emission intensity; Life cycle assessment; Pastoralism; Qinghai-Tibet Plateau","Ecosystems; Fertilizers; Gas emissions; Greenhouse gases; Life cycle; Combined extensive/intensive system; GHG emission; Life Cycle Assessment (LCA); Pastoralism; Qinghai Tibet plateau; Agriculture",Article,"Final","",Scopus,2-s2.0-85013676638
"Zhu X., Wholey D.R., Cain C., Natafgi N.","55502523500;7003871895;55446256400;55324132600;","Staff Turnover in Assertive Community Treatment (Act) Teams: The Role of Team Climate",2017,"Administration and Policy in Mental Health and Mental Health Services Research","44","2",,"258","268",,6,"10.1007/s10488-016-0740-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969920232&doi=10.1007%2fs10488-016-0740-7&partnerID=40&md5=ba063737572756a5cc22b3122131128f","Department of Health Management and Policy, College of Public Health, University of Iowa, N222 CPHB, 145 N Riverside Dr, Iowa City, IA  52242, United States; Division of Health Policy and Management, School of Public Health, University of Minnesota, MMC 729, 420 Delaware St SE, Minneapolis, MN  55455, United States; Department of Health Policy and Management, Fielding School of Public Health, University of California Los Angeles, 31-253B CHS, 650 Charles Young Dr S, Los Angeles, CA  90095, United States; Department of Health Management and Policy, College of Public Health, University of Iowa, N277 CPHB, 145 N Riverside Dr, Iowa City, IA  52242, United States","Zhu, X., Department of Health Management and Policy, College of Public Health, University of Iowa, N222 CPHB, 145 N Riverside Dr, Iowa City, IA  52242, United States; Wholey, D.R., Division of Health Policy and Management, School of Public Health, University of Minnesota, MMC 729, 420 Delaware St SE, Minneapolis, MN  55455, United States; Cain, C., Department of Health Policy and Management, Fielding School of Public Health, University of California Los Angeles, 31-253B CHS, 650 Charles Young Dr S, Los Angeles, CA  90095, United States; Natafgi, N., Department of Health Management and Policy, College of Public Health, University of Iowa, N277 CPHB, 145 N Riverside Dr, Iowa City, IA  52242, United States","Staff turnover in Assertive Community Treatment (ACT) teams can result in interrupted services and diminished support for clients. This paper examines the effect of team climate, defined as team members’ shared perceptions of their work environment, on turnover and individual outcomes that mediate the climate-turnover relationship. We focus on two climate dimensions: safety and quality climate and constructive conflict climate. Using survey data collected from 26 ACT teams, our analyses highlight the importance of safety and quality climate in reducing turnover, and job satisfaction as the main mediator linking team climate to turnover. The findings offer practical implications for team management. © 2016, Springer Science+Business Media New York.","Assertive community treatment; Burnout; Job satisfaction; Staff turnover; Team climate","adult; burnout; female; human; job satisfaction; male; mental health service; middle aged; organization and management; organizational culture; patient care; personnel management; psychology; questionnaire; statistics and numerical data; Adult; Burnout, Professional; Community Mental Health Services; Female; Humans; Job Satisfaction; Male; Middle Aged; Organizational Culture; Patient Care Team; Personnel Turnover; Surveys and Questionnaires",Article,"Final","",Scopus,2-s2.0-84969920232
