Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Abel D., Holloway T., Kladar R.M., Meier P., Ahl D., Harkey M., Patz J.","57194522129;7003875618;57194526736;7201724577;57210423747;7003439613;7005533678;","Response of Power Plant Emissions to Ambient Temperature in the Eastern United States",2017,"Environmental Science and Technology","51","10",,"5838","5846",,26,"10.1021/acs.est.6b06201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020553086&doi=10.1021%2facs.est.6b06201&partnerID=40&md5=21f5379f1ae865dbd8f7cdd41f13fdc6","Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin - Madison, Madison, WI  53726, United States; Department of Atmospheric and Oceanic Sciences, University of Wisconsin - Madison, Madison, WI  53726, United States; Wisconsin Energy Institute (WEI), University of Wisconsin - Madison, Madison, WI  53726, United States; Seventhwave, 749 University Row, Madison, WI  53705, United States; Global Health Institute, University of Wisconsin - Madison, Madison, WI  53726, United States; University of Wisconsin - Madison, Great Lakes Bioenergy Research Center, 905 Engineering Research Building, 1500 Engineering Dr., Madison, WI  53706, United States","Abel, D., Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin - Madison, Madison, WI  53726, United States; Holloway, T., Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin - Madison, Madison, WI  53726, United States, Department of Atmospheric and Oceanic Sciences, University of Wisconsin - Madison, Madison, WI  53726, United States; Kladar, R.M., Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin - Madison, Madison, WI  53726, United States; Meier, P., Wisconsin Energy Institute (WEI), University of Wisconsin - Madison, Madison, WI  53726, United States, University of Wisconsin - Madison, Great Lakes Bioenergy Research Center, 905 Engineering Research Building, 1500 Engineering Dr., Madison, WI  53706, United States; Ahl, D., Seventhwave, 749 University Row, Madison, WI  53705, United States; Harkey, M., Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin - Madison, Madison, WI  53726, United States; Patz, J., Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin - Madison, Madison, WI  53726, United States, Global Health Institute, University of Wisconsin - Madison, Madison, WI  53726, United States","Past studies have established strong connections between meteorology and air quality, via chemistry, transport, and natural emissions. A less understood linkage between weather and air quality is the temperature-dependence of emissions from electricity generating units (EGUs), associated with high electricity demand to support building cooling on hot days. This study quantifies the relationship between ambient surface temperatures and EGU air emissions (CO2, SO2, and NOX) using historical data. We find that EGUs in the Eastern U.S. region from 2007 to 2012 exhibited a 3.87% ± 0.41% increase in electricity generation per °C increase during summer months. This is associated with a 3.35%/°C ± 0.50%/°C increase in SO2 emissions, a 3.60%/°C ± 0.49%/°C increase in NOX emissions, and a 3.32%/°C ± 0.36%/°C increase in CO2 emissions. Sensitivities vary by year and by pollutant, with SO2 both the highest sensitivity (5.04% in 2012) and lowest sensitivity (2.19% in 2007) in terms of a regional average. Texas displays 2007-2012 sensitivities of 2.34%/°C ± 0.28%/°C for generation, 0.91%/°C ± 0.25%/°C for SO2 emissions, 2.15%/°C ± 0.29%/°C for NOX emissions, and 1.78%/°C ± 0.22%/°C for CO2 emissions. These results suggest demand-side and supply side technological improvements and fuel choice could play an important role in cost-effective reduction of carbon emissions and air pollution. © 2017 American Chemical Society.",,"Air quality; Atmospheric temperature; Carbon; Carbon dioxide; Cost effectiveness; Electric power generation; Pollution; Sulfur dioxide; Temperature distribution; Carbon emissions; Electricity demands; Electricity generation; Natural emissions; Power-plant emissions; Surface temperatures; Technological improvements; Temperature dependence; Air pollution; carbon dioxide; nitrogen oxide; air quality; ambient air; atmospheric pollution; carbon dioxide; carbon emission; demand-side management; electricity generation; emission control; industrial emission; power plant; sensitivity analysis; temperature effect; air quality; Article; cooling; electric power plant; electricity; environmental temperature; pollutant; summer; temperature; temperature sensitivity; United States; air pollutant; air pollution; analysis; temperature; Texas; Texas; United States; Air Pollutants; Air Pollution; Power Plants; Temperature; Texas; United States",Article,"Final","",Scopus,2-s2.0-85020553086
"Abeleira A.J., Farmer D.K.","57193792979;13403849600;","Summer ozone in the northern Front Range metropolitan area: Weekend-weekday effects, temperature dependences, and the impact of drought",2017,"Atmospheric Chemistry and Physics","17","11",,"6517","6529",,28,"10.5194/acp-17-6517-2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019970321&doi=10.5194%2facp-17-6517-2017&partnerID=40&md5=8f4f33ea50e2ea9b8d87430ce735a73d","Department of Chemistry, Colorado State University, Fort Collins, CO  80523, United States","Abeleira, A.J., Department of Chemistry, Colorado State University, Fort Collins, CO  80523, United States; Farmer, D.K., Department of Chemistry, Colorado State University, Fort Collins, CO  80523, United States","Contrary to most regions in the US, ozone in the northern Front Range metropolitan area (NFRMA) of Colorado was either stagnant or increasing between 2000 and 2015, despite substantial reductions in NOx emissions. We used available long-term ozone and NOx data in the NFRMA to investigate these trends. Ozone increased from weekdays to weekends for a number of sites in the NFRMA with weekend reductions in NO2 at two sites in downtown Denver, indicating that the region was in a NOx-saturated ozone production regime. The stagnation and increases in ozone in the NFRMA are likely due to a combination of decreasing NOx emissions in a NOx-saturated environment and increased anthropogenic volatile organic compound (VOC) emissions in the NFRMA. Further investigation of the weekend-weekday effect showed that the region outside of the most heavily trafficked Denver area was transitioning to peak ozone production towards NOx-limited chemistry. This transition implies that continued NOx decreases will result in ozone being less sensitive to changes in either anthropogenic or biogenic VOC reactivity in the NFRMA. In contrast to anthropogenic VOCs, biogenic VOCs are unlikely to have increased in the NFRMA between 2000 and 2015, but are temperature dependent and likely vary by drought year. Ozone in the NFRMA has a temperature dependence, albeit smaller than many other US locations, consistent with biogenic VOC contributions to ozone production in the region. We show that while ozone increased with temperature in the NFRMA, which is consistent with a NOx-saturated regime coupled to temperature-dependent VOCs, this relationship is suppressed in drought years. We attribute this drought year suppression to decreased biogenic isoprene emissions due to long-term drought stress. Thus, while anthropogenic NOx and VOCs likely dominate ozone production regimes in the NFRMA, biogenic VOCs may also impact regional ozone and its temperature dependence. © Author(s) 2017.",,"air temperature; atmospheric chemistry; drought; emission control; isoprene; metropolitan area; nitrogen oxides; ozone; summer; volatile organic compound; Colorado; Front Range; Rocky Mountains",Article,"Final","",Scopus,2-s2.0-85019970321
"Abu Bakar A., Mohd Ali M.K.F., Md Noor N., Yahaya N., Ismail M., Abdullah A.","56356527900;57192390078;35810948700;37114973200;57205250891;57196639478;","Bio-corrosion of carbon steel by sulfate reducing bacteria consortium in oil and gas pipelines",2017,"Journal of Mechanical Engineering and Sciences","11","2",,"2592","2600",,5,"10.15282/jmes.11.2.2017.3.0237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041802565&doi=10.15282%2fjmes.11.2.2017.3.0237&partnerID=40&md5=658dbf1f0ad6768b54a158538fd7cfbf","Faculty of Civil Engineering, Universiti Teknologi Malaysia, Skudai, Johor, 81310, Malaysia; Faculty of Chemical Engineering and Natural Resources, Universiti Malaysia Pahang, Gambang, Pahang, 26300, Malaysia","Abu Bakar, A., Faculty of Civil Engineering, Universiti Teknologi Malaysia, Skudai, Johor, 81310, Malaysia; Mohd Ali, M.K.F., Faculty of Civil Engineering, Universiti Teknologi Malaysia, Skudai, Johor, 81310, Malaysia; Md Noor, N., Faculty of Civil Engineering, Universiti Teknologi Malaysia, Skudai, Johor, 81310, Malaysia; Yahaya, N., Faculty of Civil Engineering, Universiti Teknologi Malaysia, Skudai, Johor, 81310, Malaysia; Ismail, M., Faculty of Civil Engineering, Universiti Teknologi Malaysia, Skudai, Johor, 81310, Malaysia; Abdullah, A., Faculty of Chemical Engineering and Natural Resources, Universiti Malaysia Pahang, Gambang, Pahang, 26300, Malaysia","This research is aimed to give an overview of the impact of bio-corrosion on carbon steel grade API 5L X-70 immersed in growth medium and exposed to SRB consortium. Simulation of anaerobic corrosion conditions was carried out in a laboratory for 28 days. Raw crude oil gathered from the Baram Delta Operation Terminal was cultured in broth number 1249 (Modified Barr's Medium) to study the effect of bacteria growth upon metal loss. Carbon steel coupons grade X70 were cut to approximately 10mm x 20mm x 5mm and immersed in the cultured broth. During the experiment, the planktonic SRB were enumerated using a counting chamber (direct cell count method) under the electronic microscope at 200x magnification. Results indicated that the optimum pH and temperature for the respected SRB consortium genes were 8.5 and 37 °C, respectively. Metal loss of the corrosion specimen was measured and recorded after retrieval from the immersion period in the medium on a weekly basis prior to SRB inoculation for further analysis. The metal loss values supported that SRB activity can increase the metal loss of carbon steel against time of exposure. Additionally, the FESEM image showed the biofilm formations on the corrosion specimen. Thus, the results could conclude that bio-corrosion caused by particular local SRB consortium can be considered as a threat to carbon steel pipelines. Besides, the effect of SRB activity and response towards metallic materials in a dynamic environment is an interesting topic to be studied upon in the future. © Universiti Malaysia Pahang, Malaysia.","Anaerobic corrosion; Bio-corrosion; Microbiologically influenced corrosion; Sulfate-reducing bacteria",,Article,"Final","",Scopus,2-s2.0-85041802565
"Adams T., Robl T.","57204050451;7004160912;","Coal products and the environment",2017,"Coal Combustion Products (CCPs): Characteristics, Utilization and Beneficiation",,,,"391","394",,,"10.1016/B978-0-08-100945-1.00016-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054258637&doi=10.1016%2fB978-0-08-100945-1.00016-2&partnerID=40&md5=429f8f6e12341be072c94b528083d3ec","American Coal Ash Association, Lexington, KY, United States; University of Kentucky, Lexington, KY, United States","Adams, T., American Coal Ash Association, Lexington, KY, United States; Robl, T., University of Kentucky, Lexington, KY, United States","The use of coal products provides major environmental benefits through improved performance of construction materials and reduced greenhouse gas emissions. Although generally considered nonhazardous these products must be managed carefully as attested to by ash damn failures in the United States. Both the environmental benefits and the potential management risks are discussed in this section of the book. The final chapter discusses these materials as internationally traded products with a bright future. © 2017 Elsevier Ltd. All rights reserved.","Environmental and health risks; Environmental benefits; Greenhouse gas emission; Traded commodity",,Book Chapter,"Final","",Scopus,2-s2.0-85054258637
"Aggarwal A., Salemi J.L., Yap B., Matas J.L., Naik S., Zoorob R.J., Salihu H.M.","57192221195;22036473100;57194032632;57192228759;57194033064;7004379155;7006877294;","Modified advanced life support in obstetrics course: Feasibility, trainee satisfaction, and sustainability potential",2017,"Family Medicine and Community Health","5","1",,"71","77",,,"10.15212/FMCH.2017.0107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018455515&doi=10.15212%2fFMCH.2017.0107&partnerID=40&md5=da4bd31081f7d0c3bb83460b7d3939f3","Department of Family and Community Medicine, Baylor College of Medicine, Houston, TX, United States; College of Public Health, University of South Florida, Tampa, FL, United States","Aggarwal, A., Department of Family and Community Medicine, Baylor College of Medicine, Houston, TX, United States; Salemi, J.L., Department of Family and Community Medicine, Baylor College of Medicine, Houston, TX, United States; Yap, B., Department of Family and Community Medicine, Baylor College of Medicine, Houston, TX, United States; Matas, J.L., Department of Family and Community Medicine, Baylor College of Medicine, Houston, TX, United States; Naik, S., College of Public Health, University of South Florida, Tampa, FL, United States; Zoorob, R.J., Department of Family and Community Medicine, Baylor College of Medicine, Houston, TX, United States; Salihu, H.M., Department of Family and Community Medicine, Baylor College of Medicine, Houston, TX, United States","Objective: The main objective of this initiative was to present evaluation results from an innovative adaptation of the Advanced Life Support in Obstetrics (ALSO) training course. We modified the traditional ALSO curriculum in our institution by adding hands-on training in laceration repairs and simulation scenarios on acute maternity care. Methods: The modified ALSO provider course was designed to enhance cognitive and procedural skills of health care professionals in managing obstetric emergencies. Forty-nine participants attended this course and completed a posttraining survey. Descriptive statistics were used to describe the participant-reported assessment scores for the ALSO course on three domains (subject knowledge, organization and clarity, and teaching effectiveness) for each of 12 course topics. Results: Evaluation of the results showed a high rate of trainee satisfaction as evidenced by the mean assessment scores across all topics ranging from 4.80 to 4.98 (out of 5.00). All trainees said they would refer others to the course. Our modified ALSO course effectively addressed the important needs of primary care physicians involved in maternity care, especially in underserved communities where specialized obstetric care is not readily available. Both simulation scenarios and workshops using simulated human tissue provide a better foundation before formal training. Conclusion: Given the changing legal and regulatory climate, we expect that learning to treat complex obstetric situations on the job will become increasingly risky. With this in mind, both simulation scenarios and workshops using simulated human tissue will provide a better foundation before formal training. © 2017 Family Medicine and Community Health.","Advanced Life Support in Obstetrics (ALSO); Hands-on laceration repair; Simulated human tissue; Training",,Article,"Final","",Scopus,2-s2.0-85018455515
"Agra H., Klein T., Vasl A., Kadas G., Blaustein L.","26533949000;8535465900;55747501000;8568634900;7004189872;","Measuring the effect of plant-community composition on carbon fixation on green roofs",2017,"Urban Forestry and Urban Greening","24",,,"1","4",,12,"10.1016/j.ufug.2017.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016143607&doi=10.1016%2fj.ufug.2017.03.003&partnerID=40&md5=5a8ec5155076a03a0f03a0bba3344a98","Kadas Green Roofs Ecology Center, Institute of Evolution, University of Haifa, Mt Carmel, 3498838, Israel; Department of Plant & Environmental Sciences, Weizmann Institute of Science, Rehovot, 76100, Israel; Environmental Research Group, Sustainability Research Institute, University of East London, London, E16 2RD, United Kingdom","Agra, H., Kadas Green Roofs Ecology Center, Institute of Evolution, University of Haifa, Mt Carmel, 3498838, Israel; Klein, T., Department of Plant & Environmental Sciences, Weizmann Institute of Science, Rehovot, 76100, Israel; Vasl, A., Kadas Green Roofs Ecology Center, Institute of Evolution, University of Haifa, Mt Carmel, 3498838, Israel; Kadas, G., Kadas Green Roofs Ecology Center, Institute of Evolution, University of Haifa, Mt Carmel, 3498838, Israel, Environmental Research Group, Sustainability Research Institute, University of East London, London, E16 2RD, United Kingdom; Blaustein, L., Kadas Green Roofs Ecology Center, Institute of Evolution, University of Haifa, Mt Carmel, 3498838, Israel","Green roofs provide many ecosystem services such as regulation of building temperatures, reducing urban heat-island effects and draining rainwater. In addition, they are expected to reduce the high levels of CO2 concentrations in big cities. Previous CO2 fixation studies on green roofs were done by taking long-time-period samples using expensive equipment and with limited replication. To plan green roofs for optimal CO2 reduction, a simple method to quantify CO2 fixation rate in relation to plant species-composition is required. The method we tested is direct measurement of CO2 concentrations with a portable air-quality meter, which allows a large number of samples. Here we focus on differences in the photosynthetic effect between plots containing the local Mediterranean succulent, Sedum sediforme and plots containing various annuals. In a factorial design (presence or absence of Sedum crossed with presence or absence of annuals), we tested the effect of sedum and annual treatments on CO2 concentrations. To compare our results with a commonly used method, and to evaluate the role of the different species, we examined the photosynthetic activity at the single plant level under these treatments by using a portable gas-exchange measuring system. We found that our method can detect the effect of different green roof plots and can be used as a simple and reliable tool for green-roof planers. We found that annuals reduced CO2 concentrations, but only in the absence of Sedum. Sedum alone had no effect on CO2 concentrations. This emphasizes the importance of integrating plots with annual plants in Sedum-based green roofs. © 2017 Elsevier GmbH","CO2 concentration; Living roofs; Photosynthesis","air quality; carbon dioxide; carbon fixation; community composition; concentration (composition); ecosystem service; gas exchange; greenspace; heat island; Mediterranean environment; photosynthesis; plant community; roof; urban area; Sedum; Sedum sediforme",Article,"Final","",Scopus,2-s2.0-85016143607
"Agus Suryawan I.G.P., Suardana N.P.G., Suprapta Winaya I.N., Budiarsa Suyasa I.W., Tirta Nindhia T.G.","57197721257;36984551600;18635759300;57194728555;55863718900;","Study of stinging nettle (urtica dioica l.) Fibers reinforced green composite materials : a review",2017,"IOP Conference Series: Materials Science and Engineering","201","1","012001","","",,8,"10.1088/1757-899X/201/1/012001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021826543&doi=10.1088%2f1757-899X%2f201%2f1%2f012001&partnerID=40&md5=5b234a56986617af2f6936d44de6bdb6","Department of Mechanical Engineering, Udayana University, Kampus Bukit Jimbaran, Bali, Indonesia; Department of Chemistry, Udayana University, Kampus Bukit Jimbaran, Bali, Indonesia; Doktoral Stud. of Engineering Science, Udayana University, Bali, Denpasar, Indonesia","Agus Suryawan, I.G.P., Department of Mechanical Engineering, Udayana University, Kampus Bukit Jimbaran, Bali, Indonesia, Doktoral Stud. of Engineering Science, Udayana University, Bali, Denpasar, Indonesia; Suardana, N.P.G., Department of Mechanical Engineering, Udayana University, Kampus Bukit Jimbaran, Bali, Indonesia; Suprapta Winaya, I.N., Department of Mechanical Engineering, Udayana University, Kampus Bukit Jimbaran, Bali, Indonesia; Budiarsa Suyasa, I.W., Department of Chemistry, Udayana University, Kampus Bukit Jimbaran, Bali, Indonesia; Tirta Nindhia, T.G., Department of Mechanical Engineering, Udayana University, Kampus Bukit Jimbaran, Bali, Indonesia","Stinging Nettle (Urtica dioica L., Latin) is a wild plant that grows in Indonesia, Asia, and Europe. Nettle in Bali, Indonesia is called as Lateng, Jelatang. Nettle plant has a very strong fiber and high fixed carbon. Nettle plants are covered with fine hairs, especially in the leaves and stems. When it is touched, it will release chemicals, sting and trigger inflammation that causes redness, itching, bumps and irritation to the skin. Nettle plants grow in the wild, regarded as a weed in the agricultural industry, easy to grow and snatch food from the parent plant. The main objective of this paper is to review of the potential nettle fibers and then explain about the potential of local nettle plant in Indonesia. Nettle is a plant group at the end of bast. Its plant fibers taken from the bark, as reinforcement in composite materials. Nettle fibers have three main advantages such as strong, lightweight and low environmental impact. © Published under licence by IOP Publishing Ltd.",,"Agriculture; Carbon; Composite materials; Environmental impact; Fibers; Reinforced plastics; Reinforcement; Agricultural industries; Bali , Indonesia; Fixed carbons; Indonesia; Nettle fibers; Plant fibers; Strong fibers; Urtica dioica; Plants (botany)",Conference Paper,"Final","",Scopus,2-s2.0-85021826543
"Ahamada I., Fodha M., Kirat D.","6507133466;26643988400;37011061600;","Regional differences in CO2 emissions from the French residential sector: Determinants and distributional consequences",2017,"Revue d'Economie Politique","127","3",,"353","374",,2,"10.3917/redp.273.0353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026682589&doi=10.3917%2fredp.273.0353&partnerID=40&md5=16a548840f6986568daa5c93a7777c4c","Paris School of Economics and University Paris 1, 48 Boulevard Jourdan, Paris, 75014, France; International Monetary Fund, United States; Univ. Orléans, CNRS, LEO, UMR 7322, Orleans, F45067, France","Ahamada, I., Paris School of Economics and University Paris 1, 48 Boulevard Jourdan, Paris, 75014, France, International Monetary Fund, United States; Fodha, M., Paris School of Economics and University Paris 1, 48 Boulevard Jourdan, Paris, 75014, France; Kirat, D., Univ. Orléans, CNRS, LEO, UMR 7322, Orleans, F45067, France","This paper investigates empirically the determinants of the CO2 emissions from the residential and commercial sectors in France. We use panel data on the 22 French administrative regions over the 1995-2009 period. We estimate the relationship between regional CO2 emissions per capita, regional GDP, temperature, the annual number of frost days, heating technology and energy prices. We use these results to assess the regional consequences of implementing a carbon tax of 22€ per metric ton of CO2, and conclude that this policy would increase inequalities between regions. We show that a region-specific carbon tax that equalizes the tax burden among regions, instead of a homogenous national tax, may compensate these inequalities and reduce total CO2 emissions. Last, we show that taking regional specific effects into account in the design of the environmental tax reform may help make this policy more acceptable. © Dalloz. Tous droits réservés pour tous pays.","Carbon tax; CO2 emissions; Distributional effects; Energy consumption; Geographical heterogeneity; Panel",,Article,"Final","",Scopus,2-s2.0-85026682589
"Ahlgren J., Grimvall A., Omstedt A., Rolff C., Wikner J.","7005937186;7003940341;7003330218;6602216091;7003736107;","Temperature, DOC level and basin interactions explain the declining oxygen concentrations in the Bothnian Sea",2017,"Journal of Marine Systems","170",,,"22","30",,6,"10.1016/j.jmarsys.2016.12.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011585192&doi=10.1016%2fj.jmarsys.2016.12.010&partnerID=40&md5=615aa5dfab191bd9f0233fe59d5b7851","The Swedish Institute for the Marine Environment, PO Box 260, Göteborg, SE-40530, Sweden; Umeå University, Umeå Marine Sciences Centre, Norrbyn, Hörnefors, SE-90571, Sweden; Stockholm University, Baltic Sea Ctr, Stockholm, SE-10691, Sweden; Dept. of Marine Sciences, University of Gothenburg, PO Box 460, Göteborg, SE-40530, Sweden","Ahlgren, J., The Swedish Institute for the Marine Environment, PO Box 260, Göteborg, SE-40530, Sweden, Umeå University, Umeå Marine Sciences Centre, Norrbyn, Hörnefors, SE-90571, Sweden; Grimvall, A., The Swedish Institute for the Marine Environment, PO Box 260, Göteborg, SE-40530, Sweden; Omstedt, A., Dept. of Marine Sciences, University of Gothenburg, PO Box 460, Göteborg, SE-40530, Sweden; Rolff, C., The Swedish Institute for the Marine Environment, PO Box 260, Göteborg, SE-40530, Sweden, Stockholm University, Baltic Sea Ctr, Stockholm, SE-10691, Sweden; Wikner, J., The Swedish Institute for the Marine Environment, PO Box 260, Göteborg, SE-40530, Sweden, Umeå University, Umeå Marine Sciences Centre, Norrbyn, Hörnefors, SE-90571, Sweden","Hypoxia and oxygen deficient zones are expanding worldwide. To properly manage this deterioration of the marine environment, it is important to identify the causes of oxygen declines and the influence of anthropogenic activities. Here, we provide a study aiming to explain the declining oxygen levels in the deep waters of the Bothnian Sea over the past 20 years by investigating data from environmental monitoring programmes. The observed decline in oxygen concentrations in deep waters was found to be primarily a consequence of water temperature increase and partly caused by an increase in dissolved organic carbon (DOC) in the seawater (R2Adj. = 0.83) as well as inflow from the adjacent sea basin. As none of the tested eutrophication-related predictors were significant according to a stepwise multiple regression, a regional increase in nutrient inputs to the area is unlikely to explain a significant portion of the oxygen decline. Based on the findings of this study, preventing the development of anoxia in the deep water of the Bothnian Sea is dependent on the large-scale measures taken to reduce climate change. In addition, the reduction of the nutrient load to the Baltic Proper is required to counteract the development of hypoxic and phosphate-rich water in the Baltic Proper, which can form deep water in the Bothnian Sea. The relative importance of these sources to oxygen consumption is difficult to determine from the available data, but the results clearly demonstrate the importance of climate related factors such as temperature, DOC and inflow from adjacent basins for the oxygen status of the sea. © 2017 Elsevier B.V.","Baltic Sea; Bothnian Sea; Climatic changes; Hypoxia; Modelling; Oxygen depletion","Carbon; Climate change; Eutrophication; Models; Nutrients; Organic carbon; Oxygen; Baltic sea; Bothnian Sea; Climatic changes; Hypoxia; Oxygen depletion; Dissolved oxygen; anoxic conditions; anthropogenic effect; climate change; concentration (composition); dissolved organic carbon; environmental modeling; environmental monitoring; marine environment; nutrient enrichment; oxygen consumption; water temperature; Atlantic Ocean; Baltic Sea; Bothnian Sea; Gulf of Bothnia",Article,"Final","",Scopus,2-s2.0-85011585192
"Ahn S.T., Abu-Baker I., Palmore G.T.R.","56508796500;57192073593;6603670534;","Electroreduction of CO2 on polycrystalline copper: Effect of temperature on product selectivity",2017,"Catalysis Today","288",,,"24","29",,29,"10.1016/j.cattod.2016.09.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996598702&doi=10.1016%2fj.cattod.2016.09.028&partnerID=40&md5=4d2a19b131cc4669f7f2e570afa2f7fd","School of Engineering, Brown University, Providence, RI  02912, United States; Department of Chemistry, Brown University, Providence, RI  02912, United States","Ahn, S.T., School of Engineering, Brown University, Providence, RI  02912, United States; Abu-Baker, I., Department of Chemistry, Brown University, Providence, RI  02912, United States; Palmore, G.T.R., School of Engineering, Brown University, Providence, RI  02912, United States, Department of Chemistry, Brown University, Providence, RI  02912, United States","In this paper, we investigate the effect of temperature on product selectivity for the electrochemical reduction of carbon dioxide (CO2) on polycrystalline copper (Cu). We show that the temperature of an electrolyte solution can influence several reaction parameters in the CO2 reduction reaction (CO2RR), including pH (both local and bulk), concentration of dissolved CO2 ([CO2]), solution resistance, the rate of diffusion of reactants to the electrode surface, and adsorbed intermediates. The working potential was −1.60 V vs. Ag/AgCl to allow direct comparison with literature values. Under optimal reaction conditions at 2 °C, the faradaic efficiency (FE) for converting CO2 to methane (CH4) on a Cu electrocatalyst increases to ca. 50% while ethylene (C2H4) decreases to ca. 10%. Above room temperature, the production of hydrogen gas (H2) dominates the electrochemical reaction, reaching &gt;50% FE. The major products (i.e., &gt;5% FE) observed at all temperatures studied were H2, CH4, C2H4, carbon monoxide, and formate, with product selectivity driven by changes in [CO2] rather than changes in pH. Our initial goal was to confirm pH dependence of CO2RR on Cu at different temperatures. Importantly, we discovered that pH varies minimally over the temperature range studied (2 °C to 42 °C), in contrast to changes in [CO2] and corresponding changes in product selectivity. © 2016 Elsevier B.V.","Carbon dioxide; Copper; Electrocatalysis; Temperature","Carbon monoxide; Copper; Electrocatalysis; Electrocatalysts; Electrodes; Electrolytes; Electrolytic reduction; Ethylene; Reaction intermediates; Reduction; Temperature; Adsorbed intermediates; Effect of temperature; Electrochemical reactions; Electrochemical reductions; Faradaic efficiencies; Optimal reaction condition; Polycrystalline copper; Production of hydrogen; Carbon dioxide",Article,"Final","",Scopus,2-s2.0-84996598702
