Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Abatzoglou Ch., Iliopoulou E., Katsanos N.A., Roubani-Kalantzopoulou F., Kalantzopoulos A.","7801355757;13003903600;7003430347;6701832540;56204911900;","Deposition parameters of air pollutants on solid surfaces, measured in the presence of surface and gaseous reactions, with a simultaneous determination of the experimental isotherms",1997,"Journal of Chromatography A","775","1-2",,"211","224",,42,"10.1016/S0021-9673(97)00232-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030795795&doi=10.1016%2fS0021-9673%2897%2900232-X&partnerID=40&md5=7242684ef5b9e7c238a17e58ef069ab1","Physical Chemistry Laboratory, University of Patras, 26500 Patras, Greece; Department of Chemical Engineering, Natl. Tech. Univ., 15780 Zografou, Athens, Greece","Abatzoglou, Ch., Physical Chemistry Laboratory, University of Patras, 26500 Patras, Greece; Iliopoulou, E., Physical Chemistry Laboratory, University of Patras, 26500 Patras, Greece; Katsanos, N.A., Physical Chemistry Laboratory, University of Patras, 26500 Patras, Greece; Roubani-Kalantzopoulou, F., Department of Chemical Engineering, Natl. Tech. Univ., 15780 Zografou, Athens, Greece; Kalantzopoulos, A., Department of Chemical Engineering, Natl. Tech. Univ., 15780 Zografou, Athens, Greece","A method is described for measuring deposition velocities and reaction probabilities of air pollutants with solid surfaces, in the presence of a chemical reaction between two pollutants in the gas phase above the solid. The theoretical analysis is based on experimental adsorption isotherms measured simultaneously through the local adsorption parameters, together with the rate constants for desorption, first-order surface reaction and gaseous chemical reactions. The experimental procedure is that of the reversed-flow gas chromatography (RF-GC) technique, the analysis of the diffusion bands being effected by a personal computer programme. The methodology has been applied to the action of gaseous hydrocarbons on two metal oxides, and of dimethyl sulfide on Penteli marble particles and on pieces obtained from three archaeological statues. All physicochemical parameters mentioned above were measured both in the absence and in the presence of a second gaseous pollutant (NO2). The synergistic effects in the gas phase on the various deposition parameters was fairly obvious.","Adsorption isotherms; Deposition velocity; Dimethyl sulfide; Hydrocarbons, gaseous; Metal oxides; Reaction probability; Synergistic effect","dimethyl sulfide; hydrocarbon; metal oxide; silica gel; air pollutant; air pollution; archeology; article; chemical reaction; drug determination; drug interaction; gas chromatography; priority journal; technique",Article,"Final","",Scopus,2-s2.0-0030795795
"Abdel-Moati M.A.R., El-Sammak A.A.","6604059959;6603856335;","Man-made impact on the geochemistry of the Nile delta lakes. A study of metals concentrations in sediments",1997,"Water, Air, and Soil Pollution","97","3-4",,"413","429",,60,"10.1023/A:1026478509772","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031194427&doi=10.1023%2fA%3a1026478509772&partnerID=40&md5=a8ba58fe832c5b6946400aa13e3dc951","Oceanography Department, Faculty of Science, Alexandria University, Moharm bey, Alexandria, Egypt; Marine Science Department, Faculty of Science, Qatar University, P.O.Box 2713, Doha, Qatar","Abdel-Moati, M.A.R., Oceanography Department, Faculty of Science, Alexandria University, Moharm bey, Alexandria, Egypt, Marine Science Department, Faculty of Science, Qatar University, P.O.Box 2713, Doha, Qatar; El-Sammak, A.A., Oceanography Department, Faculty of Science, Alexandria University, Moharm bey, Alexandria, Egypt","Forty two sediment samples were collected from four River Nile northern delta lakes (Mariut, Edku, Burullus and Manzalah) to asses the man-made impact on their environment during the last 20 years. Due to the continuous discharge of agricultural, industrial and sewage waste waters to these lakes, significant variations in the sediment's nature took place, with fine fractions dominating opposite to the outflowing area of the main drains. Organic carbon was elevated at the southern regions, reaching 10.5 ± 4.5% in lake Mariut. Meanwhile, carbonate increased reaching 90% for samples collected at the lake-sea connection areas. The 0.5 N HCl extractable metals indicated enriched levels of different metals at sites affected by sewage and industrial discharge. This fraction constituted 75 and 81% of the total metals in Lakes Mariut and Manzalah, respectively. Extractable Cd for Lakes Mariut and Manzalah constituted 51 and 53%, respectively, while Ph formed 59% of the total digestable metal in Lake Manzalah. Total metals concentrations especially Cd and Pb were elevated 8 to 70 times than those observed in the same lakes 25 years ago. The conversion of the untreated sewage discharge of Alexandria city to Lake Mariut and significant portion of Cairo sewage to Lake Manzalah during the past 10 years lead to the appearance of elevated levels of contaminants in both lakes. Agricultural discharge showed less impact on Lakes Edku and Burullus. Cluster analysis revealed associations between stations located under same types of stress while the correspondence factor analysis displayed that metals distribution pattern in the Nile delta lakes are governed by organic carbon as well as fine grained size fraction distribution.","Cluser; Extractable; Factor analysis; Geochemistry; Metals; Nile delta lakes; Total","Cluster analysis; Correspondence factor analysis; Analytical geochemistry; Cadmium; Environmental impact; Lead; Natural water geochemistry; Particle size analysis; Sediments; Water analysis; Water pollution; Soil pollution; agricultural discharge; contamination; delta; delta lake; developing country; geochemistry; lake pollution; lake sediment; land use; pollution monitoring; sediment contamination; wastewater discharge; article; binding kinetics; concentration response; gene cluster; genetic linkage; metal binding; reproducibility; sewage treatment; waste water; Africa, Nile River; Egypt, Nile Delta; Equidae",Article,"Final","",Scopus,2-s2.0-0031194427
"Abdulla F.A., Lettenmaier D.P.","7004121497;7006616050;","Application of regional parameter estimation schemes to simulate the water balance of a large continental river",1997,"Journal of Hydrology","197","1-4",,"258","285",,51,"10.1016/S0022-1694(96)03263-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031260222&doi=10.1016%2fS0022-1694%2896%2903263-5&partnerID=40&md5=9fc169d175cb4a6e5b4bed585f40e4ef","Department of Civil Engineering, University of Washington, Seattle, WA 98195-2700, United States","Abdulla, F.A., Department of Civil Engineering, University of Washington, Seattle, WA 98195-2700, United States; Lettenmaier, D.P., Department of Civil Engineering, University of Washington, Seattle, WA 98195-2700, United States","Two applications of a grid network version of the two-layer variable infiltration capacity (VIC-2L) land surface hydrology model applied at one degree resolution to the Arkansas-Red River basin are compared. In the first application, gridded parameter fields were linearly interpolated from locally estimated parameters (via a search procedure) at a set of 40 unregulated catchments distributed throughout the Arkansas-Red River basin with long-term gage records. In the second application, the grid network model was run using the same precipitation and potential evapotraspiration as in the first application, but with parameters transferred to the large area grid from the gaged catchments via regression of the locally estimated parameters on catchment soils, topographic, and climatological characteristics. In both cases, the model was run at a daily time-step, and vegetation parameters were fixed (with prescribed seasonal variation but no interannual variation in the case of leaf area index). Generally, the simulations based on the regional regression transfer scheme performed significantly better than those based on the interpolated parameters; at the mouth of the Arkansas the absolute simulation error for annual flows was reduced from 7.3 to 1.3%, and for the Red, it was reduced from 12 to 1.7%. However, the basin-wide annual evapotranspiration and its seasonal cycle were relatively insensitive to the hydrological parameter estimation schemes.Two applications of a grid network version of the two-layer variable infiltration capacity (VIC-2L) land surface hydrology model applied at one degree resolution to the Arkansas-Red River basin are compared. In the first application, gridded parameter fields were linearly interpolated from locally estimated parameters (via a search procedure) at a set of 40 unregulated catchments distributed throughout the Arkansas-Red River basin with long-term gage records. In the second application, the grid network model was run using the same precipitation and potential evapotranspiration as in the first application, but with parameters transferred to the large area grid from the gaged catchments via regression of the locally estimated parameters on catchment soils, topographic, and climatological characteristics. In both cases, the model was run at a daily time-step, and vegetation parameters were fixed (with prescribed seasonal variation but no interannual variation in the case of leaf area index). Generally, the simulations based on the regional regression transfer scheme performed significantly better than those based on the interpolated parameters; at the mouth of the Arkansas the absolute simulation error for annual flows was reduced from 7.3 to 1.3%, and for the Red, it was reduced from 12 to 1.7%. However, the basin-wide annual evapotranspiration and its seasonal cycle were relatively insensitive to the hydrological parameter estimation schemes.",,"Climatology; Evapotranspiration; Hydrology; Infiltration; Landforms; Mathematical models; Parameter estimation; Precipitation (meteorology); Regression analysis; Soil testing; Two layer variable infiltration capacity (VIC 2L) land surface hydrol; Rivers; evapotranspiration; infiltration capacity; parameter estimation; river; VIC-2L model; water balance; USA, Arkansas, Red River Basin",Article,"Final","",Scopus,2-s2.0-0031260222
"Abraamyan Kh.U., Galoyan A.S., Izyurov V.M., Khachaturyan M.N., Khudaverdyan A.H., Kozhin M.A., Melkumov G.L., Sapozhnikov A.P.","6602986560;7004002113;7801668398;6603044426;6603101870;7801544952;7003536859;7006548250;","Inclusive production of π0 mesons in CC and CCu collisions at an incident momentum of 4.5 GeV/c per nucleon",1997,"Physics of Atomic Nuclei","60","11",,"1843","1847",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031328370&partnerID=40&md5=38a4b0355c86e5a76692f4725a8ad838","Joint Institute for Nuclear Research, Dubna, Moscow oblast, 141980, Russian Federation; Yerevan State University, Yerevan, 375049, Armenia","Abraamyan, Kh.U., Joint Institute for Nuclear Research, Dubna, Moscow oblast, 141980, Russian Federation; Galoyan, A.S., Joint Institute for Nuclear Research, Dubna, Moscow oblast, 141980, Russian Federation; Izyurov, V.M., Joint Institute for Nuclear Research, Dubna, Moscow oblast, 141980, Russian Federation; Khachaturyan, M.N., Joint Institute for Nuclear Research, Dubna, Moscow oblast, 141980, Russian Federation, Yerevan State University, Yerevan, 375049, Armenia; Khudaverdyan, A.H., Joint Institute for Nuclear Research, Dubna, Moscow oblast, 141980, Russian Federation; Kozhin, M.A., Joint Institute for Nuclear Research, Dubna, Moscow oblast, 141980, Russian Federation; Melkumov, G.L., Joint Institute for Nuclear Research, Dubna, Moscow oblast, 141980, Russian Federation; Sapozhnikov, A.P., Joint Institute for Nuclear Research, Dubna, Moscow oblast, 141980, Russian Federation","The cross sections for the inclusive production of π0 mesons in the reactions C + C → π0 + x and C + Cu → π0 + x at an incident momentum of 4.5 GeV/c are measured as functions of the cumulative number X. From the ratio of the observed cross sections for π0 production on carbon and copper targets in the interval 0.9 ≤ X ≤ 1.9, the exponent in the cross-section parametrization Ed3σ/d3p ∼ ATn is derived tobe n = 0.38 ± 0.03. Under the assumption that the invariant cross section as a function of the projectile atomic number AP can be parametrized in the form Ed3σ/d3p ∼ Apm , the X and p⊥2 dependences of the exponent m are investigated by comparing the cross sections for the reactions C + AT → π0 + x (AT = C, Cu) with those for the analogous reactions induced by incident α particles. At X = 1.9, the parameter m is found to reach a value of 2.1 ± 0.1. In the kinematical region specified by the inequalities θπ ≤ 16° and Eπ ≥ 2 GeV, the AP dependence of the cross section under study shows a significant variation with X and only a weak variation with the pion transverse momentum. The probabilities of the formation of six-quark configurations in 4He and 12C nuclei are estimated at 5% and 20%, respectively. For the parametrization Ed3σ/d3p ∼ exp(-X/X0), the values of the slope parameter X0 corresponding to various energies of helium and carbon projectiles are compared. The energy at which the cross section reaches the scaling regime corresponding to a plateau in the energy dependence of the parameter X0, which characterizes the quark-parton structure function of the nucleus, is found to increase with increasing atomic weight of the nucleus undergoing fragmentation.",,,Article,"Final","",Scopus,2-s2.0-0031328370
"Adams Andrea A., Seinfeld Jennifer S.","7401909894;7103279259;","Requirements to offset emissions - a case study for the Northeast",1997,"Proceedings of the Air & Waste Management Association's Annual Meeting & Exhibition",,,,"","",10,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031342915&partnerID=40&md5=781713c1388e2608b86515a572c89753","Versar, Inc, Columbia, United States","Adams, Andrea A., Versar, Inc, Columbia, United States; Seinfeld, Jennifer S., Versar, Inc, Columbia, United States","Utility and large industrial sources located in the Northeast may be required to offset emissions under two separate programs. This paper outlines the requirements for both of these programs and includes a case study for a large industrial source in the Northeast as an illustration. Under the New Source Review (NSR) program, emission offsets for nonattainment pollutants are required for `major' new and modified sources in nonattainment areas. The entire Northeast (from Northern Virginia to Maine) is classified as an ozone nonattainment area. The second program, initiated by the Ozone Transport Commission, requires sources to hold adequate nitrogen oxides (NOx) allowances for their actual emissions during the ozone season (i.e., May through September). This program is based on the Memorandum of Understanding signed by the Northeast States (except Virginia and Massachusetts) for a strategy to reduce NOx emissions during the summertime. This initiative is commonly referred to as the NOx Budget Program or the Regional Model Rule. The States in the Northeast will each implement the program through their regulations; many are currently drafting rules and determining NOx allocations for affected sources.",,"Air pollution control; Laws and legislation; Nitrogen oxides; Ozone layer; Nonattainment areas; Industrial emissions",Conference Review,"Final","",Scopus,2-s2.0-0031342915
"Ahmad S., Bonner B.E., Buchanan J.A., Carter P., Chan C.S., Clement J.M., Eiseman S.E., Empl A., Etkin A., Foley K.J., Hackenburg R.W., Hallman T.J., Kramer M.A., Lindenbaum S.J., Longacre R.S., Love W.A., Madansky L., Mattingly A.C., Morris T.W., Mutchler G.S., Peaslee D.C., Platner E.D., Saulys A.C., Toshkov S.","16433554600;7005832179;55118490900;57202672633;57211597155;16226250300;6701728253;6701855154;56260451300;7102856400;56808207000;7003460914;8347809500;7004443542;6701857457;15026852900;6603574045;6603123497;16227715900;6602566591;6603922324;35390974600;6602134697;57215960667;","Strangeness production in antiproton nucleus interactions",1997,"Nuclear Physics B - Proceedings Supplements","56","1-2",,"118","121",,3,"10.1016/S0920-5632(97)00262-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031161025&doi=10.1016%2fS0920-5632%2897%2900262-4&partnerID=40&md5=5e2c70f448c03d1f544121ab09f13278","T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States; City College of New York, New York, NY 10031, United States; Brookhaven National Laboratory, Upton, NY 11973, United States; Johns Hopkins University, Baltimore, MD 21218, United States; University of Maryland, College Park, MD 20742, United States; California Institute of Technology, Pasadena, CA 91125, United States; University of Houston, Houston, TX 77241, United States; Brookhaven National Laboratory, Upton, NY 11973, United States; University of Florida, Gainesville, FL 32611, United States","Ahmad, S., T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States; Bonner, B.E., T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States; Buchanan, J.A., T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States; Carter, P., T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States, California Institute of Technology, Pasadena, CA 91125, United States; Chan, C.S., City College of New York, New York, NY 10031, United States; Clement, J.M., T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States; Eiseman, S.E., Brookhaven National Laboratory, Upton, NY 11973, United States; Empl, A., T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States, University of Houston, Houston, TX 77241, United States; Etkin, A., Brookhaven National Laboratory, Upton, NY 11973, United States; Foley, K.J., Brookhaven National Laboratory, Upton, NY 11973, United States; Hackenburg, R.W., Brookhaven National Laboratory, Upton, NY 11973, United States; Hallman, T.J., Johns Hopkins University, Baltimore, MD 21218, United States, Brookhaven National Laboratory, Upton, NY 11973, United States; Kramer, M.A., City College of New York, New York, NY 10031, United States; Lindenbaum, S.J., City College of New York, New York, NY 10031, United States; Longacre, R.S., Brookhaven National Laboratory, Upton, NY 11973, United States; Love, W.A., Brookhaven National Laboratory, Upton, NY 11973, United States; Madansky, L., Johns Hopkins University, Baltimore, MD 21218, United States; Mattingly, A.C., T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States; Morris, T.W., Brookhaven National Laboratory, Upton, NY 11973, United States; Mutchler, G.S., T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States; Peaslee, D.C., University of Maryland, College Park, MD 20742, United States; Platner, E.D., T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States; Saulys, A.C., Brookhaven National Laboratory, Upton, NY 11973, United States; Toshkov, S., T. W. Bonner Nuclear Laboratory, Rice University, Houston, TX 77251-1892, United States, University of Florida, Gainesville, FL 32611, United States","Results on the measurement of inclusive KoS, Λ and Λ̄ production cross sections and rapidity distributions for antiproton interactions on lead, copper and carbon nuclear targets at beam momenta of 5.2, 7.0 and 8.8 GeV/c are reported. Simulations employing a conventional Intra-nuclear cascade model were able to reproduce the experimental results. Hence, no compelling evidence for the formation of exotic quark-gluon states of matter was found.",,,Article,"Final","",Scopus,2-s2.0-0031161025
"Ahonen T., Aalto P., Rannik U., Kulmala M., Nilsson E.D., Palmroth S., Ylitalo H., Hari P.","7004554892;7004296083;7004858482;35461255500;35600074800;6602335640;7801455144;7102513363;","Variations and vertical profiles of trace gas and aerosol concentrations and CO2 exchange in eastern Lapland",1997,"Atmospheric Environment","31","20",,"3351","3362",,18,"10.1016/S1352-2310(97)00151-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031260176&doi=10.1016%2fS1352-2310%2897%2900151-9&partnerID=40&md5=11d2daaba5e1a4f4c6ca99ee9291ed9b","Department of Physics, P.O. Box 9 (Siltavuorenpenger 20D), FIN-00014 Helsinki, Finland; Department of Meteorology, Stockholm University, S-10691 Stockholm, Sweden; Department of Forest Ecology, P.O. Box 24, FIN-00014 Helsinki, Finland","Ahonen, T., Department of Physics, P.O. Box 9 (Siltavuorenpenger 20D), FIN-00014 Helsinki, Finland; Aalto, P., Department of Physics, P.O. Box 9 (Siltavuorenpenger 20D), FIN-00014 Helsinki, Finland; Rannik, U., Department of Physics, P.O. Box 9 (Siltavuorenpenger 20D), FIN-00014 Helsinki, Finland; Kulmala, M., Department of Physics, P.O. Box 9 (Siltavuorenpenger 20D), FIN-00014 Helsinki, Finland; Nilsson, E.D., Department of Meteorology, Stockholm University, S-10691 Stockholm, Sweden; Palmroth, S., Department of Forest Ecology, P.O. Box 24, FIN-00014 Helsinki, Finland; Ylitalo, H., Department of Forest Ecology, P.O. Box 24, FIN-00014 Helsinki, Finland; Hari, P., Department of Forest Ecology, P.O. Box 24, FIN-00014 Helsinki, Finland","This article presents results of measurements performed at Varrio environmental research station in Finland during 1992 to 1995. The aim of the station is to obtain more information on air quality as influenced by the Kola industrial areas and the effects on photosynthesis in subarctic climate. The diurnal and annual characteristics and correlations of measured species and their profiles were analyzed. Trace gas (SO2, O3, CO2) and particle concentrations, profiles and weather characteristics were measured continuously, and CO2 exchange of pine twigs was measured during summer periods using an automatic cuvette system. Practically, no local sources of pollutants existed in Varrio, however regularly occurring episodes of sulphur dioxide were observed during northeasterly winds. These events were presumed to be caused by transport from the Kola industrial areas. Some of the pollutant sources were located less than 200 km away from Varrio. Trajectories related to some typical pollution conditions are presented. Single episodes of SO2 and aerosols usually occurred simultaneously, but not always. Mean SO2 concentrations were lower during summer due to more effective deposition of SO2, sulfur dioxide conversion into sulfate and vertical mixing of air. The mean aerosol concentrations were higher during the summer than during the winter. An annual and a weak diurnal cycle were observed in ozone concentrations. The ozone concentrations in Varrio were not strongly dependent on the wind direction, and signs of long-range transport could not be clearly seen. Profile measurements of gases and particles showed the deposition to and emission from plants and soil. The carbon dioxide gradient was quite strong during the summer, which was related to the photosynthetic activity of the plants. A gradient in the ozone concentrations was also observed. The dependency of CO2 exchange on irradiation was clear.The trace gas and aerosol concentrations, profiles and weather characteristics were analyzed at Varrio environmental research station in Finland and CO2 exchange of pine twigs were measured during summer periods using an automatic cuvette system. No local sources of pollutants exist, however, regularly occurring episodes of sulphur dioxide are observed during northeasterly winds. These events are presumed to be caused by transport from the Kola industrial areas. Some of the pollutant sources were located less than 200 km away from the Varrio. Trajectories related to some typical pollution sources are presented.","Aerosols; O3; Photosynthesis; SO2; Trajectory analysis; Vertical profiles","Atmospheric aerosols; Carbon dioxide; Ozone; Particulate emissions; Photosynthesis; Sulfur dioxide; Automatic cuvette system; Diurnal cycle; Trajectory analysis; Air pollution; carbon dioxide; ozone; sulfate; sulfur dioxide; aerosol; air quality; atmospheric pollutant; carbon dioxide; trace gas; vertical profile; air monitoring; air pollution; air quality; article; climate; finland; photosynthesis; pine; pollution transport; priority journal; summer; weather; wind; winter; Finland, Varrio",Article,"Final","",Scopus,2-s2.0-0031260176
"Ai J., Broadwater J.A., Loehr T.M., Sanders-Loehr J., Fox B.G.","7006368650;7003830708;7005289285;57196316233;7202735671;","Azide adducts of stearoyl-ACP desaturase: A model for μ-1,2 bridging by dioxygen in the binuclear iron active site",1997,"Journal of Biological Inorganic Chemistry","2","1",,"37","45",,24,"10.1007/s007750050104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030971147&doi=10.1007%2fs007750050104&partnerID=40&md5=c6111316065a760fedba231f3be6fdc0","Dept. Chem., Biochem., Molec. Biol., Oregon Grad. Inst. Sci. and Technol., Portland, OR 97291-1000, United States; Institute for Enzyme Research, Coll. of Agric. and Life Sciences, University of Wisconsin, Madison, WI 53705, United States","Ai, J., Dept. Chem., Biochem., Molec. Biol., Oregon Grad. Inst. Sci. and Technol., Portland, OR 97291-1000, United States; Broadwater, J.A., Institute for Enzyme Research, Coll. of Agric. and Life Sciences, University of Wisconsin, Madison, WI 53705, United States; Loehr, T.M., Dept. Chem., Biochem., Molec. Biol., Oregon Grad. Inst. Sci. and Technol., Portland, OR 97291-1000, United States; Sanders-Loehr, J., Dept. Chem., Biochem., Molec. Biol., Oregon Grad. Inst. Sci. and Technol., Portland, OR 97291-1000, United States; Fox, B.G., Institute for Enzyme Research, Coll. of Agric. and Life Sciences, University of Wisconsin, Madison, WI 53705, United States","The stearoyl-acyl carrier protein Δ9 desaturase (Δ9D) uses an oxo- bridged diiron center to catalyze the NAD(P)H- and O2-dependent desaturation of stearoyl-ACP. Δ9D, ribonucleotide reductase, and methane monooxygenase have substantial similarities in their amino acid primary sequences and the physical properties of their diiron centers. These three enzymes also appear to share common features of their reaction cycles, including the binding of O2 to the diferrous state and the subsequent generation of transient diferric-peroxo and diferryl species. In order to investigate the coordination environment of the proposed diferric-peroxo intermediate, we have studied the binding of azide to the diiron center of Δ9D using optical, resonance Raman (RR), and transient kinetic spectroscopic methods. The addition of azide results in the appearance of new absorption bands at 325 nm and 440 nm (k(app) ≃ 3.5 s-1 in 0.7 M NaN3, pH 7.8). RR experiments demonstrate the existence of two different adducts; an η1-terminal structure at pH 7.8 (14N3- asymmetric stretch at 2073 cm-1, resolved into two bands with 15N 14N2-) and a μ-1,3 bridging structure at pH &lt; 7 (14N3- asymmetric stretch at 2100 cm-1, shifted as a single band with 15N 14N2-). Both adducts also exhibit an Fe-N3 stretching mode at ≃ 380 cm-1 but no accompanying Fe-O-Fe stretching mode, presumably due to either protonation or loss of the oxo bridge. The ability to form a μ-1,3 bridging azide supports the likelihood of a μ-1,2 bridging peroxide as a catalytic intermediate in the Δ9D reaction cycle and underscores the adaptability of binuclear sites to different bridging geometries.","Diferric-peroxo adduct; Diiron-oxo-enzyme; Enzyme reaction mechanism; Fatty acid desaturase; O2 activation","acyl coenzyme a desaturase; azide; oxygen; amino acid sequence; article; catalysis; enzyme active site; enzyme activity; fatty acid metabolism; priority journal; protein analysis; protein structure",Article,"Final","",Scopus,2-s2.0-0030971147
"Ajilore O.A., Sapolsky R.M.","6507824490;7102856849;","Application of silicon microphysiometry to tissue slices: Detection of metabolic correlates of selective vulnerability",1997,"Brain Research","752","1-2",,"99","106",,11,"10.1016/S0006-8993(96)01456-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031000947&doi=10.1016%2fS0006-8993%2896%2901456-4&partnerID=40&md5=fdde4b067f0da22b420f0b0468d1a5e4","Department of Biological Sciences, Stanford University, Stanford, CA 94305, United States","Ajilore, O.A., Department of Biological Sciences, Stanford University, Stanford, CA 94305, United States; Sapolsky, R.M., Department of Biological Sciences, Stanford University, Stanford, CA 94305, United States","The silicon microphysiometer is a recently developed instrument which measures rates of proton efflux in real time from small numbers of cultured cells. Since the main products of cellular metabolism are lactic acid and carbon dioxide, this instrument affords an indirect but sensitive measure of cellular metabolism. We previously described the use of the instrument with primary neuronal cultures (Raley-Susman, K.M., Miller, K.R., Owicki, J.C. and Sapolsky, R.M., Effects of excitotoxin exposure on metabolic rate of primary hippocampal cultures: application of silicon microphysiometer to neurobiology, J. Neurosci., 12 (1992) 773-780). In the present report, we adapt the instrument for the indirect measurement of metabolism in tissue slices. In initial studies, we demonstrate stable measures of metabolism with low background noise in hippocampal slices. In addition, measures were relatively insensitive to slice thickness, preparation time or the possible contribution of contaminating bacteria. We then demonstrate the ability to detect metabolic correlates of selective vulnerability in individual hippocampal cell fields. Specifically, we observe a metabolic response to kainic acid that was selective for CA3-derived tissue, and a response to cyanide that was selective for CA1-derived tissue. This corresponds to the well-known vulnerability of CA3 and CA1 to excitotoxic and ischemic insults, respectively. Finally, we show that glucocorticoids, stress-sensitive steroid hormones which are known to exacerbate the toxicity in kainic acid in CA3 neurons, exacerbate the metabolic effects of this excitotoxin as well; in this case, the steroid manipulation was carried out in rats prior to killing. Thus, this instrument represents a complement to more traditional approaches for assessing metabolism in specific brain regions and it can potentially be used for a broad variety of studies with animals of differing ages and pre-mortem manipulations.","hippocampal slice; metabolism; microphysiometry; neurotoxicity; selective neuronal vulnerability","glucocorticoid; kainic acid; adrenalectomy; animal tissue; article; brain metabolism; brain slice; controlled study; female; hippocampus; male; neurotoxicity; nonhuman; ph; priority journal; rat; Animals; Cyanides; Drug Synergism; Equipment Design; Female; Glucocorticoids; Hippocampus; Kainic Acid; Male; Neurons; Physiology; Rats; Rats, Sprague-Dawley; Silicon",Article,"Final","",Scopus,2-s2.0-0031000947
"Al-Akhras A., Kalra T., Gill N.","6506898770;6602411214;57205856728;","Benefit/cost analysis of central Ohio commuter-assistance program",1997,"Transportation Research Record",,"1598",,"32","35",,,"10.3141/1598-05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3743133047&doi=10.3141%2f1598-05&partnerID=40&md5=b4b5ca86cf45d3c38310674a01c5306f","Mid-Ohio Reg. Planning Commission, 28 East Main Street, Columbus, OH 43215, United States","Al-Akhras, A., Mid-Ohio Reg. Planning Commission, 28 East Main Street, Columbus, OH 43215, United States; Kalra, T., Mid-Ohio Reg. Planning Commission, 28 East Main Street, Columbus, OH 43215, United States; Gill, N., Mid-Ohio Reg. Planning Commission, 28 East Main Street, Columbus, OH 43215, United States","The question of the effectiveness of ridesharing programs is addressed. The Commuter Assistance Program of the Mid-Ohio Regional Planning Commission was analyzed The methodology of performing the analysis by the benefit/cost approach is described Benefits are estimated based on the vehicle kilometers and vehicle trips reduced as a result of ridesharing arrangements formed through the program. Benefits are those that affect users of the service in terms of direct monetary savings and indirect savings in terms of reducing mobile emissions Results of the analysis indicate that ridesharing is a low-cost approach to solving transportation congestion with relatively high return on investment.",,,Article,"Final","",Scopus,2-s2.0-3743133047
