Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Kowalke T.","6603108034;","Palaeoclimatic implications of continental saline and fresh water mollusc communities of the Cenozoic Iberian Peninsula",2006,"Zitteliana Reihe A: Mitteilungen der Bayerischen Staatssammlung fur Palaontologie und Geologie","46",,,"75","83",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847770491&partnerID=40&md5=ac369142686ae077d69909f4ab630d65","Ludwig-Maximilians-Universität, Department für Geo- und Umweltwissenschaften, Sektion Paläontologie, Ricbard-Wagner-Straße 10, 80333 Munich, Germany","Kowalke, T., Ludwig-Maximilians-Universität, Department für Geo- und Umweltwissenschaften, Sektion Paläontologie, Ricbard-Wagner-Straße 10, 80333 Munich, Germany","Spatio-temporal distribution pattern of continental saline and fresh water mollusc palaeocommunities of the Cenozoic Iberian Peninsula were investigated in order to detect palaeo-climatic implications. Several thermophilous representatives of the Cerithioidea, which indicate a warm subtropical climate, are absent from the extant Iberian fauna and restricted to North Africa, the SE Mediterranean and Asia Minor. The fossil record suggests that the different continental aquatic ecosystems were colonised at different times in the Cenozoic: distribution pattern of Melanoides palaeocommunities (Oligocene, Ebro Basin; Miocene, Albacete; Pliocene, Barcelona; Lower Pleistocene, Guadix Baza Basin) and Potamides palaeocommunities (Oligocene Ebro Basin; Miocene, Duero Basin, Ebro Basin; Early Pleistocene, Guadix Baza Basin) and their successive disappearance since the mid- to Late Miocene in the northern Spain basins reflect the global Late Cenozoic temperature cooling. Potamides palaeocommunities in playa lake-environments of the Guadix Baza Basin indicate a semi-arid climate context, similar to the modern North African climate. Humid intervals are indicated by syntopic Melanoides palaeocommunities that colonised hyposaline environments, similar to the colonisation of aquatic ecosystems during the Holocene more humid climate episodes in North Africa. Melanopsis palaeocommunities are characterised by a greater temperature tolerance compared to the investigated Melanoides and Potamides palaeocommunities. The extant species Melanopsispraemorsa is distributed in Spain south of the 42nd degree of latitude, roughly coinciding with the +10°C-January-Isotherme, while the area of distribution of the Miocene congeners extended the northern Spain basin systems.","Cenozoic; Continental molluscs; Palaeoclimate; Spain","Cenozoic; climate effect; colonization; fossil record; lacustrine environment; mollusc; paleobiogeography; paleoclimate; spatiotemporal analysis; Andalucia; Eurasia; Europe; Granada [Andalucia]; Guadix-Baza Basin; Iberian Peninsula; Southern Europe; Spain; Cerithioidea; Melanoides; Melanopsis; Mollusca; Potamides",Article,"Final","",Scopus,2-s2.0-33847770491
"Upadhyay T.P., Solberg B., Sankhayan P.L.","6701580406;7003924406;7801596284;","Use of models to analyse land-use changes, forest/soil degradation and carbon sequestration with special reference to Himalayan region: A review and analysis",2006,"Forest Policy and Economics","9","4",,"349","371",,19,"10.1016/j.forpol.2005.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751060923&doi=10.1016%2fj.forpol.2005.10.003&partnerID=40&md5=744a86bdce53d47910f7b3ef86a06814","Department of Ecology and Natural Resource Management, Norwegian University of Life Sciences, P.O. Box 5003, N-1432 Aas, Norway","Upadhyay, T.P., Department of Ecology and Natural Resource Management, Norwegian University of Life Sciences, P.O. Box 5003, N-1432 Aas, Norway; Solberg, B., Department of Ecology and Natural Resource Management, Norwegian University of Life Sciences, P.O. Box 5003, N-1432 Aas, Norway; Sankhayan, P.L., Department of Ecology and Natural Resource Management, Norwegian University of Life Sciences, P.O. Box 5003, N-1432 Aas, Norway","Land use-changes and forest/soil degradation affect emissions of green house gases (GHGs) rather strongly, thereby causing global warming. These processes have led to a deep concern among the policy makers, scientists and public alike. For analysing causes and impacts of this complex problem, modelling has become increasingly more important, as evidenced by a plethora of models developed particularly during the last decade. This study reviews and synthesises the available models relating to land-use changes, forest/soil degradation and C sequestration in developing countries in general and the Hindu Kush Himalayan (HKH) region in particular. The major findings of these models in terms of factors affecting land-use changes especially, deforestation or agricultural expansion, are agricultural and timber prices, wage rates, risks in agriculture, population density in the rural areas, access to forestland, and titling security in frontier areas, and some of the government policies of economic reforms in the developing world. These findings, however, are space and time specific, and hence suggest for different policy options. A number of modelling techniques have been used in the past, such as, conceptual, analytical, empirical regression, and programming/simulation models. Both static and dynamic models have been used at different scales from household to global levels. Most studies in the HKH region are based on qualitative/descriptive methods using conceptual modelling techniques. Integrated models for analysing C sequestration dynamics as a function of land-use changes and forest/soil degradation in a holistic approach are emerging. Based on the review and synthesis of different techniques, a conceptual modelling framework is presented. This consists of a dynamic bio-economic modelling framework capable of capturing both socio-economic behaviour and bio-physical processes combined with geographical information systems/remote sensing techniques. Such modelling efforts have the potential of assisting policy makers and planners to identify and implement sustainable agriculture and forestry practices, leading to mitigation of CO2 emissions in developing countries in general and the HKH region in particular. © 2005 Elsevier B.V. All rights reserved.","C sequestration; Forest/soil degradation; Hindu Kush Himalayan region; Land-use changes; Models","C sequestration; Forest/soil degradation; Hindu Kush Himalayan region; Land-use changes; Greenhouse effect; Land use; Mathematical models; Forestry; Forestry; Greenhouse Effect; Land Use; Mathematical Models",Review,"Final","",Scopus,2-s2.0-33751060923
"Mandado M., Bultinck P., González-Moa M.J., Mosquera R.A.","6603136271;6603738286;7801539853;7003651634;","Multicenter delocalization indices vs. properties of the electron density at ring critical points: A study on polycyclic aromatic hydrocarbons",2006,"Chemical Physics Letters","433","1-3",,"5","9",,37,"10.1016/j.cplett.2006.11.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845416380&doi=10.1016%2fj.cplett.2006.11.009&partnerID=40&md5=10f8ccaf193747863dfbb2da15ef5a6d","Departamento de Química Física, Facultade de Química, Universidade de Vigo, 36310 Vigo, Galicia, Spain; Department of Inorganic and Physical Chemistry, Ghent University Krijgslaan 281, B-9000 Gent, Belgium","Mandado, M., Departamento de Química Física, Facultade de Química, Universidade de Vigo, 36310 Vigo, Galicia, Spain; Bultinck, P., Department of Inorganic and Physical Chemistry, Ghent University Krijgslaan 281, B-9000 Gent, Belgium; González-Moa, M.J., Departamento de Química Física, Facultade de Química, Universidade de Vigo, 36310 Vigo, Galicia, Spain; Mosquera, R.A., Departamento de Química Física, Facultade de Química, Universidade de Vigo, 36310 Vigo, Galicia, Spain","Six-center delocalization indices, 6-DI's, computed within Mulliken and QTAIM approaches, and properties of the electron density at ring critical points, RCP's, (electron density and its Laplacian) are studied for a series of 27 polycyclic aromatic hydrocarbons. Both approaches reflect the same trends for the local aromaticity of benzenoid rings. Moreover, there is a linear correlation between the natural logarithm of 6-DI's and RCP properties. The RCP properties calculated at the DFT level indicate the local aromaticity decreases from outer to inner rings in polyacenes. This contradicts previous results obtained at HF level and supports the conclusions of multicenter indices. © 2006 Elsevier B.V. All rights reserved.",,"Aromatic polymers; Carrier concentration; Correlation methods; Design for testability; Linear correlation; Multicenter delocalization indices; Natural logarithms; Ring critical points; Polycyclic aromatic hydrocarbons",Article,"Final","",Scopus,2-s2.0-33845416380
"Neri M., Behncke B., Burton M., Galli G., Giammanco S., Pecora E., Privitera E., Reitano D.","55509204300;6603221277;7202920163;7202463735;55975142500;23486331600;56498912500;6504082777;","Continuous soil radon monitoring during the July 2006 Etna eruption",2006,"Geophysical Research Letters","33","24","L24316","","",,77,"10.1029/2006GL028394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250616410&doi=10.1029%2f2006GL028394&partnerID=40&md5=69bcd3b49320cc7b17ba82232c9d38db","Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Catania, Piazza Roma, 2, I-95123 Catania, Italy; Istituto Nazionale di Geofisica e Vulacanologia, Sezione di Roma 1, via di Vigna Murata, 605, I-00143 Rome, Italy","Neri, M., Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Catania, Piazza Roma, 2, I-95123 Catania, Italy; Behncke, B., Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Catania, Piazza Roma, 2, I-95123 Catania, Italy; Burton, M., Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Catania, Piazza Roma, 2, I-95123 Catania, Italy; Galli, G., Istituto Nazionale di Geofisica e Vulacanologia, Sezione di Roma 1, via di Vigna Murata, 605, I-00143 Rome, Italy; Giammanco, S., Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Catania, Piazza Roma, 2, I-95123 Catania, Italy; Pecora, E., Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Catania, Piazza Roma, 2, I-95123 Catania, Italy; Privitera, E., Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Catania, Piazza Roma, 2, I-95123 Catania, Italy; Reitano, D., Istituto Nazionale di Geofisica e Vulcanologia, Sezione di Catania, Piazza Roma, 2, I-95123 Catania, Italy","Continuous soil radon monitoring was carried out near the Southeast Crater (SEC) of Mt. Etna during the 10-day July 2006 Strombolian-effusive eruption. This signal was compared with simultaneously acquired volcanic tremor and thermal radiance data. The onset of explosive activity and a lava fountaining episode were preceded by some hours with increases in radon soil emission by 4-5 orders of magnitude, which we interpret as precursors. Minor changes in eruptive behavior did not produce significant variations in the monitored parameters. The remarkably high radon concentrations we observed are unprecedented in the literature. We interpret peaks in radon activity as due primarily to microfracturing of uranium-bearing rock. These observations suggest that radon measurements in the summit area of Etna are strongly controlled by the state of stress within the volcano and demonstrate the usefulness of radon data acquisition before and during eruptions. Copyright 2006 by the American Geophysical Union.",,"Earthquakes; Seismology; Stresses; Uranium; Volcanic rocks; Volcanoes; Continuous soil random monitoring; Radon soil emission; Thermal radiance; Volcanic tremor; Soil mechanics; crater; data acquisition; lava; measurement method; monitoring; radon; soil emission; volcanic eruption; Catania [Sicily]; Etna; Eurasia; Europe; Italy; Sicily; Southern Europe",Article,"Final","",Scopus,2-s2.0-34250616410
"Jacobson M.Z., Kaufman Y.J.","55113736500;35464731600;","Wind reduction by aerosol particles",2006,"Geophysical Research Letters","33","24","L24814","","",,100,"10.1029/2006GL027838","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250162964&doi=10.1029%2f2006GL027838&partnerID=40&md5=399f2cb715ebce524855c8e742ef001e","Department of Civil and Environmental Engineering, Stanford University, Stanford, CA 94305-4020, United States; Laboratory for Atmospheres, NASA Goddard Space Flight Center, Greenbelt, MD, United States","Jacobson, M.Z., Department of Civil and Environmental Engineering, Stanford University, Stanford, CA 94305-4020, United States; Kaufman, Y.J., Laboratory for Atmospheres, NASA Goddard Space Flight Center, Greenbelt, MD, United States","Aerosol particles are known to affect radiation, temperatures, stability, clouds, and precipitation, but their effects on spatially-distributed wind speed have not been examined to date. Here, it is found that aerosol particles, directly and through their enhancement of clouds, may reduce near-surface wind speeds below them by up to 8% locally. This reduction may explain a portion of observed ""disappearing winds"" in China, and it decreases the energy available for wind-turbine electricity. In California, slower winds reduce emissions of wind-driven soil dust and sea spray. Slower winds and cooler surface temperatures also reduce moisture advection and evaporation. These factors, along with the second indirect aerosol effect, may reduce California precipitation by 2-5%, contributing to a strain on water supply. Copyright 2006 by the American Geophysical Union.",,"Advection; Atmospheric temperature; Clouds; Evaporation; Moisture; Soils; Wind; Sea spray; Wind speed; Atmospheric aerosols; aerosol; cloud; radiative forcing; surface temperature; surface wind; wind turbine; wind velocity; Asia; California; China; Eurasia; Far East; North America; United States",Article,"Final","",Scopus,2-s2.0-34250162964
[No author name available],[No author id available],"Amendment to tier 2 vehicle emission standards and gasoline sulfur requirements: Partial exemption for U.S. Pacific Island Territories",2006,"Federal Register","71","249",,"78086","78094",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846024374&partnerID=40&md5=d8cd325eedd72e6f042b86e7d071e0d5",,"","EPA takes final action to exempt the three US Pacific Island Territories, i.e., American Samoa, Guam, and the Commonwealth of the Northern Mariana Islands (C.N.M.I.), from the gasoline sulfur requirements that EPA promulgated in the Tier 2 motor vehicle rule. Exemption from the Tier 2 gasoline sulfur requirement was filed because of the potential for gasoline shortages, the added cost, and the minimal air quality benefits the Tier 2 gasoline sulfur requirement would provide to American Samoa. Representatives of Guam and C.N.M.I. also requested an exemption referencing the petition submitted by American Samoa. Exempting the US Pacific Island Territories from the gasoline sulfur standard will result in smaller emission reductions. However, Tier 2 vehicles using higher sulfur gasoline still emit 30% less hydrocarbons and 60% less NOx than Tier 1 vehicles and negative effects on the catalytic converter due to the higher sulfur levels are, in many cases, reversible. This direct final rule is effective on 3/28/2007 without further notice, unless EPA receives adverse comments by 1/29/2007.",,,Note,"Final","",Scopus,2-s2.0-33846024374
[No author name available],[No author id available],"Approval and promulgation of implementation plans; Arizona; motor vehicle inspection and maintenance programs",2006,"Federal Register","71","249",,"78115","78123",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845989125&partnerID=40&md5=4d568a5524812187847f81cdbb7dbec6",,"","EPA proposes approval of two revisions to the Arizona SIP submitted by the Arizona Department of Environmental Quality. These revisions consist of changes to Arizona's Basic and Enhanced Vehicle Emissions Inspection Programs that would exempt collectible vehicles in the Phoenix metropolitan area, and collectible vehicles and motorcycles in the Tucson metropolitan area, from emissions testing requirements; an updated performance standard evaluation for the vehicle emissions inspection program in the Phoenix area; and new contingency measures. These two state implementation plan revisions meet all applicable requirements of the Clean Air Act and EPA's regulations and the exemptions would not interfere with attainment or maintenance of the NAAQS in the two affected areas. Written comments must be received on 1/2/2007.",,,Note,"Final","",Scopus,2-s2.0-33845989125
[No author name available],[No author id available],"California state motor vehicle pollution control standards; notice of within-the-scope determination for amendments to California's zero-emission vehicle (ZEV) standards and notice of waiver of federal preemption decision for other ZEV standards",2006,"Federal Register","71","249",,"78190","78192",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845977744&partnerID=40&md5=23cb6aac216a65104f72f4475da1c9f0",,"","EPA has determined that provisions of the CARB's 19992003 amendments to the California Zero- Emission Vehicle (ZEV) regulations as they affect 2006 and prior model years (MY) are within-the-scope of previous waivers of federal preemption granted to California for its ZEV regulations. In the alternative, EPA is also granting a waiver of federal preemption for these MY. EPA is also granting California's request for a waiver of federal preemption to enforce provisions of the ZEV regulations as they affect 2007 through 2011 MY. Any objections to the findings in this notice must be filed by 1/29/2007.",,,Article,"Final","",Scopus,2-s2.0-33845977744
"Delle Monache L., Hacker J.P., Zhou Y., Deng X., Stull R.B.","55945667800;7102653996;7405368807;7401768938;7005911418;","Probabilistic aspects of meteorological and ozone regional ensemble forecasts",2006,"Journal of Geophysical Research Atmospheres","111","24","D24307","","",,57,"10.1029/2005JD006917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547904994&doi=10.1029%2f2005JD006917&partnerID=40&md5=caec49b5663d3024415a0ffd197747c3","Atmospheric Science Programme, Department of Earth and Ocean Sciences, University of British Columbia, 6339 Stores Road, Vancouver, BC V6T 1Z4, Canada; Lawrence Livermore National Laboratory, 7000 East Avenue, Livermore, CA 94551, United States; Research Applications Laboratory, National Center for Atmospheric Research, P.O. Box 3000, Boulder, CO 80307-3000, United States; Meteorological Service of Canada, Environment Canada, Edmonton, AB, Canada; Meteorological Service of Canada, Environment Canada, Montreal, QC, Canada","Delle Monache, L., Atmospheric Science Programme, Department of Earth and Ocean Sciences, University of British Columbia, 6339 Stores Road, Vancouver, BC V6T 1Z4, Canada, Lawrence Livermore National Laboratory, 7000 East Avenue, Livermore, CA 94551, United States; Hacker, J.P., Research Applications Laboratory, National Center for Atmospheric Research, P.O. Box 3000, Boulder, CO 80307-3000, United States; Zhou, Y., Atmospheric Science Programme, Department of Earth and Ocean Sciences, University of British Columbia, 6339 Stores Road, Vancouver, BC V6T 1Z4, Canada, Meteorological Service of Canada, Environment Canada, Edmonton, AB, Canada; Deng, X., Atmospheric Science Programme, Department of Earth and Ocean Sciences, University of British Columbia, 6339 Stores Road, Vancouver, BC V6T 1Z4, Canada, Meteorological Service of Canada, Environment Canada, Montreal, QC, Canada; Stull, R.B., Atmospheric Science Programme, Department of Earth and Ocean Sciences, University of British Columbia, 6339 Stores Road, Vancouver, BC V6T 1Z4, Canada","This study investigates whether probabilistic ozone forecasts from an ensemble can be made with skill: i.e., high verification resolution and reliability. Twenty-eight ozone forecasts were generated over the Lower Fraser Valley, British Columbia, Canada, for the 5-day period 11-15 August 2004 and compared with 1-hour averaged measurements of ozone concentrations at five stations. The forecasts were obtained by driving the Community Multiscale Air Quality Model (CMAQ) model with four meteorological forecasts and seven emission scenarios: a control run, ±50% NOx, ±50% volatile organic compounds (VOC), and ±50% NOx, combined with VOC. Probabilistic forecast quality is verified using relative operating characteristic curves, Talagrand diagrams, and a new reliability index. Results show that both meteorology and emission perturbations are needed to have a skillful probabilistic forecast system: the meteorology perturbation is important to capture the ozone temporal and spatial distribution and the emission perturbation is needed to span the range of ozone concentration magnitudes. Emission perturbations are more important than meteorology perturbations for capturing the likelihood of high ozone concentrations. Perturbations involving NOx resulted in a more skillful probabilistic forecast for the episode analyzed, and therefore the 50% perturbation values appear to span much of the emission uncertainty for this case. All of the ensembles analyzed show a high ozone concentration bias in the Talagrand diagrams, even when the biases from the unperturbed emissions forecasts are removed from all ensemble members. This result indicates nonlinearity in the ensemble, which arises from both ozone chemistry and its interaction with input from particular meteorological models. Copyright 2006 by the American Geophysical Union.",,"Air quality; Curve fitting; Mathematical models; Meteorology; Ozone; Ozone layer; Particulate emissions; Perturbation techniques; Probability; air quality; ensemble forecasting; nitric oxide; ozone; probability; reliability analysis; spatial distribution; temporal distribution; volatile organic compound; British Columbia; Canada; Fraser Valley; North America",Article,"Final","",Scopus,2-s2.0-34547904994
"Auffhammer M., Ramanathan V., Vincent J.R.","8613969400;13406672500;7403122238;","Integrated model shows that atmospheric brown clouds and greenhouse gases have reduced rice harvests in India",2006,"Proceedings of the National Academy of Sciences of the United States of America","103","52",,"19668","19672",,149,"10.1073/pnas.0609584104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845918063&doi=10.1073%2fpnas.0609584104&partnerID=40&md5=2af4e17c1a1134141dddcdb16cebe1f9","Department of Agricultural and Resource Economics, University of California, 207 Giannini Hall, Berkeley, CA 94720-3310, United States; Scripps Institution of Oceanography, University of California at San Diego, 9500 Gilman Drive, San Diego, CA 92093-0221, United States; Graduate School of International Relations and Pacific Studies, University of California at San Diego, 9500 Gilman Drive, San Diego, CA 92093-0221, United States","Auffhammer, M., Department of Agricultural and Resource Economics, University of California, 207 Giannini Hall, Berkeley, CA 94720-3310, United States; Ramanathan, V., Scripps Institution of Oceanography, University of California at San Diego, 9500 Gilman Drive, San Diego, CA 92093-0221, United States; Vincent, J.R., Graduate School of International Relations and Pacific Studies, University of California at San Diego, 9500 Gilman Drive, San Diego, CA 92093-0221, United States","Previous studies have found that atmospheric brown clouds partially offset the warming effects of greenhouse gases. This finding suggests a tradeoff between the impacts of reducing emissions of aerosols and greenhouse gases. Results from a statistical model of historical rice harvests in India, coupled with regional climate scenarios from a parallel climate model, indicate that joint reductions in brown clouds and greenhouse gases would in fact have complementary, positive impacts on harvests. The results also imply that adverse climate changes due to brown clouds and greenhouse gases contributed to the slowdown in harvest growth that occurred during the past two decades. © 2006 by The National Academy of Sciences of the USA.","Agricultural impact; Air pollution; Carbon dioxide warming; Climate change; South Asia","carbon dioxide; aerosol; agriculture; air pollution; article; climate change; cloud; environmental temperature; greenhouse effect; greenhouse gas; harvest; India; plant growth; priority journal; rice; statistical model; Air Pollutants; Atmosphere; Color; Crops, Agricultural; Greenhouse Effect; India; Models, Biological; Oryza sativa; Seasons; Temperature; Time Factors; Weather",Article,"Final","",Scopus,2-s2.0-33845918063
