Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Abdalati W., Steffen K., Otto C., Jezek K.C.","6701402091;57206225739;7202696520;35513312900;","Comparison of brightness temperatures from SSMI instruments on the DMSP F8 and F11 satellites for Antarctica and the Greenland ice sheet",1995,"International Journal of Remote Sensing","16","7",,"1223","1229",,44,"10.1080/01431169508954473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029500874&doi=10.1080%2f01431169508954473&partnerID=40&md5=d9a27ba74a716b480f679e46e0cb66c0","Cooperative Institute for Research in Environmental Science, Department of Geography, The University of Colorado, Boulder, CO, 80309-0216, United States; Byrd Polar Research Center, The Ohio State University, Columbus, OH, 43210-1308, United States","Abdalati, W., Cooperative Institute for Research in Environmental Science, Department of Geography, The University of Colorado, Boulder, CO, 80309-0216, United States; Steffen, K., Cooperative Institute for Research in Environmental Science, Department of Geography, The University of Colorado, Boulder, CO, 80309-0216, United States; Otto, C., Byrd Polar Research Center, The Ohio State University, Columbus, OH, 43210-1308, United States; Jezek, K.C., Byrd Polar Research Center, The Ohio State University, Columbus, OH, 43210-1308, United States","Passive microwave satellite data provide extremely important information about the climate and surface conditions in the often cloudy high latitude regions of the Earth. Available since 1978, multichannel passive microwave data have great potential for long term climate monitoring. In order to ensure consistent data sets for such long term monitoring, the relations between the microwave brightness temperatures from similar sensors on successive satellite platforms must be understood. In this study the 19, 22, and 37 GHz channels of the Defense Meteorological Satellite Program (DMSP) F8 and Fll Special Sensor Microwave Imager (SSMI) instruments are compared. While the analysis shows that the two data sets are highly correlated with correlation coefficients greater than 0.98, the consistency between the two data sets can be improved by applying small corrections in the order of 1 deg K. Two sets, of regression coefficients are provided for adjusting the F11 data to the F8 baseline. © 1995 Taylor & Francis Ltd.",,"brightness temperature; ice sheet; SSMI; Antarctica; Greenland",Article,"Final","",Scopus,2-s2.0-0029500874
"Abdullaev I.G., Adloff J.C., Bersina I.G., Bisplinghoff B., Bradnova V., Brandt R., Butsev V.S., Cui H.H., Debeauvais M., Dwivedi K.K., Friedlander E.M., Gosh S., Guo S.L., Heise S., Krivopustov M.I., Kulakov B.A., Langrock E.J., Laue C., Lerman L., Perelygin V.P., Schmidt Th., Sosnin A.N., Vater P., Vonderau S., Wang X.L., Zamani M.","7003357941;6603884846;6506180026;16169057100;6603789843;8646523400;6603013169;7201385052;6701434323;22991632300;22987956300;16405705600;7403650355;57207594141;7003373080;7003495700;6603532135;57197244635;16407453900;7005532733;57214371899;7004849367;7004067862;6507037800;57192625222;7005966864;","Neutron production in extended Cu-target irradiated with relativistic 12C-ions at Dubna, as studied with SSNTD and nuclear chemistry",1995,"Radiation Measurements","25","1-4",,"219","230",,7,"10.1016/1350-4487(95)00076-Q","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029237938&doi=10.1016%2f1350-4487%2895%2900076-Q&partnerID=40&md5=60dc72d9169dee9eb4cfd3ce2a588ad9","Flerov Laboratory for Nuclear Reactions, Joint Institute for Nuclear Research, Dubna, Russian Federation; Centre de Recherche Nucleaires, Strasburg, France; Physics Department, University for Rail Transport Engineers, Moscow, Russian Federation; Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany; Laboratory for High Energies, Joint Institute for Nuclear Research, Dubna, Russian Federation; Institute of High Energy Physics, Academia Sinica, Beijing, China; Department of Chemistry, North-Eastern Hill University, Shillong, India; Nuclear Science Division, Lawrence Berkeley Laboratory, University of California, Berkeley, United States; Institute of Atomic Energy, Beijing, China; Physics Department, Aristotle University of Thessaloniki, Thessaloniki, Greece","Abdullaev, I.G., Flerov Laboratory for Nuclear Reactions, Joint Institute for Nuclear Research, Dubna, Russian Federation; Adloff, J.C., Centre de Recherche Nucleaires, Strasburg, France; Bersina, I.G., Physics Department, University for Rail Transport Engineers, Moscow, Russian Federation; Bisplinghoff, B., Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany; Bradnova, V., Laboratory for High Energies, Joint Institute for Nuclear Research, Dubna, Russian Federation; Brandt, R., Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany; Butsev, V.S., Laboratory for High Energies, Joint Institute for Nuclear Research, Dubna, Russian Federation; Cui, H.H., Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany, Institute of High Energy Physics, Academia Sinica, Beijing, China; Debeauvais, M., Centre de Recherche Nucleaires, Strasburg, France; Dwivedi, K.K., Department of Chemistry, North-Eastern Hill University, Shillong, India; Friedlander, E.M., Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany; Gosh, S., Department of Chemistry, North-Eastern Hill University, Shillong, India; Guo, S.L., Nuclear Science Division, Lawrence Berkeley Laboratory, University of California, Berkeley, United States; Heise, S., Laboratory for High Energies, Joint Institute for Nuclear Research, Dubna, Russian Federation; Krivopustov, M.I., Laboratory for High Energies, Joint Institute for Nuclear Research, Dubna, Russian Federation; Kulakov, B.A., Laboratory for High Energies, Joint Institute for Nuclear Research, Dubna, Russian Federation; Langrock, E.J., Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany; Laue, C., Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany; Lerman, L., Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany, Department of Chemistry, North-Eastern Hill University, Shillong, India; Perelygin, V.P., Flerov Laboratory for Nuclear Reactions, Joint Institute for Nuclear Research, Dubna, Russian Federation; Schmidt, Th., Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany; Sosnin, A.N., Laboratory for High Energies, Joint Institute for Nuclear Research, Dubna, Russian Federation; Vater, P., Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany; Vonderau, S., Kernchemie, F.B. 14, Philipps-University, Marburg, Germany, Germany; Wang, X.L., Institute of Atomic Energy, Beijing, China; Zamani, M., Physics Department, Aristotle University of Thessaloniki, Thessaloniki, Greece","An extended Cu-target was irradiated with 22 and 44 GeV carbon ions. The target was in contact with a (CH2)n-block for the moderation of secondary neutrons. Small holes in the moderator were filled with either lanthanium salts or uranium oxide. The reaction 139La (n,γ) 140La β- → was studied via the decay of 140La (40 h), and the reaction 238U (n, γ) 239U β- →239Np β- → was studied via the decay of 239Np (2.3 d). In addition, a variety of solid state nuclear track detectors (SSNTD) were used. Results will be presented. The yields for the formation of (n, γ) products agree essentially with other experiments on extended targets carried out at the Synchrophasotron LHE, JINR (Dubna). To a first approximation, the breeding rate of (n, γ) products, as well as the specific track density, seen with several SSNTDs, doubles when the carbon energy is increased from 22 to 44 GeV. If, however, results at 44 GeV are compared in detail to those at 22 GeV, we observe an excess of (37 ± 9) % in the experimentally observed 239Np-breeding rate over theoretical estimations. Experiments using solid state nuclear track detectors are giving similar results. We also observed in the past such excess in the yield of other secondary particles in relativistic heavy ion interactions above a total energy of approximately 35-40 GeV. © 1995.","enhanced nuclear cross-sections; Relativistic heavy ions","Carbon; Copper; Ion bombardment; Ions; Oxides; Radiation detectors; Solid state devices; Enhanced nuclear cross section; Nuclear chemistry; Solid state nuclear track detector; Neutrons",Article,"Final","",Scopus,2-s2.0-0029237938
"Acker J.G., Busalacchi A.","57196873150;35514012200;","Workshop on satellite and in situ observations for climate prediction",1995,"Bulletin - American Meteorological Society","76","2",,"241","249",,,"10.1175/1520-0477-76.2.241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029501175&doi=10.1175%2f1520-0477-76.2.241&partnerID=40&md5=97e885c5808ae3349a05615a914130b8",,"Acker, J.G.; Busalacchi, A.","Considers the current state of climate monitoring programs and instrumentation for the purpose of climatological prediction on short-term (seasonal to interannual) timescales. Data quality and coverage requirements for definition of oceanographic heat and momentum fluxes, scales of inter- and intra-annual variability, and land-ocean-atmosphere exchange processes were examined. Advantages and disadvantages of earth-based and spaceborne monitoring systems were considered, as were the structures for future monitoring networks, research programs, and modelling studies. -Authors",,"climate monitoring workshop; climate prediction; climate research; climatological predcition; ground observation; monitoring systems; research; satellite monitoring; satellite/in situ observations",Article,"Final","",Scopus,2-s2.0-0029501175
"ACKERLY D.D., BAZZAZ F.A.","7004214819;7005453999;","Plant growth and reproduction along CO2 gradients: non‐linear responses and implications for community change",1995,"Global Change Biology","1","3",,"199","207",,80,"10.1111/j.1365-2486.1995.tb00021.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029479496&doi=10.1111%2fj.1365-2486.1995.tb00021.x&partnerID=40&md5=f24b67eebeaebb442071fa837212c584","Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, Massachusetts, 02138, United States","ACKERLY, D.D., Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, Massachusetts, 02138, United States; BAZZAZ, F.A., Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, Massachusetts, 02138, United States","The effects of rising atmospheric CO2 concentrations on natural plant communities will depend upon the cumulative responses of plant growth and reproduction to gradual, incremental changes in climatic conditions. We analysed published studies of plant responses to elevated CO2 to address whether reproductive and total biomass exhibit similar enhancement to elevated vs. ambient CO2 concentrations, and to assess the patterns of plant response along gradients of CO2 concentrations. In six annual plant species, mean enhancement at double ambient vs. ambient CO2 was 1.13 for total biomass and 1.30 for reproductive biomass. The two measures were significantly correlated, but there was considerable scatter in the relationship, indicating that reproductive responses cannot be consistently predicted from enhancement of total biomass. Along experimental CO2 gradients utilizing three concentrations, there was a great diversity of response patterns, including positive, negative, non‐monotonic and non‐significant (flat) responses. The distribution of response patterns differed for plants grown in stands compared to those grown individually. Positive responses were less frequent in competitive environments, and non‐monotonic responses were more frequent. These results emphasize that interpolation of plant response based on enhancement ratios measured at elevated vs. ambient CO2 concentrations is not sufficient to predict community responses to incremental changes in atmospheric conditions. The consequences of differential response patterns were assessed in a simulation of community dynamics for four species of annual plants. The model illustrates that the final community composition at a future point in time depends critically on both the magnitude and the rate of increase of atmospheric CO2. Copyright © 1995, Wiley Blackwell. All rights reserved","community dynamics; elevated CO2; non‐linear effects; plant growth; plant reproduction","carbon dioxide enrichment; carbon dioxide gradient; community dynamics; growth; plant community; reproduction",Article,"Final","",Scopus,2-s2.0-0029479496
"Adams B.R., Smith P.J.","7202518970;7408329654;","Modeling effects of soot and turbulence-radiation coupling on radiative transfer in turbulent gaseous combustion",1995,"Combustion Science and Technology","109","1-6",,"121","140",,49,"10.1080/00102209508951898","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954815940&doi=10.1080%2f00102209508951898&partnerID=40&md5=a45faceb670547aee175fc21a30c5ba2","Reaction Engineering International, Salt Lake City, Utah, United States; Department of Chemical and Fuels Engineering, University of Utah, Salt Lake City, Utah, United States","Adams, B.R., Reaction Engineering International, Salt Lake City, Utah, United States; Smith, P.J., Department of Chemical and Fuels Engineering, University of Utah, Salt Lake City, Utah, United States","A three-dimensional combustion model which couples turbulent flow statistics with chemical reactions and radiative heat transfer is used to evaluate the effect of soot and turbulence-radiation coupling on radiative transfer in an industrial-scale furnace. Radiation and soot formation models are presented which include the nonlinear dependencies between fluid turbulence effects, soot formation and radiative absorption and emission in the participating medium. The discrete-ordinates method is used to solve theradiation intensity field. Soot formation is predicted with a formation-destruction model based on local volatile content and stoichiometry. The impact of soot and turbulence-radiation coupling was evaluated based on incident surface fluxes and centerline temperature and emission. Result trends were as expected, but suggest that the magnitude of soot effects on radiative transfer may be less than originally thought for the type of furnace and operating conditions modeled in this research. Predicted local soot properties were significantly different when calculated with and without turbulence coupling. Emissive powers and incident wall fluxes were notably higher when nonlinear turbulence effects were not properly accounted for. A three-dimensional combustion model which couples turbulent flow statistics with chemical reactions and radiative heat transfer wasused to evaluate the effects of turbulence coupling and soot on radiative transfer in anindustrial-scale axial-flow furnace. Predicted radiative characteristics were notablydifferent when calculated with and without turbulence coupling. Emissive powers and incident wall fluxes were higher when nonlinear turbulence effects on mean radiative properties were not accounted for. These differences were most pronounced in cases with highsoot concentrations (e.g. rich flames) due to the increase in local absorption and emission. Turbulence coupling reduced the predicted effects of soot on local emission, temperature and incident wall flux. The presence of soot in the furnace increased the centerline emissive power, which increased incident wall flux and decreased centerline temperature for both lean and rich flames. The impact of soot on emissive power was significant, but the effect on. centerline temperature and incident wall flux was less than expected. This suggests that the role of soot in radiative transfer may be less than originally thought for the type of furnace and operating conditions modeled in this research. Future research needs include more advanced soot formation models which can be implemented within the framework of comprehensive combustion models, improved radiative property models which consider spectral effects and scattering due to soot agglomerates, and more detailed soot radiation measurements in large-scale furnaces. © 1995, Taylor & Francis Group, LLC. All rights reserved.","combustion; modeling; Radiation; soot",,Article,"Final","",Scopus,2-s2.0-84954815940
"Adenikinju A.F.","6507983058;","Energy-pricing policy and the environment in an oil-exporting, developing country",1995,"OPEC Review","19","4",,"307","332",,7,"10.1111/j.1468-0076.1995.tb00532.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029545380&doi=10.1111%2fj.1468-0076.1995.tb00532.x&partnerID=40&md5=e85d51796618547ae8b56227fce02360","The author is from the Department of Economics and the Centre for Econometric and Allied Research, University of Ibadan, Ibadan,Ibadan, Nigeria, Nigeria","Adenikinju, A.F., The author is from the Department of Economics and the Centre for Econometric and Allied Research, University of Ibadan, Ibadan,Ibadan, Nigeria, Nigeria",[No abstract available],,"developing country; economic impact; emissions reduction; energy policy; energy pricing; environmental impact; national trade; oil export; oil producing state; Nigeria",Article,"Final","",Scopus,2-s2.0-0029545380
"Adrian G.","7004303944;","On similarity laws in regional climatology",1995,"Meteorology and Atmospheric Physics","55","3-4",,"223","234",,1,"10.1007/BF01029829","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249762214&doi=10.1007%2fBF01029829&partnerID=40&md5=2fbd0f901dec67a8a88b652271a7928e","Institut für Meteorologie und Klimaforschung, Universität Karlsruhe, Kernforschungszentrum Karlsruhe, Karlsruhe, D-76128, Germany","Adrian, G., Institut für Meteorologie und Klimaforschung, Universität Karlsruhe, Kernforschungszentrum Karlsruhe, Karlsruhe, D-76128, Germany","Starting with a linear theory of the flow around and over mountains a similarity hypothesis of the wind field over complex terrain is formulated and tested by simulations with the numerical mesoscale model KAMM (Karlsruhe Atmospheric Mesoscale Model) and applied to observations of the orographically induced phenomenon ""Moehlin-Jet"", which were performed and analysed by Dütsch (1985). Because this hypothesis combines parameters describing the state of the large scale flow with form parameters of the orography it can be used to regionalize large scale climatological informations to smaller scale. It allows to generalize observations of typical mesoscale phenomena like channeling in broad valleys or orographically induced jet-like currents. © 1995 Springer-Verlag.",,,Article,"Final","",Scopus,2-s2.0-34249762214
"Ahmad S.M., Guichard F., Hardjawidjaksana K., Adisaputra M.K., Labeyrie L.D.","7401992736;7004854901;6507315987;6506363945;7006738754;","Late quaternary paleoceanography of the Banda Sea",1995,"Marine Geology","122","4",,"385","397",,22,"10.1016/0025-3227(94)00116-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028974642&doi=10.1016%2f0025-3227%2894%2900116-3&partnerID=40&md5=cd7018d71a7b361d441a8b5c8e321c07","National Geophysical Research Institute, Council of Scientific and Industrial Research, Uppal Road, Hyderabad, 500007, India; Centre des Faibles Radioactivités, Laboratoire mixte, CNRS-CEA, 91198 Gif-sur-Yvette Cedex, France; Marine Geological Institute, Jl. Dr; Junjunan 236, Bandung, 40174, Indonesia","Ahmad, S.M., National Geophysical Research Institute, Council of Scientific and Industrial Research, Uppal Road, Hyderabad, 500007, India; Guichard, F., Centre des Faibles Radioactivités, Laboratoire mixte, CNRS-CEA, 91198 Gif-sur-Yvette Cedex, France; Hardjawidjaksana, K., Marine Geological Institute, Jl. Dr; Junjunan 236, Bandung, 40174, Indonesia; Adisaputra, M.K., Marine Geological Institute, Jl. Dr; Junjunan 236, Bandung, 40174, Indonesia; Labeyrie, L.D., Centre des Faibles Radioactivités, Laboratoire mixte, CNRS-CEA, 91198 Gif-sur-Yvette Cedex, France","A stable oxygen and carbon isotopic record of benthic (Uvigerina and Cibicidoides species) and planktonic (Globigerinoides ruber) foraminifera recovered from a deep-sea core in the Banda Sea was obtained to develop a better understanding of surface- and deep water hydrography in this region over the last ~180 kyr. Higher glacial to interglacial δ18O amplitudes of planktonic and benthic foraminifera (1.8 and 1.7%., respectively) indicate an increase in Banda surface and deep water salinity during glacial conditions. Planktonic data is influenced by the precession (23 kyr periodicity) while benthic values reflect intermediate Pacific water fluctuations. The benthic δ13C exhibits a depletion of about 0.3%. for the last glacial maximum (LGM) relative to the Holocene. A still higher depletion of benthic δ13C (0.4-0.6%.) occurs during the penultimate full glaciation (stage 6). The main characteristics of δ13C in the Banda Sea are a direct record of the δ13C global oceanic signal and an evolution similar to intermediate and deep Pacific waters. Banda Sea records indicate a general good ventilation that remained unchanged between glacial and interglacial periods. Variations in the carbon isotopic composition of planktonic foraminifera are attributed to the local variability in monsoonal upwelling or changes in throughflow of Pacific intermediate-water masses via Indonesian seas. An increase in the alkalinity and deepening of the lysocline has resulted in higher carbonate content during glacial periods, similar to the results reported in the North Pacific. © 1995.",,"foraminifera; monsoonal upwelling; palaeoceanography; Quaternary; ventilation; hydrography; isotopic record; Quaternary (late); Banda Sea; Cibicidoides; Globigerinoides ruber; Uvigerina",Article,"Final","",Scopus,2-s2.0-0028974642
"Akin D.E., Kimball B.A., Windham W.R., Pinter Jr. P.J., Wall G.W., Garcia R.L., LaMorte R.L., Morrison III W.H.","7006727733;7102533256;7003820722;7006578217;35570511600;57198241351;6701598310;7202130759;","Effect of free-air CO2 enrichment (FACE) on forage quality of wheat",1995,"Animal Feed Science and Technology","53","1",,"29","43",,28,"10.1016/0377-8401(94)00736-S","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002275956&doi=10.1016%2f0377-8401%2894%2900736-S&partnerID=40&md5=af150a99538bc0cff31899d71aaf4a39","Richard B. Russell Agricultural Research Center, ARS, US Department of Agriculture, Athens, GA 30604, United States; US Water Conservation Laboratory, ARS, US Department of Agriculture, Phoenix, AZ 85040, United States","Akin, D.E., Richard B. Russell Agricultural Research Center, ARS, US Department of Agriculture, Athens, GA 30604, United States; Kimball, B.A., US Water Conservation Laboratory, ARS, US Department of Agriculture, Phoenix, AZ 85040, United States; Windham, W.R., Richard B. Russell Agricultural Research Center, ARS, US Department of Agriculture, Athens, GA 30604, United States; Pinter Jr., P.J., US Water Conservation Laboratory, ARS, US Department of Agriculture, Phoenix, AZ 85040, United States; Wall, G.W., US Water Conservation Laboratory, ARS, US Department of Agriculture, Phoenix, AZ 85040, United States; Garcia, R.L., US Water Conservation Laboratory, ARS, US Department of Agriculture, Phoenix, AZ 85040, United States; LaMorte, R.L., US Water Conservation Laboratory, ARS, US Department of Agriculture, Phoenix, AZ 85040, United States; Morrison III, W.H., Richard B. Russell Agricultural Research Center, ARS, US Department of Agriculture, Athens, GA 30604, United States","Wheat (Triticum aestivum L., cultivar 'Yecora rojo') was grown in ambient (370 μmol mol-1) or enriched (550 μmol mol-1) concentrations of CO2 in the free-air CO2 enrichment (FACE) project, and components were analyzed for in vitro digestibility, fiber constituents, and crude protein. Four replicated plots of each CO2 treatment were split for irrigation: 'wet' regions received 60 cm of water and 'dry' regions received 30 cm of water through underground tubes. Enriched CO2 concentrations had no effect on in vitro digestion of intact sections of young (26-32-day-old plants) leaf blades except at 24-27 h incubation, at which time enriched leaves were lower in digestibility than control ones. Enriched CO2 concentrations increased the content of acid detergent fiber (ADF) and cellulose of young wet leaves. Sections of main shoots at 26 days tended to have increased digestibility with elevated CO2 levels. Enriched CO2 concentrations did not alter the digestibility of flag leaves from 105-day-old plants or of flag leaves, uppermost stems, and sheaths from plants at full grain maturity. Enriched CO2 levels reduced the acid detergent lignin (ADL) and tended to reduce the protein of leaves from 105-day-old plants. For mature leaf blades, neutral detergent fiber, ADF, and cellulose were, or tended to be, higher while protein content tended to be lower in elevated CO2-grown plants; for both CO2 treatments, 'dry' leaves were higher in digestibility and lower in ADL than 'wet' samples. Mature stems plus sheaths had lower protein contents in plants grown in elevated CO2. Results indicated that enriched CO2 concentrations to 550 μmol mol-1 did not substantially alter wheat in vitro digestibility, regardless of irrigation treatment. Elevated CO2 altered fiber components and protein, but these were not consistent among parts and harvests. © 1995.","Carbon dioxide concentration; Digestibility, wheat; Fiber; Lignin; Wheat",,Article,"Final","",Scopus,2-s2.0-0002275956
"Akisawa Atsushi, Kaya Yoichi","7004229089;7005103514;","International comparison of the effect of installing cogeneration systems",1995,"International Journal of Global Energy Issues","7","3-4",,"180","190",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029193787&partnerID=40&md5=2c39557c20ae53f997ffbb84aaab8963","Univ of Tokyo, Tokyo, Japan","Akisawa, Atsushi, Univ of Tokyo, Tokyo, Japan; Kaya, Yoichi, Univ of Tokyo, Tokyo, Japan","Cogeneration or combined heat and power (CHP) is expected to be an effective measure in coping with the global warming problem. In this study, the authors present the results of a survey on the state of cogeneration in the OECD (Organisation for Economic Cooperation and development) and East European countries, and then investigate the effectiveness of CHP via model analysis on some particular countries. The simulation results show that an energy saving of about 10% is estimated for fully installed cogeneration in the commercial/residential sector, on average. However, the model analysis reveals that energy conversion efficiency is declining in almost all countries due to electrification. The analysis of the effectiveness of cogeneration in six countries, from the viewpoints of energy conservation and carbon dioxide reduction, shows that the results of estimation on these points are relatively small in Japan and therefore some other policy measures than cogeneration are required to achieve greater reductions in energy consumption in the commercial/residential sector.",,"Air pollution control; Carbon dioxide; Combined cycle power plants; Energy conservation; Energy efficiency; Environmental protection; Estimation; Mathematical models; Waste heat; Combined heat and power; Commercial and residential sector; Electric power demand trends; Electrification; Cogeneration plants",Article,"Final","",Scopus,2-s2.0-0029193787
