"unique_id","DOI","file_name"
4706,"10.1016/j.enbuild.2018.05.035","id_4706_nagpal_2018"
4716,"10.1016/j.ecoleng.2018.11.028","id_4716_badiou_2019"
4737,"10.1145/2768510.2768515","id_4737_garg_2015"
4775,"10.1016/j.rser.2012.11.064","id_4775_heeren_2013"
4790,"10.1016/j.enpol.2015.05.005","id_4790_wu_2015"
4809,"10.5194/essd-13-5213-2021","id_4809_minx_2021"
4848,"10.1016/j.scitotenv.2018.09.223","id_4848_lu_2019"
4869,"10.3390/ijerph17020545","id_4869_tang_2020"
4884,"10.3390/su12104272","id_4884_zhang_2020"
4886,"10.1115/JRC2014-3801","id_4886_pyrialakou_2014"
4908,"10.1016/j.jclepro.2016.10.030","id_4908_pergola_2017"
5078,"10.1155/2020/4693750","id_5078_bagheri_2020"
5116,"10.3390/en14051400","id_5116_tucki_2021"
5186,"10.1063/1.3290181","id_5186_gomi_2010"
5199,"10.1016/j.jclepro.2017.10.147","id_5199_lieder_2018"
5232,"10.1016/j.jclepro.2012.10.014","id_5232_vetn_2013"
5234,"10.1021/es203731e","id_5234_erickson_2012"
5264,"10.5194/esd-11-977-2020","id_5264_lund_2020"
5282,"10.3390/ijgi10120821","id_5282_chang_2021"
5330,"10.1109/CECNET.2011.5769266","id_5330_jinyi_2011"
5353,"10.1016/j.enpol.2013.02.031","id_5353_lazarus_2013"
5381,NA,"id_5381_dennison_2017"
5575,"10.1080/00207233.2021.1920317","id_5575_pacheco_2021"
5612,"10.3390/en14164864","id_5612_bruck_2021"
5713,"10.1007/s10113-017-1167-8","id_5713_lotzecampen_2018"
5777,"10.1108/IJSHE-02-2020-0071","id_5777_booth_2020"
5807,"10.1504/IJSTL.2013.055287","id_5807_shi_2013"
5991,"10.1049/cp.2013.0653","id_5991_stoll_2013"
6038,NA,"id_6038_attia_2010"
6053,NA,"id_6053_polishchuk_2015"
6153,"10.1016/j.scs.2018.01.046","id_6153_papadopoulos_2018"
6356,"10.1080/14693062.2016.1258631","id_6356_quinn_2018"
6541,"10.1108/14630011211285825","id_6541_wilkinson_2012"
6608,"10.1007/s00477-016-1244-4","id_6608_yue_2017"
6815,"10.1016/j.proeng.2013.01.028","id_6815_barbhuiya_2013"
6817,NA,"id_6817_levonyan_2013"
6930,"10.1515/hjic-2017-0008","id_6930_sebestyen_2017"
6979,"10.1007/s00267-012-9964-9","id_6979_beschta_2013"
7052,"10.1002/eap.2433","id_7052_prichard_2021"
7113,"10.1061/(ASCE)IS.1943-555X.0000021","id_7113_chinowsky_2010"
7114,"10.1016/j.oneear.2021.07.009","id_7114_lei_2021"
7118,"10.1016/j.enbuild.2019.07.039","id_7118_gunawardena_2019"
7166,"10.1111/eva.12845","id_7166_sang_2019"
7174,"10.1007/s10113-015-0818-x","id_7174_palma_2015"
7234,"10.1007/978-3-030-81511-0_12","id_7234_govender_2021"
7296,"10.1109/ISGT.2019.8791588","id_7296_sward_2019"
7310,"10.18086/solar.2018.01.03","id_7310_hoskins_2018"
7316,"10.1016/j.apenergy.2017.04.005","id_7316_kontokosta_2017"
7382,"10.4018/978-1-4666-4920-0.ch014","id_7382_waraich_2013"
7407,"10.1007/978-3-030-39204-8_16","id_7407_krosinsky_2020"
7488,"10.3390/su2061742","id_7488_medina_2010"
7494,"10.1108/S2051-503020160000019003","id_7494_enabulele_2016"
7499,"10.1109/ICUE49301.2020.9307010","id_7499_souza_2020"
7502,NA,"id_7502_anu_2020"
7539,"10.1007/s11518-011-5156-z","id_7539_agusdinata_2011"
7544,"10.1007/s10113-015-0783-4","id_7544_porter_2016"
7551,"10.1257/jel.52.2.424","id_7551_libecap_2014"
7560,"10.1080/17565529.2016.1184609","id_7560_yosephpaulus_2018"
7580,"10.3390/land10111200","id_7580_sirin_2021"
7582,"10.1016/j.apgeog.2010.01.001","id_7582_knuth_2010"
7591,"10.1016/j.enbuild.2021.110789","id_7591_abd_2021"
7602,"10.1007/s10668-020-00824-9","id_7602_banerjee_2021"
7643,"10.1007/s10584-021-03254-2","id_7643_mcglynn_2022"
7694,"10.3390/en14206455","id_7694_lau_2021"
7709,"10.1016/j.jclepro.2021.128468","id_7709_cucchiella_2021"
7775,"10.5194/acp-20-11161-2020","id_7775_levin_2020"
7827,NA,"id_7827_minami_2015"
8020,"10.1016/j.jclepro.2018.09.025","id_8020_pan_2018"
8134,"10.1016/j.jclepro.2017.09.153","id_8134_sun_2018"
8356,"10.3846/16484142.2014.1003406","id_8356_godoy_2015"
8664,"10.1016/j.joule.2018.09.007","id_8664_fasahati_2018"
8742,"10.1061/9780784413364.002","id_8742_chang_2014"
8836,"10.2495/ARC100471","id_8836_cinquepalmi_2010"
8917,"10.1016/bs.arnmr.2015.11.001","id_8917_brus_2016"
8921,"10.1016/bs.arnmr.2015.11.001","id_8921_brus_2016"
9089,"10.1016/j.joule.2018.07.026","id_9089_benson_2018"
9090,"10.1016/j.procir.2014.07.087","id_9090_ginting_2015"
9095,NA,"id_9095_freihaut_2012"
9135,"10.1016/j.enpol.2014.04.022","id_9135_wu_2014"
9236,"10.1016/j.enconman.2020.112851","id_9236_emmi_2020"
9249,"10.3390/en14030599","id_9249_gao_2021"
9270,"10.1016/j.proenv.2012.01.113","id_9270_liu_2012"
9289,"10.1016/j.energy.2015.05.106","id_9289_zhu_2015"
9299,"10.1016/j.apenergy.2016.10.094","id_9299_chen_2017"
9354,"10.1525/elementa.381","id_9354_lyman_2019"
9359,"10.1080/10962247.2018.1515123","id_9359_schwietzke_2019"
9367,"10.3390/rs70202152","id_9367_bitelli_2015"
9451,"10.1109/AEECA52519.2021.9574397","id_9451_shi_2021"
9606,"10.1016/j.envres.2017.07.036","id_9606_wai_2017"
9634,"10.1063/1.4803311","id_9634_artaxo_2013"
9711,"10.1080/14693062.2020.1728209","id_9711_anderson_2020"
9738,"10.1016/j.energy.2021.120992","id_9738_kou_2021"
9762,"10.1007/978-981-15-6775-9_43","id_9762_mizuno_2021"
9777,NA,"id_9777_tan_2014"
9789,"10.1016/j.egypro.2017.07.446","id_9789_guelpa_2017"
9816,NA,"id_9816_peng_2010"
9846,"10.1007/978-3-642-32424-6_13","id_9846_alberti_2014"
10078,"10.1016/j.scitotenv.2021.144963","id_10078_cao_2021"
10088,"10.1016/j.envsci.2016.06.005","id_10088_brandt_2016"
10103,"10.1016/j.ijhydene.2021.04.104","id_10103_ali_2021"
10142,"10.1016/j.agsy.2016.10.003","id_10142_chopin_2017"
10154,"10.1108/17506221111169881","id_10154_vazhayil_2011"
10156,NA,"id_10156_tu_2016"
10183,"10.1007/978-3-642-27509-8_41","id_10183_butt_2012"
10241,"10.1111/gcb.13942","id_10241_pacifici_2018"
10286,"10.1007/s10113-014-0584-1","id_10286_elbersen_2014"
10314,"10.5194/essd-13-3691-2021","id_10314_keita_2021"
10320,"10.1016/j.indic.2021.100163","id_10320_epule_2021"
10349,"10.1016/j.jclepro.2016.09.220","id_10349_lo_2017"
10594,"10.1109/ICEMPE51623.2021.9509233","id_10594_qian_2021"
10603,"10.4324/9781315230641","id_10603_burch_2018"
10617,"10.1017/CBO9781139107150.012","id_10617_stripple_2014"
10648,"10.1016/j.jclepro.2018.05.006","id_10648_yu_2018"
10725,"10.1080/0305215X.2019.1608979","id_10725_xu_2020"
10781,"10.1007/978-3-319-24309-2_11","id_10781_iachini_2015"
10783,"10.5194/isprsannals-I-2-117-2012","id_10783_benke_2012"
10822,"10.1080/17445647.2015.1020892","id_10822_huang_2016"
10827,"10.1080/00045608.2011.567936","id_10827_zhao_2011"
10828,"10.1016/j.jclepro.2019.118793","id_10828_wang_2020"
10864,"10.1145/3486626.3493429","id_10864_law_2021"
10875,NA,"id_10875_ter_2014"
10993,"10.1007/978-3-662-45969-0_29","id_10993_li_2015"
11002,"10.1108/17568691111128986","id_11002_liu_2011"
11011,"10.1016/j.agsy.2021.103213","id_11011_li_2021"
11070,"10.1111/reel.12172","id_11070_mace_2016"
11245,"10.1016/j.gloenvcha.2016.08.006","id_11245_vandyck_2016"
11279,"10.1088/1755-1315/306/1/012015","id_11279_gunawan_2019"
11343,"10.1007/978-3-319-78271-3_21","id_11343_massimo_2018"
11360,"10.1016/j.apenergy.2017.12.003","id_11360_bjrnebo_2018"
11444,NA,"id_11444_shelley_2011"
11625,"10.1007/s10113-014-0700-2","id_11625_schmitz_2015"
11655,"10.1111/1467-8489.12440","id_11655_kingwell_2021"
11674,NA,"id_11674_endres_2011"
11703,"10.1088/1748-9326/abb42b","id_11703_scarpelli_2020"
11704,"10.1088/1748-9326/ac40b1","id_11704_scarpelli_2022"
11794,"10.1080/21683565.2021.1932685","id_11794_perezneira_2021"
11857,"10.1007/s10113-013-0525-4","id_11857_villamor_2014"
11886,"10.1061/(ASCE)WR.1943-5452.0000320","id_11886_ng_2014"
12136,"10.1007/s13412-018-0476-7","id_12136_pischke_2018"
12162,"10.3390/s21238061","id_12162_larrinaga_2021"
12163,"10.3390/su12187699","id_12163_assimakopoulos_2020"
12182,"10.1016/j.energy.2021.122885","id_12182_revesz_2022"
12186,"10.1016/j.apenergy.2016.03.041","id_12186_tan_2017"
12242,"10.1016/j.renene.2019.11.047","id_12242_bao_2020"
12282,"10.1016/j.jclepro.2018.04.061","id_12282_yue_2018"
12301,"10.3390/su9071133","id_12301_ji_2017"
12315,"10.1016/j.scitotenv.2020.138572","id_12315_wen_2020"
12324,"10.14257/ijsh.2016.10.6.04","id_12324_yue_2016"
12341,"10.20537/2076-7633-2021-13-1-67-85","id_12341_beed_2021"
12623,"10.1021/acs.est.7b03254","id_12623_mehrotra_2017"
12703,"10.1021/acs.est.5b00217","id_12703_karion_2015"
12746,NA,"id_12746_gebhart_2014"
12874,NA,"id_12874_franks_2017"
12881,NA,"id_12881_rackauskas_2017"
13677,"10.1111/1467-923X.12522","id_13677_marshall_2018"
13978,"10.1016/j.trd.2014.10.016","id_13978_nichols_2015"
14140,NA,"id_14140_planath_2011"
14293,NA,"id_14293_schweikert_2021"
14302,"10.22571/2526-433890","id_14302_valverde_2018"
14310,"10.1007/s11707-015-0510-y","id_14310_ma_2016"
14342,"10.17645/up.v6i2.3983","id_14342_mattioli_2021"
14387,"10.1080/01436597.2021.1877128","id_14387_robinson_2021"
14418,"10.1016/j.gca.2014.11.010","id_14418_lazar_2015"
14522,"10.1016/j.renene.2017.06.023","id_14522_laslett_2017"
14556,"10.5751/ES-12509-260244","id_14556_brown_2021"
14600,NA,"id_14600_raynolds_2010"
14776,"10.1071/RJ14112","id_14776_henry_2015"
14805,"10.1007/s11367-011-0339-x","id_14805_kendall_2012"
14807,"10.1007/s10021-013-9660-5","id_14807_delonge_2013"
14908,NA,"id_14908_brown_2010"
14923,"10.1533/9780857098993.4.439","id_14923_garcalodeiro_2013"
15102,"10.1111/j.1931-0846.2016.12159.x","id_15102_liu_2016"
15116,"10.1111/1467-8489.12261","id_15116_jiang_2018"
15129,"10.1007/s10784-010-9143-5","id_15129_kanie_2010"
15134,"10.1007/s11356-016-8360-z","id_15134_zhou_2017"
15141,"10.1016/j.jclepro.2015.11.046","id_15141_verg_2016"
15148,"10.1016/j.egypro.2016.12.076","id_15148_mu_2016"
15150,"10.1007/s11356-021-17309-5","id_15150_zhan_2021"
15153,"10.1016/j.jclepro.2020.124683","id_15153_cui_2021"
15155,"10.1016/j.jclepro.2018.11.178","id_15155_kong_2019"
15157,"10.1007/s10098-021-02137-5","id_15157_chen_2021"
15232,"10.1186/s13021-016-0058-5","id_15232_chabi_2016"
15308,NA,"id_15308_moutinho_2019"
15317,"10.1016/j.enpol.2012.06.065","id_15317_ren_2012"
15319,"10.1007/s40070-013-0011-8","id_15319_marklhummel_2014"
15355,"10.1016/j.jclepro.2016.09.177","id_15355_han_2017"
15407,NA,"id_15407_drotman_2021"
15426,"10.1016/j.enpol.2009.07.026","id_15426_gomi_2010"
15428,"10.1080/14693062.2012.738016","id_15428_kainuma_2013"
15442,NA,"id_15442_gupta_2011"
15448,"10.1139/cjce-2011-0523","id_15448_sugar_2013"
15463,"10.5194/amt-3-429-2010","id_15463_carlson_2010"
15611,"10.1016/j.tra.2019.04.003","id_15611_jenn_2019"
15634,"10.1080/09613218.2016.1169475","id_15634_nishida_2016"
15637,"10.1061/9780784482261.035","id_15637_gevaudan_2019"
15645,"10.1016/j.jclepro.2016.05.137","id_15645_arunrat_2016"
15679,NA,"id_15679_van_2019"
15682,"10.19272/201806703005","id_15682_nair_2018"
15721,NA,"id_15721_fumagalli_2015"
15745,"10.3390/en4122295","id_15745_zhang_2011"
15756,"10.1080/19397038.2021.1993378","id_15756_gutirrez_2021"
15770,"10.1016/j.conbuildmat.2020.120997","id_15770_meek_2021"
15782,"10.1007/s00374-017-1202-4","id_15782_cant_2017"
15930,"10.3390/su13158209","id_15930_tsay_2021"
15948,"10.1016/j.enpol.2020.111738","id_15948_sabine_2020"
15959,"10.3368/er.32.4.358","id_15959_freese_2014"
16007,"10.1016/j.cities.2011.06.001","id_16007_seelig_2011"
16062,"10.1007/978-3-319-56552-1_2","id_16062_perazzoni_2017"
16393,"10.3389/fsufs.2020.00065","id_16393_arango_2020"
16397,"10.1016/j.fcr.2017.05.009","id_16397_colnennedavid_2017"
16413,"10.5194/acp-18-11753-2018","id_16413_palmer_2018"
16501,NA,"id_16501_brody_2012"
16541,NA,"id_16541_no_2013"
16642,"10.1109/FISTS.2011.5973625","id_16642_kraschlhirschmann_2011"
16734,"10.1109/FarEastCon50210.2020.9271572","id_16734_tarasov_2020"
16738,"10.1007/978-3-642-38670-1_1","id_16738_diouf_2015"
16742,"10.7307/ptt.v30i6.2804","id_16742_mintzia_2018"
16783,"10.1016/j.scs.2012.01.004","id_16783_dallo_2012"
16802,"10.1002/er.1871","id_16802_tolnbecerra_2012"
16833,"10.2495/SC140922","id_16833_bermudezcontreras_2014"
16856,"10.1088/1757-899X/471/10/102052","id_16856_sappa_2019"
16865,"10.1109/GeoInformatics.2011.5980965","id_16865_zhang_2011"
16900,"10.1016/j.apenergy.2019.113870","id_16900_mounir_2019"
16923,"10.3390/su10114327","id_16923_xiang_2018"
16985,NA,"id_16985_wilson_2010"
17240,"10.1016/j.trd.2019.09.001","id_17240_xu_2019"
17278,"10.1016/j.erss.2019.101282","id_17278_ali_2019"
17292,"10.1016/j.ecolind.2014.01.001","id_17292_lin_2014"
17331,"10.1016/j.enpol.2011.05.031","id_17331_la_2011"
17394,"10.1016/j.sbspro.2011.08.077","id_17394_almodvar_2011"
17434,NA,"id_17434_zheng_2017"
17456,"10.1504/IJGEI.2016.079374","id_17456_marinakis_2016"
17530,"10.1061/41114(371)380","id_17530_pun_2010"
17545,"10.1016/j.enpol.2020.111862","id_17545_li_2020"
17640,"10.1016/j.ancene.2021.100296","id_17640_page_2021"
17801,"10.1016/j.tsep.2018.04.007","id_17801_dirutigliano_2018"
17807,"10.1007/s11367-010-0157-6","id_17807_lipucek_2010"
17809,"10.1016/j.jclepro.2017.08.220","id_17809_qin_2017"
17825,"10.3390/en6084308","id_17825_dallo_2013"
17838,"10.1016/j.enpol.2020.111836","id_17838_zhang_2020"
17847,"10.1016/j.egyr.2021.08.159","id_17847_jones_2021"
17860,"10.1016/j.cities.2019.102467","id_17860_costanzo_2019"
17919,"10.1016/j.scs.2021.103319","id_17919_rabbani_2021"
17937,"10.1061/9780784482339.023","id_17937_morandi_2019"
18042,"10.1016/j.energy.2014.01.023","id_18042_kang_2014"
18050,"10.1016/j.energy.2020.119639","id_18050_hu_2021"
18057,"10.1186/s13021-015-0014-9","id_18057_knauf_2015"
18060,NA,"id_18060_han_2014"
18085,"10.1115/ES2020-1668","id_18085_abokersh_2020"
18160,"10.1002/er.4884","id_18160_rizwan_2020"
18225,"10.1021/acs.iecr.0c00436","id_18225_demirhan_2020"
18227,"10.3390/ijerph17103416","id_18227_li_2020"
18236,"10.1007/s10668-021-01700-w","id_18236_abdallah_2021"
18257,"10.1002/jgrd.50854","id_18257_jeong_2013"
18665,NA,"id_18665_keske_2012"
18808,"10.1174/217119711797877771","id_18808_fernndezbilbao_2011"
18833,"10.3390/su12104117","id_18833_liyanage_2020"
18870,NA,"id_18870_deerhake_2011"
18898,NA,"id_18898_florea_2014"
18967,"10.1016/j.coal.2012.04.002","id_18967_karacan_2012"
18996,"10.1016/j.jclepro.2013.04.039","id_18996_jiang_2013"
19078,"10.1016/j.envres.2021.110931","id_19078_negi_2021"
19115,NA,"id_19115_ma_2011"
19116,"10.18280/mmc-c.790309","id_19116_danza_2018"
19138,"10.3390/en14154449","id_19138_neumann_2021"
19224,NA,"id_19224_jiang_2016"
19359,"10.1007/s11356-017-0660-4","id_19359_zhang_2018"
19360,"10.2495/AFM160191","id_19360_dyer_2016"
19393,"10.1016/j.jclepro.2018.01.129","id_19393_dazmadroero_2018"
19444,"10.4028/www.scientific.net/AMR.962-965.1578","id_19444_yu_2014"
19451,NA,"id_19451_zhang_2014"
19452,"10.46488/NEPT.2021.V20I01.004","id_19452_ma_2021"
19480,"10.1016/j.egypro.2013.06.700","id_19480_oda_2013"
19557,"10.15244/pjoes/109848","id_19557_ge_2020"
19560,"10.3390/su8070697","id_19560_zhang_2016"
19609,"10.1088/1755-1315/164/1/012033","id_19609_im_2018"
19706,"10.1007/s10086-015-1515-6","id_19706_fuchigami_2016"
19729,"10.1108/BEPAM-02-2020-0031","id_19729_perera_2021"
19754,"10.3390/su11247008","id_19754_tseng_2019"
19761,"10.1007/s41207-020-00225-4","id_19761_platis_2021"
19774,"10.3390/app10041513","id_19774_snchezgarca_2020"
19785,"10.1016/j.jclepro.2017.09.052","id_19785_liu_2018"
19789,NA,"id_19789_wisawato_2017"
19790,NA,"id_19790_guo_2014"
19796,"10.3390/en11040884","id_19796_kim_2018"
19812,"10.4028/www.scientific.net/AMM.291-294.1365","id_19812_zhang_2013"
19843,"10.1016/j.ecolind.2012.03.024","id_19843_gallegolvarez_2012"
19853,"10.1016/j.egypro.2011.03.279","id_19853_ren_2011"
19875,NA,"id_19875_zhao_2016"
19958,"10.1061/9780784481301.059","id_19958_monghasemi_2018"
20030,"10.1111/jiec.12299","id_20030_pincetl_2016"
20064,"10.4028/www.scientific.net/AMR.962-965.1431","id_20064_zhang_2014"
20127,"10.1080/10042857.2017.1286752","id_20127_cong_2017"
20200,"10.1016/j.scs.2020.102130","id_20200_zajacs_2020"
20242,"10.1016/j.egyr.2021.10.103","id_20242_himabindu_2021"
20292,"10.1016/j.esd.2011.08.001","id_20292_jiang_2011"
20298,"10.4028/www.scientific.net/AMR.424-425.184","id_20298_zhou_2012"
20379,"10.9719/EEG.2020.53.4.491","id_20379_kim_2020"
20449,NA,"id_20449_widera_2016"
20486,"10.1007/s12517-015-1810-y","id_20486_sharif_2015"
20550,"10.1109/ICIRD47319.2019.9074764","id_20550_jayadi_2019"
20556,"10.3390/w13243582","id_20556_liu_2021"
20613,"10.1016/j.rser.2012.01.004","id_20613_bueno_2012"
20664,NA,"id_20664_elbanhawy_2014"
20669,"10.1061/9780784482933.185","id_20669_zhao_2020"
20681,"10.1038/s41598-018-36368-2","id_20681_cao_2019"
20734,"10.1016/j.egypro.2017.03.719","id_20734_li_2017"
20745,"10.1016/j.trd.2018.04.003","id_20745_shabanpour_2018"
20746,"10.1016/j.trd.2018.04.003","id_20746_shabanpour_2018"
20798,"10.23919/CISTI52073.2021.9476579","id_20798_validi_2021"
20840,"10.5593/sgem2018/5.2/S20.007","id_20840_creu021bu_2018"
20877,"10.1007/s11356-019-07350-w","id_20877_yang_2020"
20892,NA,"id_20892_ramadhan_2017"
20900,"10.3390/su8060513","id_20900_tian_2016"
20904,"10.4028/www.scientific.net/AMR.781-784.2550","id_20904_li_2013"
20936,"10.1007/978-3-030-48279-4_129","id_20936_tumminia_2021"
20939,"10.14716/ijtech.v8i7.783","id_20939_destyanto_2017"
20956,"10.3390/en12234535","id_20956_iclodean_2019"
20976,"10.1016/j.enpol.2014.04.029","id_20976_zhang_2014"
20981,"10.1016/j.enbuild.2017.07.018","id_20981_rospi_2017"
20983,NA,"id_20983_huang_2012"
20986,"10.1016/j.proenv.2015.07.025","id_20986_thanh_2015"
20987,"10.3390/su7079187","id_20987_song_2015"
21014,"10.1016/j.jclepro.2014.05.025","id_21014_aguilarvirgen_2014"
21085,NA,"id_21085_tardieu_2013"
21099,NA,"id_21099_tian_2015"
21115,"10.3390/en12010093","id_21115_mendoza_2019"
21180,"10.13044/j.sdewes.2015.03.0009","id_21180_tardieu_2015"
21259,"10.1016/j.jenvman.2019.109765","id_21259_bai_2020"
21308,"10.3390/su8030271","id_21308_pan_2016"
21330,NA,"id_21330_wang_2016"
21380,"10.1155/2014/323819","id_21380_liu_2015"
